"personal_id","personal_number","birthdate","address","phone_number","user_id"
"38","2730503087430","1924-04-17","Strada Dima Nr. 82, Glina, 648755","0265 683 894","10001"
"39","7821113085081","2007-12-13","Intrarea Florea, Cisnadie, 290085","0769 037 301","10002"
"40","5900425385031","1970-05-10","Soseaua Diaconu Nr. 565, Mihail Kogalniceanu, 947623","0236 115 774","10003"
"41","6980530443247","1995-11-26","Strada Ababei Nr. 88 Bl. 25  Sc. 65 Ap. 815, Reghin, 839084","0729 752 846","10004"
"42","5660808142363","2022-04-01","Soseaua Dima Nr. 322 Bl. 88  Sc. 10 Ap. 721, Chisineu-Cris, 485148","0746 826 454","10005"
"43","2531110186207","2017-12-27","Aleea Delia Mazilescu, Sinaia, 157816","0254 284 494","10006"
"44","5940614284774","1955-03-13","Drumul Tomescu Nr. 99 Bl. 98  Sc. 54 Ap. 771, Tarnaveni, 534180","0751 213 709","10007"
"45","6310710142103","1974-08-02","Soseaua Niță Nr. 750 Bl. 37  Sc. 57 Ap. 413, Deva, 877730","0732 308 542","10008"
"46","1320804132323","1999-06-24","Intrarea Ababei Nr. 554, Covasna, 840985","0744 792 642","10009"
"47","6390305429163","2004-04-28","Strada Nistor Nr. 50 Bl. 94  Sc. 20 Ap. 912, Campina, 261413","0722 181 138","10010"
"48","8230208047863","2023-09-19","Strada Georgescu, Draganesti-Olt, 740599","0748 016 814","10011"
"49","5520525262648","1951-03-19","Bulevardul Sava Oprea Nr. 34, Balan, 998536","0255 303 744","10012"
"50","8231127362155","2003-02-10","Soseaua Heracleea Nemeș Nr. 470, Boldesti-Scaeni, 874283","0770 595 806","10013"
"51","2680125240442","2003-07-30","Drumul Tabacu Nr. 52, Sangeorgiu de Mures, 315952","0258 018 975","10014"
"52","3031023240930","1987-09-08","Intrarea Dinu, Slobozia, 509783","0254 888 278","10015"
"53","3350115129792","1918-09-04","Drumul Ababei Nr. 228, Ocna Mures, 152621","0264 724 405","10016"
"54","7910915126764","1985-12-24","Bulevardul Ionescu Nr. 742, Toplita, 363076","0743 344 451","10017"
"55","6880717348363","1974-09-28","Strada Voinea Nr. 526, Cristuru Secuiesc, 249475","0766 023 737","10018"
"56","6120229274805","1911-10-22","Drumul Nistor Nr. 14, Petrila, 791481","0745 654 754","10019"
"57","4110320414787","1954-04-19","Bulevardul Bogdan Tomescu, Modelu, 793438","0755 549 272","10020"
"58","2200209258801","1939-06-10","Bulevardul Eftimie Nr. 31 Bl. 92  Sc. 66 Ap. 442, Santana, 466008","0253 331 391","10021"
"59","3460215164661","1936-10-11","Drumul Diaconescu Nr. 94, Husi, 568481","0768 792 632","10022"
"60","7121221154487","1940-11-06","Strada Marinela Tomescu Nr. 70, Simeria, 946293","0742 841 141","10023"
"61","1811005226406","1963-12-16","Drumul Nistor Nr. 82 Bl. 80  Sc. 71 Ap. 363, Sacele, 459657","0259 299 068","10024"
"62","3450515010306","1965-07-04","Intrarea Francesca Pop Nr. 377 Bl. 98  Sc. 12 Ap. 708, Lupeni, 737216","0738 977 316","10025"
"63","4150829364911","1919-10-27","Intrarea Dumitrescu Nr. 80 Bl. 26  Sc. 91 Ap. 326, Calarasi, 267433","0723 356 240","10026"
"64","7510126195492","2020-03-26","Bulevardul Popescu Nr. 97, Apahida, 177687","0725 569 233","10027"
"65","6680330077559","2015-10-07","Drumul Denisa Diaconescu, Sfantu Gheorghe, 931559","0732 803 619","10028"
"66","7100506011556","1925-11-16","Aleea Valter Dumitrescu, Alexandria, 346521","0763 357 720","10029"
"67","5320129394991","1920-09-15","Soseaua Dima Nr. 34, Babadag, 149093","0770 787 753","10030"
"68","4170730157314","2015-07-28","Drumul Stan, Borsa, 390337","0788 682 573","10031"
"69","3710810231161","1917-09-03","Drumul Marin Nr. 882 Bl. 65  Sc. 34 Ap. 202, Marasesti, 549310","0758 048 622","10032"
"70","6501215404997","1939-08-15","Soseaua Mocanu Nr. 478 Bl. 13  Sc. 40 Ap. 725, Teius, 393253","0258 871 740","10033"
"71","3970918422189","1992-01-16","Bulevardul Pop Nr. 626 Bl. 29  Sc. 61 Ap. 446, Bumbesti-Jiu, 159987","0746 846 039","10034"
"72","4680225088751","1954-05-07","Soseaua Consuela Cristea, Buftea, 845600","0727 823 676","10035"
"73","8170628323701","1928-11-10","Aleea Marin Nr. 837 Bl. 24  Sc. 65 Ap. 797, Jilava, 488204","0764 873 446","10036"
"74","2161022030850","1932-06-11","Intrarea Florea, Buzau, 920908","0261 234 090","10037"
"75","6940820380863","1914-12-08","Bulevardul Ardelean Nr. 49 Bl. 20  Sc. 96 Ap. 803, Radauti, 416347","0245 953 830","10038"
"76","2541111388331","2005-12-30","Soseaua Toma Popescu Nr. 181 Bl. 38  Sc. 22 Ap. 260, Straja, 397557","0739 517 513","10039"
"77","1311023454626","1961-10-01","Drumul Cristofor Marin Nr. 41, Valenii de Munte, 425754","0764 849 979","10040"
"78","4480418227998","1912-02-07","Intrarea Mazilescu Nr. 949, 1 Decembrie, 353991","0711 835 401","10041"
"79","8710930031908","1908-05-20","Intrarea Codruța Georgescu Nr. 99 Bl. 82  Sc. 41 Ap. 144, Targu Secuiesc, 533683","0736 419 945","10042"
"80","5851023171447","1970-01-19","Intrarea Eftimie Nr. 51 Bl. 24  Sc. 73 Ap. 415, Urziceni, 359697","0762 618 753","10043"
"81","1141027059662","2010-07-27","Aleea Mihail Barbu Nr. 63 Bl. 43  Sc. 17 Ap. 171, Sannicolau Mare, 526291","0257 075 780","10044"
"82","6821214373767","1952-06-20","Drumul Stancu Nr. 97 Bl. 96  Sc. 70 Ap. 809, Fundulea, 756355","0767 619 023","10045"
"83","5280131177877","1912-12-02","Aleea Dochioiu, Savinesti (Poiana Teiului), 142682","0728 509 622","10046"
"84","2480114202016","2003-11-15","Intrarea Tabacu Nr. 63, Draganesti-Olt, 572712","0265 115 569","10047"
"85","2260415348576","1949-10-07","Drumul Eftimie Nr. 825 Bl. 40  Sc. 29 Ap. 567, Tudora, 447253","0268 416 830","10048"
"86","6001104378954","2010-09-14","Intrarea Aurelian Popescu Nr. 89, Cumpana, 177111","0735 400 579","10049"
"87","1770908056903","1922-08-13","Bulevardul Suciu, Dumbravita, 422508","0250 826 993","10050"
"88","3180616311733","1982-10-09","Drumul Stelian Aanei Nr. 204 Bl. 99  Sc. 71 Ap. 762, Rosiori de Vede, 344540","0267 780 122","10051"
"89","1000618095698","1954-04-28","Bulevardul Dumitrescu Nr. 73 Bl. 35  Sc. 64 Ap. 839, Simeria, 865327","0738 023 936","10052"
"90","2150403293266","1980-08-21","Strada Barbu Nr. 347 Bl. 58  Sc. 15 Ap. 306, Greci, 688127","0232 366 632","10053"
"91","8850901096025","1951-10-05","Strada Voinea, Dumbravita, 210063","0256 264 122","10054"
"92","8490312090749","2010-10-21","Soseaua Stoica Nr. 72 Bl. 92  Sc. 95 Ap. 850, Botosani, 462758","0754 250 135","10055"
"93","6291023187695","1990-05-24","Drumul Arsenie Dima Nr. 66 Bl. 88  Sc. 20 Ap. 379, Poienile de sub Munte, 916846","0750 378 221","10056"
"94","1390611178971","1950-09-15","Drumul Lioara Tudor Nr. 778, Darabani, 751236","0766 036 295","10057"
"95","2320205390974","1993-04-04","Drumul Luana Suciu Nr. 732, Gilau, 813489","0720 992 308","10058"
"96","7450813137255","1989-02-26","Drumul Niță Nr. 79, Brad, 417797","0738 790 884","10059"
"97","6110118113282","1944-01-10","Aleea Ionescu Nr. 195 Bl. 65  Sc. 32 Ap. 681, Tecuci, 979471","0735 519 959","10060"
"98","4150925135454","1997-03-04","Bulevardul Bogdana Ardelean Nr. 12, Sadova, 773805","0738 386 883","10061"
"99","4890626074392","1981-07-05","Strada Dinu Nr. 47, Breaza de Sus, 117300","0236 348 105","10062"
"100","8131001080817","1992-10-03","Soseaua Gheorghiu Nr. 65, Balotesti, 122613","0240 504 999","10063"
"101","7381222232103","1993-03-24","Strada Cătălin Diaconescu, Cugir, 315200","0735 329 613","10064"
"102","8800617451551","1945-09-27","Strada Stancu, Motru, 626052","0756 947 429","10065"
"103","7790921343110","2001-09-27","Aleea Octavia Pop Nr. 81 Bl. 42  Sc. 19 Ap. 718, Victoria, 645403","021 726 7734","10066"
"104","6931204527264","1960-03-11","Intrarea Nadia Suciu Nr. 89, Lupeni, 345181","0756 776 663","10067"
"105","6041011262931","1987-03-16","Soseaua Sabina Stoica Nr. 51 Bl. 66  Sc. 39 Ap. 239, Zalau, 974813","0250 732 225","10068"
"106","7240130300010","1973-08-07","Soseaua Zenovia Florea Nr. 60, Bosanci, 643611","0251 624 919","10069"
"107","7920907456831","1928-11-26","Drumul Ardelean Nr. 41 Bl. 24  Sc. 55 Ap. 235, Rasnov Romacril, 318120","0721 547 686","10070"
"108","3290123410684","2005-01-15","Bulevardul Pușcașu Nr. 94 Bl. 77  Sc. 89 Ap. 893, Iernut, 400360","0255 844 357","10071"
"109","5360805029589","1956-06-23","Aleea Tabacu, Draganesti-Olt, 561071","0747 944 270","10072"
"110","8650813202050","2004-06-09","Strada Diaconescu, Baraolt, 501613","0250 631 652","10073"
"111","7990324115219","1913-01-03","Drumul Stănescu Nr. 35, Giarmata, 471694","0756 426 587","10074"
"112","1870426162776","1934-08-26","Strada Valentin Cristea, Fieni, 400733","0724 559 690","10075"
"113","6670606152001","1973-05-25","Drumul Ionescu Nr. 71, Peris, 396247","0732 174 184","10076"
"114","2890805268180","1941-04-15","Bulevardul Gențiana Dobre Nr. 35, Campia Turzii, 911459","0231 301 776","10077"
"115","2190418054763","1918-01-14","Soseaua Tudor Nr. 755 Bl. 26  Sc. 39 Ap. 584, Bals, 100834","0749 183 570","10078"
"116","5980503107284","1920-09-21","Intrarea Popa Nr. 780 Bl. 50  Sc. 51 Ap. 805, Gura Humorului, 817343","0737 120 506","10079"
"117","4680127176423","1984-08-18","Aleea Stan Nr. 918, Straja, 721583","0749 334 956","10080"
"118","5321122122519","1908-07-11","Intrarea Ghiță Georgescu, Rasinari, 214007","0732 328 284","10081"
"119","6820207220199","1947-04-17","Intrarea Ababei Nr. 448 Bl. 12  Sc. 14 Ap. 336, Cluj-Napoca, 217108","0726 617 457","10082"
"120","3650931017711","1946-09-09","Bulevardul Norbert Ionescu Nr. 945, Simeria, 154689","0769 783 687","10083"
"121","8080108434943","1950-12-10","Drumul Nistor Nr. 38, Teius, 608350","0740 760 136","10084"
"122","8020215315219","1936-05-31","Bulevardul Stănescu Nr. 419, Lumina, 867310","0247 611 272","10085"
"123","8241018115050","1974-05-30","Bulevardul Toma Nr. 29 Bl. 10  Sc. 11 Ap. 795, Valea Mare (Babeni), 710658","0255 294 351","10086"
"124","1820310529106","1917-01-15","Aleea Ioniță Nr. 49 Bl. 10  Sc. 34 Ap. 851, Lumina, 142862","0258 186 018","10087"
"125","6570127452328","1912-03-07","Strada Barbu Nr. 948 Bl. 21  Sc. 34 Ap. 413, Medias, 464792","0761 531 149","10088"
"126","5860504392140","1975-11-06","Soseaua Mihai Toma Nr. 474 Bl. 12  Sc. 83 Ap. 140, Pancota, 842533","0745 150 139","10089"
"127","3070419378357","1967-06-07","Aleea Suciu, Gherla, 555188","021 201 1826","10090"
"128","8190722057663","1924-12-22","Strada Nemeș Nr. 82 Bl. 18  Sc. 10 Ap. 808, Sacele, 746755","0266 552 659","10091"
"129","7830229252342","1944-11-12","Intrarea Popescu Nr. 88 Bl. 47  Sc. 98 Ap. 192, Alesd, 680162","0733 130 392","10092"
"130","4800828434550","2022-02-20","Strada Pop Nr. 542, Sfantu Gheorghe, 449220","0757 922 414","10093"
"131","4321121413432","1975-07-08","Aleea Tudor Nr. 628 Bl. 92  Sc. 10 Ap. 997, Tasnad, 927765","0259 102 224","10094"
"132","3630607433339","2003-09-04","Strada Dacian Aanei Nr. 61, Corabia, 102593","0780 107 076","10095"
"133","3960910267444","1920-07-18","Soseaua Pușcașu Nr. 10 Bl. 96  Sc. 87 Ap. 130, Lipova, 898237","0742 963 001","10096"
"134","7680807065470","1989-08-17","Drumul Ernest Stănescu Nr. 165, Radauti, 479886","0763 525 108","10097"
"135","7110614412566","1925-08-12","Soseaua Suciu, Husi, 182086","0711 010 028","10098"
"136","2681021359906","1960-08-03","Soseaua Stan Nr. 78, Buzau, 926686","0241 020 107","10099"
"137","2130230368094","1928-05-16","Strada Tudor Ardelean Nr. 90, Corund, 728209","0761 486 869","10100"
"138","4850515432801","1933-06-14","Aleea Nemeș, Fagetel (Remetea), 485713","0761 370 233","10101"
"139","7810902054944","1939-10-13","Aleea Stoica Nr. 232, Otopeni, 924951","0733 372 174","10102"
"140","3660508069273","1993-10-31","Aleea Aanei Nr. 11 Bl. 72  Sc. 43 Ap. 866, Dragalina, 343314","0254 114 943","10103"
"141","7690708151179","1918-03-02","Intrarea Tomescu, Fagaras, 856900","0238 212 463","10104"
"142","8430629185135","1975-03-24","Bulevardul Constanța Marin, 1 Decembrie, 603517","0245 142 494","10105"
"143","3070702376878","2002-07-31","Intrarea Dima Nr. 44, Satu Mare, 168840","0265 712 040","10106"
"144","4700122326925","2009-11-12","Drumul Preda, Insuratei, 667667","0232 454 280","10107"
"145","8010506185202","1950-10-20","Drumul Teodor Stancu Nr. 59, Apahida, 620832","0233 632 987","10108"
"146","6521004242345","1971-12-11","Strada Ioniță Nr. 937 Bl. 50  Sc. 63 Ap. 733, Alesd, 453205","0738 272 918","10109"
"147","2610506311181","1939-01-02","Intrarea Ionescu Nr. 79, Fagaras, 105121","0245 674 614","10110"
"148","6100131440614","1988-10-28","Aleea Ionuț Ionescu Nr. 389, Stei, 662471","0231 694 787","10111"
"149","6881009311495","2003-07-19","Soseaua Tabacu, Valea Mare (Babeni), 295075","0767 940 552","10112"
"150","4850619513277","2015-03-10","Drumul Ioniță Nr. 51 Bl. 88  Sc. 70 Ap. 389, Techirghiol, 946004","0764 277 307","10113"
"151","4490813238558","2018-10-26","Strada Stănescu, Baciu, 550172","0250 522 630","10114"
"152","5220613114601","2019-04-10","Intrarea Ionescu Nr. 222, Tasnad, 466945","0743 474 754","10115"
"153","6700812288972","1993-09-08","Aleea Ioniță, Vatra Dornei, 516188","0738 929 653","10116"
"154","8710513464914","1952-08-22","Aleea Mazilescu Nr. 111 Bl. 26  Sc. 43 Ap. 505, Fagaras, 404212","0764 703 947","10117"
"155","4660525322632","1932-10-21","Aleea Dina Dumitrescu Nr. 43 Bl. 99  Sc. 25 Ap. 781, Iasi, 493682","0780 179 656","10118"
"156","5200503374297","1908-05-23","Aleea Nistor, Vladimirescu, 380080","0253 735 707","10119"
"157","1600807191705","2011-12-05","Drumul Toma, Slatina, 569864","0760 614 112","10120"
"158","8310631364497","1927-03-22","Soseaua Ene Nr. 82, Branesti, 183225","0266 914 475","10121"
"159","2490909361720","1982-02-11","Strada Albu Nr. 388 Bl. 26  Sc. 29 Ap. 612, Teius, 114589","0749 009 385","10122"
"160","7141024359116","2014-04-27","Strada Ene Nr. 926, Agnita, 338561","0244 982 882","10123"
"161","7681210312064","1973-02-25","Intrarea Lelia Stan, Vaslui, 206622","0767 591 725","10124"
"162","5231011079943","1996-08-17","Bulevardul Pușcașu Nr. 96, Darmanesti, 718036","0754 322 426","10125"
"163","7800713087751","2006-03-19","Soseaua Albu Nr. 613 Bl. 57  Sc. 22 Ap. 117, Sibiu, 536740","0723 121 224","10126"
"164","3260509401692","1977-07-18","Soseaua Ene, Prejmer, 505453","0248 036 728","10127"
"165","2760104123672","1948-10-16","Soseaua Vera Nistor Nr. 42 Bl. 20  Sc. 18 Ap. 115, Zimnicea, 990470","0240 537 894","10128"
"166","7090517269172","1992-05-04","Strada Florea Nr. 317 Bl. 81  Sc. 10 Ap. 270, Tecuci, 560371","0759 067 107","10129"
"167","6640501303248","1998-10-28","Soseaua Miruna Ene Nr. 689 Bl. 24  Sc. 41 Ap. 420, Baicoi, 816318","0268 598 187","10130"
"168","3621007348788","1968-09-26","Intrarea Voinea, Matca, 263902","0266 857 673","10131"
"169","6740208011576","2022-04-03","Soseaua Nicolae Stancu, Buftea, 160618","0746 278 293","10132"
"170","5541213380181","2009-04-21","Bulevardul Dobre Nr. 338 Bl. 11  Sc. 89 Ap. 314, Chitila, 294941","0733 330 976","10133"
"171","5130827114850","1981-09-28","Drumul Suciu Nr. 535, Reghin, 907962","0728 910 978","10134"
"172","6140617081795","1967-08-24","Drumul Raluca Florea Nr. 154 Bl. 47  Sc. 21 Ap. 731, Sighisoara, 830266","0237 486 768","10135"
"173","8360430224785","1946-12-28","Bulevardul Florea Nemeș Nr. 580 Bl. 51  Sc. 17 Ap. 986, Topoloveni, 937898","0754 848 101","10136"
"174","4440101012222","1972-07-27","Strada Pop Nr. 19, Ramnicu Valcea, 358955","0256 796 462","10137"
"175","5210802171264","2003-11-26","Strada Ababei Nr. 76, Corabia, 615218","0733 328 038","10138"
"176","3330927425671","2006-08-29","Bulevardul Dinu Nr. 98, Motru, 529781","0232 490 538","10139"
"177","2460128011995","1979-05-08","Bulevardul Diaconu, Arbore, 390424","0255 866 704","10140"
"178","8830329458815","1955-06-28","Aleea Evanghelina Nistor, Savinesti (Poiana Teiului), 820096","0745 373 853","10141"
"179","8010522112687","2015-10-01","Intrarea Popa Nr. 27, Cernavoda, 497838","0784 692 497","10142"
"180","2030819073321","1920-07-26","Drumul Dobre, Borsa, 755353","0739 334 235","10143"
"181","1150320382824","1923-09-06","Strada Pleșu Ardelean Nr. 537, Covasna, 572801","0243 242 045","10144"
"182","5120803195084","1935-04-15","Bulevardul Niță Nr. 38 Bl. 11  Sc. 73 Ap. 638, Timisoara, 548203","0743 067 486","10145"
"183","8020419238562","1978-09-28","Drumul Cristofor Stancu Nr. 609, Pancota, 333995","0731 020 317","10146"
"184","7610713279531","1951-02-22","Strada Gheorghiu Nr. 83, Savinesti (Poiana Teiului), 297382","0727 430 953","10147"
"185","8041011383565","2002-01-14","Drumul Tomescu Nr. 56 Bl. 85  Sc. 59 Ap. 846, Branesti, 796720","0263 035 582","10148"
"186","3790708218870","2018-02-08","Strada Popa, Floresti, 301340","0722 197 939","10149"
"187","6801202228653","2006-12-01","Soseaua Pop Nr. 959 Bl. 38  Sc. 62 Ap. 243, Videle, 872762","0758 122 128","10150"
"188","3150916175424","1998-09-12","Drumul Violeta Stan Nr. 234 Bl. 21  Sc. 32 Ap. 740, Sangeorz-Bai, 828802","0265 051 743","10151"
"189","3590720399222","1947-03-30","Strada Dima, Seini, 267634","0266 383 970","10152"
"190","2810114148714","1908-08-04","Drumul Barbu Nr. 514, Corund, 899497","0751 955 948","10153"
"191","3170614207499","1987-06-24","Soseaua Albu Nr. 28, Salonta, 630285","0232 627 699","10154"
"192","8530911401838","1948-03-05","Bulevardul Dochioiu Nr. 641 Bl. 23  Sc. 72 Ap. 812, Greci, 583249","0256 679 075","10155"
"193","4101005116626","2013-09-12","Bulevardul Ionescu, Podu Iloaiei, 703386","0785 865 539","10156"
"194","1850601421724","2016-06-05","Aleea Florea Nr. 72 Bl. 59  Sc. 65 Ap. 782, Caransebes, 444541","0723 154 312","10157"
"195","4431219318888","1990-02-06","Strada Iacob Oprea, Strehaia, 607015","0769 661 416","10158"
"196","7990703313733","2013-07-06","Aleea Toma, Talmaciu, 984855","0768 322 038","10159"
"197","4820608401991","1915-12-13","Strada Lucian Stoica Nr. 336 Bl. 23  Sc. 39 Ap. 571, Poienile de sub Munte, 497198","0733 583 478","10160"
"198","1121208233925","1997-06-09","Intrarea Mazilescu, Intorsura Buzaului, 362463","0723 328 693","10161"
"199","2220822065028","2008-10-24","Soseaua Dacian Oprea, Mangalia, 298357","0749 615 407","10162"
"200","1860809389231","2008-04-09","Intrarea Suciu Nr. 857, Brasov, 289923","0263 760 079","10163"
"201","5020427013265","1926-01-23","Strada Popa, Horodnic de Sus, 636170","0729 369 975","10164"
"202","6450626020441","1943-06-01","Aleea Popescu Nr. 329 Bl. 84  Sc. 47 Ap. 528, Corabia, 150503","0249 694 300","10165"
"203","8960323109694","1935-06-07","Soseaua Voinea Nr. 888, Motatei, 135471","0788 835 046","10167"
"204","5020917283495","1983-04-27","Soseaua Diaconu Nr. 52, Otelu Rosu, 904584","0769 365 377","10168"
"205","1370412467561","1966-05-05","Bulevardul Niță Nr. 698, Sadova, 630926","0736 772 032","10169"
"206","2610325394889","1982-09-10","Strada Ducu Ardelean Nr. 641 Bl. 73  Sc. 27 Ap. 721, Siria, 352661","0242 751 176","10170"
"207","4240405356619","1948-05-31","Intrarea Mazilescu Nr. 79, Boldesti-Scaeni, 616957","0784 249 467","10171"
"208","2380902214334","1930-09-01","Drumul Tomescu, Valu lui Traian, 215361","0251 504 802","10172"
"209","3130905512031","1953-06-05","Strada Nistor Nr. 62, Blaj, 304306","0735 980 218","10173"
"210","5100409415915","1959-07-02","Intrarea Stan Nr. 55 Bl. 96  Sc. 55 Ap. 639, Arad, 905738","0238 387 203","10174"
"211","5110124106769","1932-02-05","Bulevardul Stoica, Cornetu, 255488","0248 624 070","10175"
"212","8650301395209","1964-09-05","Intrarea Diaconescu Nr. 30 Bl. 32  Sc. 53 Ap. 344, Valu lui Traian, 567593","0260 422 494","10176"
"213","6800321308646","2016-03-26","Strada Nicu Albu Nr. 404 Bl. 89  Sc. 20 Ap. 262, Campulung Moldovenesc, 405533","0238 287 031","10177"
"214","6900121249609","1994-03-21","Bulevardul Albu Nr. 81, Bistrita, 209069","0232 950 419","10178"
"215","3911009191211","2021-08-12","Soseaua Stănescu, Marginea, 606580","0250 786 917","10179"
"216","1441214096773","1931-09-11","Aleea Vicenția Pușcașu Nr. 49 Bl. 22  Sc. 43 Ap. 879, Siria, 297655","0753 222 757","10180"
"217","7591007462004","1977-03-15","Intrarea Georgescu Nr. 316 Bl. 31  Sc. 83 Ap. 414, Campia Turzii, 270475","0249 427 323","10181"
"218","5430525323372","1977-10-10","Strada Ababei, Cornetu, 406046","0264 931 682","10182"
"219","6370827096337","1913-04-03","Strada Lucrețiu Ioniță Nr. 22, Dej, 386213","0231 166 361","10183"
"220","4680215050047","1997-04-29","Drumul Suciu, Copsa Mica, 843864","0724 148 253","10184"
"221","2510708434439","1980-11-17","Strada Eftimie Nr. 60 Bl. 50  Sc. 86 Ap. 922, Vicovu de Jos, 813836","0239 802 591","10185"
"222","4600929106261","1908-12-17","Intrarea Vasilica Diaconescu Nr. 133 Bl. 72  Sc. 13 Ap. 533, Carei, 437370","0765 281 737","10186"
"223","6580528215777","1955-12-11","Soseaua Popa, Targoviste, 535667","0234 361 910","10187"
"224","2470803266227","2014-05-24","Aleea Ababei Nr. 23 Bl. 89  Sc. 19 Ap. 483, Feldru, 286668","0752 096 347","10188"
"225","1501117292351","1948-11-23","Soseaua Diaconescu, Cernavoda, 200919","0262 190 321","10189"
"226","5960629085502","1912-07-26","Aleea Ciprian Preda Nr. 90, Pitesti, 215790","0784 080 349","10190"
"227","8960107057302","1925-05-05","Drumul Amedeu Ionescu Nr. 57 Bl. 34  Sc. 83 Ap. 267, Sebes, 844836","0241 629 694","10191"
"228","7210502243871","1995-06-25","Strada Pușcașu Nr. 14, Campia Turzii, 976661","0743 472 487","10192"
"229","3330413343743","1930-09-20","Aleea Oprea Nr. 175 Bl. 69  Sc. 66 Ap. 927, Sovata, 635128","0238 532 765","10193"
"230","8260305132896","1937-04-09","Strada Anemona Marin Nr. 533 Bl. 41  Sc. 92 Ap. 435, Constanta, 497857","0250 944 723","10194"
"231","7520114518874","1972-03-26","Soseaua Tabacu Nr. 11 Bl. 50  Sc. 41 Ap. 560, Segarcea, 605019","0754 265 119","10195"
"232","4470513234422","1936-06-03","Drumul Stănescu Nr. 91 Bl. 10  Sc. 85 Ap. 158, Savinesti (Poiana Teiului), 471234","0241 243 725","10196"
"233","1371012154447","1945-03-24","Strada Lili Georgescu Nr. 68 Bl. 61  Sc. 66 Ap. 724, Craiova, 329043","0724 151 035","10197"
