"44","5410207022593","11/24/1927","Bulevardul Eftimie Nr. 74, Cajvana, 824173","0260 739 532","10024"
"45","7370224202423","5/10/1953","Intrarea Preda Nr. 41, Oravita, 460591","0742 213 444","10025"
"46","8210214209945","5/26/2018","Aleea Stoica, Orsova, 312559","0770 637 436","10026"
"47","4310626140489","7/21/1962","Intrarea Manole Nr. 406 Bl. 31  Sc. 84 Ap. 546, Valea lui Mihai, 103391","0761 914 829","10027"
"48","3740311101631","10/5/1952","Aleea Carmina Ardelean, Baraolt, 456766","0724 340 578","10028"
"49","3960316286601","5/31/1945","Soseaua Marin, Popesti-Leordeni, 202056","0232 206 894","10029"
"50","6490730517902","8/19/2011","Drumul Preda Nr. 14, Avrig, 658554","0747 614 797","10030"
"51","5890330151194","5/23/1977","Intrarea Ioniță, Baile Borsa, 704673","0727 105 315","10031"
"52","3431031523412","6/15/1922","Aleea Tomescu Nr. 518, Mioveni, 129707","0734 598 744","10032"
"53","2570513278595","1/7/1914","Aleea Diaconu Nr. 24, Targu Frumos, 989994","0248 916 778","10033"
"54","5140703118631","3/17/1947","Soseaua Preda Nr. 19, Diosig, 207614","0269 561 989","10034"
"55","5181105336057","5/27/1928","Intrarea Cristea Nr. 77, Valea Mare (Negresti), 798748","0731 466 091","10035"
"56","3320125176348","10/16/1979","Soseaua Tomescu Nr. 561, Talmaciu, 373013","0788 870 837","10036"
"57","3851211407013","7/20/1943","Aleea Călin Popescu, Dancu, 688072","0234 162 138","10037"
"58","5400425288436","1/1/1926","Drumul Stănescu, Petrila, 833562","0725 247 569","10038"
"59","5580222392003","11/9/1908","Intrarea Mazilescu Nr. 953 Bl. 34  Sc. 87 Ap. 654, Siria, 370235","0262 712 186","10039"
"60","6610317246870","12/16/2005","Drumul Miron Aanei Nr. 670, Gaesti, 843274","0749 913 552","10040"
"61","8510730271877","8/6/1933","Strada Preda Nr. 461 Bl. 35  Sc. 43 Ap. 929, Dobroesti, 327480","0785 708 777","10041"
"62","4440512206443","8/17/1936","Drumul Diaconescu Nr. 394 Bl. 47  Sc. 37 Ap. 663, Urziceni, 606500","0758 532 390","10042"
"63","6540214519145","9/27/2017","Intrarea Barbu, Bolintin-Vale, 863356","0758 138 591","10043"
"64","3620327084744","5/6/2002","Drumul Toma Nr. 73 Bl. 20  Sc. 81 Ap. 826, Peris, 214075","0767 729 981","10044"
"65","7301117275924","4/20/1939","Intrarea Zaharia Toma Nr. 442 Bl. 10  Sc. 81 Ap. 394, Valea Mare (Negresti), 453311","0731 480 738","10045"
"66","3140331234150","8/14/1977","Aleea Aurelia Dima Nr. 454, Santana, 456568","0257 002 735","10046"
"67","6000315341508","9/27/2016","Aleea Niță Nr. 757 Bl. 82  Sc. 55 Ap. 246, Iasi, 869638","0762 054 622","10047"
"68","4900817147101","1/2/1984","Aleea Ardelean Nr. 76, Braila, 871820","0722 083 162","10048"
"69","7241118357978","5/4/1928","Drumul Toma Nr. 839, Reghin, 949112","0772 054 290","10049"
"70","4581124172221","1/5/2004","Soseaua Aanei, Murfatlar, 539719","0780 981 028","10050"
"71","6180514469444","3/31/1942","Soseaua Florea, Valea Caselor (Dragasani), 228031","0746 478 132","10051"
"72","2750902340684","10/30/1912","Strada Maxim Ioniță Nr. 597, Mioveni, 365654","0769 342 972","10052"
"73","8050426428996","11/23/2001","Strada Anica Dima, Cumpana, 691708","0739 035 691","10053"
"74","3770215524973","11/26/1979","Bulevardul Edgar Manole, Odobesti, 980358","0264 883 781","10054"
"75","8960330311597","10/2/1915","Strada Stoica, Feldru, 208179","0720 684 897","10055"
"76","2181228289609","10/31/1976","Intrarea Aristide Dinu Nr. 793, Barbulesti, 197148","0724 185 096","10056"
"77","4831228301941","6/14/1971","Drumul Mocanu, Sebis, 370634","0237 244 868","10057"
"78","5530312108111","9/11/1917","Strada Liviu Barbu Nr. 708 Bl. 98  Sc. 13 Ap. 840, Sebis, 687435","0244 123 378","10058"
"79","8060315240311","10/19/2000","Soseaua Nemeș Nr. 412 Bl. 10  Sc. 23 Ap. 802, Afumati, 410875","0260 994 895","10059"
"80","5030613170891","12/28/1953","Intrarea Stan Nr. 68, Sangeorz-Bai, 496225","0765 834 706","10060"
"81","4991125154903","4/30/1924","Strada Cristea Nr. 742, Gura Humorului, 608828","0771 331 030","10061"
"82","2900927048278","4/21/1970","Strada Dobre, Lipova, 178526","0786 274 873","10062"
"83","3741030325964","2/25/1991","Soseaua Stănescu, Sadova, 276208","0258 616 623","10063"
"84","6730920139621","10/1/1992","Strada Ortansa Oprea Nr. 97 Bl. 49  Sc. 42 Ap. 840, Baciu, 117106","0727 120 139","10064"
"85","4460109522853","5/6/1978","Soseaua Marin, Remetea, 802225","0243 601 869","10065"
"86","7951207128811","4/17/1964","Strada Mocanu, Sacele, 526723","0757 275 968","10066"
"87","1740608236291","6/7/2017","Soseaua Gabriel Eftimie, Vatra Dornei, 241477","0733 433 354","10067"
"88","1371219347328","9/20/2000","Bulevardul Nemeș Nr. 309, Barlad, 547470","0236 993 798","10068"
"89","5211023084954","1/2/1963","Soseaua Mazilescu Nr. 459, Santana, 604123","0722 972 007","10069"
"90","4080515526244","11/1/2000","Strada Tabacu Nr. 37 Bl. 80  Sc. 28 Ap. 763, Arbore, 315515","0266 072 427","10070"
"91","3670320324834","6/22/2004","Drumul Valentina Diaconu Nr. 64, Podu Iloaiei, 408102","0745 585 366","10071"
"92","3320220171234","7/20/1990","Soseaua Aanei, Viseu de Sus, 525048","0258 020 017","10072"
"93","8890623244188","1/3/1920","Soseaua Tudor, Miercurea-Ciuc, 201720","0754 121 328","10073"
"94","2140416121203","6/16/2005","Intrarea Nistor Nr. 75, Sandominic, 971889","0244 598 618","10074"
"95","2960317122260","7/2/1934","Drumul Eufrosina Florea Nr. 783, Siret, 674575","0786 200 057","10075"
"96","5380602380038","3/19/2012","Drumul Barbu Nr. 499 Bl. 90  Sc. 75 Ap. 424, Babadag, 923928","0262 149 468","10076"
"97","5891003159297","4/27/1930","Soseaua Martin Florea Nr. 70 Bl. 57  Sc. 98 Ap. 530, Sadova, 649836","0763 724 920","10077"
"98","7750118096313","6/24/1934","Soseaua Monalisa Ioniță Nr. 643 Bl. 66  Sc. 36 Ap. 155, Mioveni, 497314","0751 185 032","10078"
"99","5730918160752","12/25/2016","Soseaua Aurica Oprea, Uricani, 373030","0255 242 471","10079"
"100","7510901204160","7/9/1910","Strada Pop, Simleu Silvaniei, 750797","0744 146 184","10080"
"101","6280625198377","5/8/1995","Intrarea Aanei, Tecuci, 876896","0723 975 806","10081"
"102","1720428367078","7/5/1980","Strada Suzana Marin Nr. 18, Valea Caselor (Dragasani), 431401","0269 499 580","10082"
"103","8450916221757","2/5/2004","Strada Octaviana Dumitrescu Nr. 14, Strehaia, 766535","0262 441 672","10083"
"104","3051211050907","5/26/1996","Strada Ardelean Nr. 182 Bl. 75  Sc. 82 Ap. 358, Darabani, 733609","0722 747 642","10084"
"105","3440922158551","6/23/1989","Intrarea Stan Nr. 29, Targu Lapus, 352148","0265 990 233","10085"
"106","1460614050791","9/21/1971","Drumul Dima, Odobesti, 192851","0260 720 309","10086"
"107","7840208384144","10/23/1955","Aleea Vanesa Nistor Nr. 874 Bl. 45  Sc. 44 Ap. 463, Victoria, 581817","0243 743 960","10087"
"108","7200105528275","2/18/1925","Drumul Anca Dochioiu, Rodna, 660270","0264 908 029","10088"
"109","7001115511228","7/17/1998","Strada Popescu Nr. 22, Mangalia, 350584","0261 110 707","10089"
"110","2210327092814","2/11/1948","Strada Barbu, Craiova, 860547","0759 014 362","10090"
"111","4531127163088","12/20/1926","Drumul Albu Nr. 487, Lugoj, 546921","0247 498 997","10091"
"112","6940110130201","1/18/1954","Soseaua Ionescu Nr. 173 Bl. 36  Sc. 40 Ap. 523, Tomesti, 816053","0736 813 269","10092"
"113","4440631126226","7/28/1972","Drumul Ladislau Dima Nr. 727 Bl. 41  Sc. 66 Ap. 898, Comanesti, 681389","0263 645 003","10093"
"114","7431027338864","5/14/1935","Intrarea Voinea Nr. 979, Valea Mare (Babeni), 904284","0256 126 403","10094"
"115","1401003220983","9/9/1921","Drumul Ludovic Pop Nr. 109 Bl. 10  Sc. 60 Ap. 469, Valea Mare (Negresti), 392570","0258 452 474","10095"
"116","5411117339848","8/14/1911","Drumul Mocanu Nr. 877, Balotesti, 149895","0238 005 832","10096"
"117","2870916263910","1/28/2020","Bulevardul Cantemir Mocanu Nr. 297, Balan, 690468","0239 573 878","10097"
"118","1160830356100","9/12/1956","Soseaua Mazilescu, Oradea, 998725","0763 390 900","10098"
"119","3120905231147","10/20/1982","Aleea Dumitrescu Nr. 892 Bl. 79  Sc. 89 Ap. 473, Poienile de sub Munte, 381867","0739 000 615","10099"
"120","1741107240140","7/3/1984","Strada Nemeș Nr. 43 Bl. 90  Sc. 50 Ap. 836, Prejmer, 992824","0727 608 646","10100"
"121","4340526293267","12/22/1967","Strada Aanei Nr. 17, Greci, 381454","0764 332 679","10101"
"122","1621122463662","10/6/2016","Aleea Mocanu Nr. 448, Podu Iloaiei, 585768","0784 463 086","10102"
"123","8270903292039","6/10/1965","Intrarea Aanei Nr. 762 Bl. 82  Sc. 68 Ap. 636, Cornetu, 191550","0788 572 013","10103"
"124","8730823344379","1/2/1954","Bulevardul Henrieta Preda Nr. 790, Vladimirescu, 615705","0735 260 453","10104"
"125","1680906094577","9/4/1968","Soseaua Cristea Nr. 35 Bl. 41  Sc. 40 Ap. 107, Schela Cladovei, 616115","0740 461 434","10105"
"126","7010129195288","2/12/1954","Drumul Pop, 1 Decembrie, 214577","0245 775 641","10106"
"127","1681013379247","3/31/1944","Bulevardul Dida Nemeș, Slatina, 535288","0736 120 208","10107"
"128","1201204114687","6/14/1980","Bulevardul Pușcașu Nr. 825, Reghin, 916071","0745 609 167","10108"
"129","8730728283689","11/29/2003","Aleea Eustațiu Dobre, Plosca, 271023","0769 910 364","10109"
"130","2940210221838","12/9/1995","Aleea Nemeș Nr. 23, Aiud, 357601","0268 793 924","10110"
"131","7780527451729","1/3/1978","Drumul Mazilescu Nr. 595 Bl. 51  Sc. 18 Ap. 156, Sancraiu de Mures, 973900","0745 007 893","10111"
"132","8851116074650","9/25/2010","Drumul Ionescu Nr. 933, Borcea, 234829","0730 140 005","10112"
"133","4951201380615","5/5/1926","Soseaua Niculina Suciu Nr. 480, Dorohoi, 272143","0721 338 219","10113"
"134","5790515513860","7/24/1968","Strada Marin Nr. 45 Bl. 85  Sc. 77 Ap. 247, Amara, 597455","0232 089 316","10114"
"135","2811023353439","2/21/1954","Intrarea Pop Nr. 844 Bl. 58  Sc. 59 Ap. 401, Dumbravita, 284389","0754 722 626","10115"
"136","7060326146961","7/14/1943","Soseaua Popa, Savinesti (Poiana Teiului), 188260","0733 382 969","10116"
"137","1030322441433","3/25/1957","Strada Diaconu, Barbulesti, 862793","0269 020 584","10117"
"138","2700614071747","7/10/1981","Drumul Stancu, Cobadin, 323185","0263 085 792","10118"
"139","1441013077244","8/9/1972","Drumul Stancu, Avrig, 760928","0723 748 891","10119"
"140","3331112109153","4/24/1990","Bulevardul Voinea Nr. 28 Bl. 64  Sc. 45 Ap. 743, Balotesti, 833074","0769 995 246","10120"
"141","6461105028310","5/7/2007","Aleea Ababei Nr. 57 Bl. 97  Sc. 88 Ap. 567, Valea Caselor (Dragasani), 238087","0242 360 227","10121"
"142","1800415429532","3/23/1995","Strada Eftimie, Maieru, 563792","0756 195 588","10122"
"143","4511223511621","11/10/1913","Intrarea Ilinca Barbu Nr. 620, Curtici, 790157","0763 217 929","10123"
"144","1311017187238","1/13/1972","Bulevardul Toma Nr. 799 Bl. 88  Sc. 55 Ap. 642, Oradea, 158222","0745 678 878","10124"
"145","1390302406131","2/27/1992","Bulevardul Valentina Pușcașu, Falticeni, 717216","0768 923 013","10125"
"146","3190924409697","3/10/1965","Intrarea Gheorghiu, Moinesti, 555651","0784 956 146","10126"
"147","2460627042206","8/7/1911","Bulevardul Voinea, 1 Decembrie, 512304","0732 761 431","10127"
"148","6760711276982","3/15/1971","Soseaua Nemeș, Baciu, 606778","0742 648 772","10128"
"149","7970229071388","1/21/1944","Drumul Pușcașu Nr. 71 Bl. 34  Sc. 20 Ap. 430, Motatei, 187728","0735 668 829","10129"
"150","6680517078273","8/24/1965","Bulevardul Eleonora Popescu Nr. 370, Dumbraveni, 125372","0269 654 516","10130"
"151","8260813199284","7/6/1987","Strada Stănescu, Sabaoani, 854143","0247 358 318","10131"
"152","5591012153345","12/1/1976","Intrarea Manole Nr. 35 Bl. 67  Sc. 27 Ap. 530, Sancraiu de Mures, 519903","0743 305 266","10132"
"153","1991104241367","5/1/1979","Intrarea Adelin Suciu, Straja, 321951","0235 690 544","10133"
"154","7160628146841","3/26/1920","Intrarea Pompilia Ionescu Nr. 663 Bl. 57  Sc. 79 Ap. 543, Turda, 818090","0759 613 736","10134"
"155","5190604184934","3/31/1977","Strada Albu Nr. 24 Bl. 18  Sc. 80 Ap. 937, Buftea, 305805","0752 670 408","10135"
"156","1621203311639","11/1/2016","Aleea Mazilescu, Gugesti, 617652","0762 911 470","10136"
"157","7281130268511","3/9/1939","Soseaua Floare Cristea, Rucar, 334108","0784 721 369","10137"
"158","6730830074591","4/11/1929","Drumul Ivona Dima Nr. 762 Bl. 87  Sc. 84 Ap. 957, Baraolt, 384170","0266 757 077","10138"
"159","6910518012345","9/17/2020","Intrarea Eftimie Nr. 740, Iasi, 391710","0250 277 497","10139"
"160","4290422101482","10/16/1920","Aleea Eftimie, Babadag, 391943","0264 763 261","10140"
"161","7931203177747","8/8/1966","Strada Georgescu Nr. 788, Babeni, 789099","0767 628 179","10141"
"162","3811003466584","10/29/1955","Strada Mocanu Nr. 491, Urziceni, 517445","0728 788 341","10142"
"163","8530528245480","5/10/1912","Intrarea Stoica, Sibiu, 304248","0748 740 834","10143"
"164","8490208035477","12/20/1977","Drumul Rebeca Tomescu Nr. 34, Horodnic de Sus, 358978","0732 424 791","10144"
"165","6390427190375","1/2/2010","Drumul Ardelean Nr. 643 Bl. 90  Sc. 47 Ap. 928, Gilau, 290529","0723 336 398","10145"
"166","3560602404341","10/27/1983","Intrarea Mazilescu Nr. 248 Bl. 42  Sc. 70 Ap. 216, Sebis, 639175","0250 544 781","10146"
"167","7770707390801","6/1/1944","Drumul Mazilescu Nr. 38 Bl. 82  Sc. 61 Ap. 860, Deta, 587732","0236 855 430","10147"
"168","8330726149108","12/8/1932","Aleea Casandra Mocanu, Ineu, 507971","0767 721 287","10148"
"169","3730907281882","1/20/1945","Soseaua Popescu Nr. 815, Hunedoara, 914737","0245 951 590","10149"
"170","4761223341900","12/11/2004","Bulevardul Iolanda Stănescu, Chisineu-Cris, 301772","0242 159 093","10150"
"171","7021225111997","8/18/2022","Drumul Dochioiu, Lipova, 955343","0752 441 190","10151"
"172","7220901155851","9/4/1984","Aleea Ababei Nr. 24, Baciu, 764592","0741 766 442","10152"
"173","2150929175776","10/7/2016","Aleea Gheorghiu Nr. 136 Bl. 32  Sc. 32 Ap. 555, Cobadin, 192035","0242 108 642","10153"
"174","6330111038791","10/1/2017","Aleea Stancu Nr. 69 Bl. 67  Sc. 90 Ap. 326, Negresti-Oas, 332481","0238 206 179","10154"
"175","4740619304489","9/28/1983","Aleea Diaconescu, Voluntari, 826899","0231 195 012","10155"
"176","2840704379259","5/16/1954","Drumul Ioniță Nr. 700 Bl. 25  Sc. 93 Ap. 808, Tulcea, 899613","0770 489 153","10156"
"177","6941029295052","8/26/1930","Bulevardul Mocanu, Cernavoda, 894118","0250 289 127","10157"
"178","3820302249004","2/16/2006","Strada Tomescu Nr. 88, Apahida, 786723","0247 501 524","10158"
"179","8200528217446","6/24/1952","Strada Dochioiu Nr. 17 Bl. 54  Sc. 43 Ap. 178, Sabaoani, 128549","0239 986 600","10159"
"180","6450828238515","3/30/1909","Aleea Anton Oprea Nr. 642, 1 Decembrie, 780336","0728 889 085","10160"
"181","6340231252412","9/11/2016","Soseaua Nemeș, Cumpana, 266159","0243 242 685","10161"
"182","1660430207547","10/11/2017","Strada Tomescu, Oituz, 393533","0237 972 330","10162"
"183","8860227056819","1/4/1996","Intrarea Preda Nr. 22, Bistrita, 193458","0742 608 953","10163"
"184","4510326306000","5/10/1915","Aleea Dima, Harsova, 198690","0768 535 565","10164"
"185","8240618212501","5/2/1951","Strada Ardelean Nr. 98, Beius, 145485","0242 180 614","10165"
"186","1590128043842","1/9/2016","Aleea Ardelean Nr. 83, Copsa Mica, 440404","0711 369 436","10166"
"187","3421021516943","9/10/2013","Strada Dobre Nr. 90 Bl. 12  Sc. 99 Ap. 639, Toflea, 215707","0762 492 142","10167"
"188","6870901244430","11/17/1939","Drumul Teona Cristea Nr. 584, Sangeorz-Bai, 946683","0738 812 898","10168"
"189","5490809164147","12/9/1952","Aleea Suciu Nr. 705 Bl. 20  Sc. 71 Ap. 272, Afumati, 536233","0736 570 741","10169"
"190","7461219468205","5/13/1987","Bulevardul Tudor Nr. 77 Bl. 24  Sc. 27 Ap. 395, Arad, 317173","0240 881 651","10170"
"191","5860609132786","3/11/1909","Drumul Voinea Nr. 983 Bl. 40  Sc. 81 Ap. 587, Harsova, 385367","0727 716 852","10171"
"192","8410317370973","6/20/1983","Soseaua Dima Nr. 82 Bl. 11  Sc. 13 Ap. 365, Rosu, 464361","0711 225 467","10172"
"193","1751112088727","9/20/1983","Aleea Popescu, Calafat, 870083","0261 500 918","10173"
"194","1671020334686","3/6/1978","Strada Eric Gheorghiu Nr. 902 Bl. 24  Sc. 91 Ap. 820, Poienile de sub Munte, 139201","0750 768 812","10174"
"195","6540203039202","3/18/1982","Drumul Caterina Preda Nr. 57, Branesti, 861518","0744 472 850","10175"
"196","7620804086242","5/1/1983","Strada Alma Nistor Nr. 22 Bl. 81  Sc. 85 Ap. 696, Curcani, 477036","0764 351 972","10176"
"197","1020518144822","3/14/1993","Bulevardul Florea Nr. 892 Bl. 74  Sc. 11 Ap. 101, Dobroesti, 847623","0246 428 797","10177"
"198","7300215283239","4/23/2019","Strada Tudor Nr. 913, Nadlac, 953343","0728 409 226","10178"
"199","7430314326288","5/30/1927","Aleea Ozana Preda Nr. 52, Raducaneni, 708929","0254 046 178","10179"
"200","1070919176068","7/29/1996","Drumul Ardelean Nr. 435 Bl. 84  Sc. 58 Ap. 721, Homocea, 889879","0251 748 184","10180"
"201","7710504253911","6/10/1992","Drumul Niță Nr. 40 Bl. 70  Sc. 11 Ap. 364, Medias, 616982","0723 091 408","10181"
"202","1230606422936","10/13/1911","Intrarea Ene Nr. 20 Bl. 23  Sc. 79 Ap. 353, Mizil, 258670","0731 588 115","10182"
"203","4221226229328","7/22/1918","Drumul Nae Dima Nr. 90 Bl. 34  Sc. 92 Ap. 369, Gilau, 524557","0720 756 436","10183"
"204","1101111407942","1/22/1974","Intrarea Gheorghiu Nr. 16, Fetesti, 478827","0259 178 093","10184"
"205","6230120215199","8/22/1979","Strada Ionescu, Sannicolau Mare, 769994","0266 173 958","10185"
"206","6790924389571","4/20/1933","Intrarea Tomescu Nr. 287 Bl. 19  Sc. 80 Ap. 428, Zarnesti, 870226","0231 851 019","10186"
"207","3340402389831","8/1/1922","Aleea Suciu, Sacueni, 606385","0762 872 079","10187"
"208","2960104425437","5/25/1917","Drumul Mazilescu Nr. 268 Bl. 44  Sc. 65 Ap. 486, Matca, 360257","0741 003 058","10188"
"209","4710703106608","10/28/1942","Bulevardul Ababei Nr. 11 Bl. 98  Sc. 80 Ap. 496, Borsa, 670067","0764 496 455","10189"
"210","8501126513671","5/22/1983","Intrarea Ladislau Georgescu Nr. 273, Beius, 697755","0743 040 142","10190"
"211","5970628024043","6/15/2008","Strada Pop, Pitesti, 753633","0757 333 764","10191"
"212","6840728455509","9/12/1985","Soseaua Anamaria Oprea Nr. 35, Toflea, 230165","0765 759 797","10192"
"213","4690829072260","11/9/1977","Drumul Aanei Nr. 56, Radauti, 761053","0258 197 724","10193"
"214","4430511430995","12/24/1910","Soseaua Marian Ene, Gugesti, 980763","0742 574 713","10194"
"215","8680628327143","6/4/1913","Bulevardul Ioniță Nr. 840 Bl. 57  Sc. 27 Ap. 965, Eforie Nord, 696832","0772 226 996","10195"
"216","1391231328013","7/31/1986","Strada Dima Nr. 441 Bl. 34  Sc. 77 Ap. 813, Schela Cladovei, 153826","0742 515 957","10196"
"217","2190702278448","7/23/1961","Soseaua Pop, Pascani, 992994","0767 499 782","10197"
"218","6400627154242","3/6/1922","Strada Aanei Nr. 574, Giarmata, 140208","0241 955 520","10198"
"219","4850523347635","3/23/2011","Strada Voinea Nr. 92 Bl. 54  Sc. 16 Ap. 589, Zimnicea, 112692","0744 466 101","10199"
"220","6810703079941","11/16/2019","Bulevardul Cristea Nr. 71 Bl. 49  Sc. 78 Ap. 840, Cobadin, 177393","0254 741 852","10200"
"221","2090708519829","11/13/1993","Intrarea Dima Nr. 590, Cugir, 180401","0770 830 247","10201"
"222","2411017205802","1/13/1956","Bulevardul Tabacu Nr. 956 Bl. 73  Sc. 32 Ap. 867, Targu Mures, 717254","0757 484 175","10202"
"223","1360210315142","12/5/1956","Intrarea Manole, Targu Neamt, 933595","0258 190 188","10203"
"224","7031119152613","8/2/2022","Soseaua Letiția Tomescu Nr. 47 Bl. 92  Sc. 49 Ap. 865, Rucar, 171471","0239 439 930","10204"
"225","4100515021219","1/28/2021","Intrarea Teofil Cristea Nr. 437, Targu Ocna, 813163","0750 568 611","10205"
"226","5280616268500","4/18/2003","Drumul Lucian Ioniță, Vulcan, 424250","0720 686 955","10206"
"227","4140713045831","12/30/1933","Intrarea Pop, Videle, 435891","0759 526 465","10207"
"228","3920403065910","4/12/1956","Intrarea Stoica, Braila, 718314","0257 858 100","10208"
"229","7631024305984","2/22/1965","Drumul Stancu Nr. 600, Medias, 160951","0256 745 894","10209"
"230","1011131100420","4/27/1945","Aleea Agnos Popescu Nr. 44, Nadlac, 210327","0785 400 816","10210"
"231","7930826315538","4/7/1949","Strada Mocanu Nr. 654, Cugir, 242200","0770 956 550","10211"
"232","1270414360502","4/11/2010","Strada Georgescu Nr. 88 Bl. 26  Sc. 13 Ap. 815, Maieru, 113703","0759 658 945","10212"
"233","3411117290531","9/3/2008","Soseaua Tinca Niță Nr. 432 Bl. 31  Sc. 64 Ap. 323, Orsova, 886195","0741 352 627","10213"
"234","2401017451490","10/11/2020","Drumul Georgescu Nr. 535, Baia Sprie, 340149","0727 900 741","10214"
"235","8300129294304","10/7/1937","Drumul Mocanu Nr. 514 Bl. 27  Sc. 26 Ap. 344, Alexandria, 831307","0740 600 381","10215"
"236","7580810133592","3/30/1974","Intrarea Georgescu Nr. 87, Turda, 936771","0242 732 411","10216"
"237","6530616269510","11/2/1943","Intrarea Cristea, Baicoi, 124370","0244 250 237","10217"
"238","3670521151348","9/19/1953","Intrarea Doriana Pop, Lipova, 497457","021 826 9052","10218"
"239","6310418447836","7/26/1944","Aleea Barbu Nr. 85, Nasaud, 609192","0247 053 001","10219"
"240","6990513403171","8/20/2001","Intrarea Ioniță Nr. 53, Targu Frumos, 875121","0722 306 061","10220"
"241","8510330267796","8/7/1913","Intrarea Speranța Niță Nr. 83, Drobeta-Turnu Severin, 960924","0235 534 618","10221"
