"10099","Diaconescu","Viorica"
"10100","Dumitrescu","Augustina"
"10101","Diaconescu","Dragoș"
"10102","Suciu","Constantin"
"10103","Marin","Larisa"
"10104","Dima","Mariana"
"10105","Ene","Ion"
"10106","Diaconescu","Norica"
"10107","Nemeș","Anca"
"10108","Gheorghiu","Dimitrina"
"10109","Tabacu","Celia"
"10110","Voinea","Letiția"
"10111","Aanei","Traian"
"10112","Georgescu","Laurenția"
"10113","Ionescu","Felix"
"10114","Dinu","Angel"
"10115","Gheorghiu","Mariana"
"10116","Oprea","Anamaria"
"10117","Georgescu","Isabela"
"10118","Marin","Miron"
"10119","Diaconu","Tiberia"
"10120","Stănescu","Dorel"
"10121","Preda","Vasilica"
"10122","Mazilescu","Tamara"
"10123","Voinea","Marcu"
"10124","Nemeș","Gheorghiță"
"10125","Pop","Cecilia"
"10126","Stancu","Sebastian"
"10127","Ababei","Zamfira"
"10128","Dinu","Claudiu"
"10129","Pușcașu","Ilarion"
"10130","Nistor","Mihaela"
"10131","Tomescu","Marta"
"10132","Popescu","Mitică"
"10133","Ioniță","Aglaia"
"10134","Dochioiu","Anastasia"
"10135","Florea","Bebe"
"10136","Ababei","Marian"
"10137","Diaconescu","Lazăr"
"10138","Dinu","Dumitru"
"10139","Toma","Heracleea"
"10140","Dinu","Eugenia"
"10141","Pop","Varvara"
"10142","Ababei","Simi"
"10143","Tudor","Mariana"
"10144","Eftimie","Vasilică"
"10145","Stoica","Valeriu"
"10146","Niță","Horațiu"
"10147","Oprea","Filip"
"10148","Stancu","Aurelia"
"10149","Nistor","Iulia"
"10150","Nistor","Eusebia"
"10151","Popescu","Janeta"
"10152","Albu","Octavian"
"10153","Ionescu","Irinel"
"10154","Florea","Amelia"
"10155","Pușcașu","Evanghelina"
"10156","Popa","Axenia"
"10157","Niță","Lorin"
"10158","Nistor","Ilona"
"10159","Ionescu","Petronela"
"10160","Tabacu","Giorgian"
"10161","Suciu","Niculina"
"10162","Mazilescu","Crina"
"10163","Pușcașu","Codrina"
"10164","Marin","Georgian"
"10165","Nistor","Livia"
"10166","Albu","Antoaneta"
"10167","Toma","Domnica"
"10168","Marin","Milena"
"10169","Marin","Rareș"
"10170","Popa","Leordean"
"10171","Nemeș","Iosefina"
"10172","Dinu","Nae"
"10173","Nistor","Ligia"
"10174","Nistor","Cerasela"
"10175","Stoica","Carla"
"10176","Stancu","Haralambie"
"10177","Pușcașu","Doina"
"10178","Ene","Florica"
"10179","Stoica","Savina"
"10180","Ioniță","Daciana"
"10181","Ionescu","Leopoldina"
"10182","Preda","Dorinel"
"10183","Eftimie","Draga"
"10184","Ionescu","Luminița"
"10185","Florea","Ștefan"
"10186","Ionescu","Evelina"
"10187","Ababei","Emanoil"
"10188","Nistor","Irinel"
"10189","Georgescu","Costache"
"10190","Popescu","Nicolae"
"10191","Dobre","Maia"
"10192","Suciu","Georgeta"
"10193","Toma","Anastasia"
"10194","Stan","Alida"
"10195","Tudor","Pompilia"
"10196","Tabacu","Pompiliu"
"10197","Ionescu","Ilinca"
"10198","Georgescu","Octavia"
"10199","Mazilescu","Eleonora"
"10200","Mocanu","Codin"
"10201","Toma","Mihnea"
"10202","Ioniță","Matilda"
"10203","Popa","Floriana"
"10204","Mazilescu","Cezara"
"10205","Georgescu","Celia"
"10206","Tomescu","Oliviu"
"10207","Tomescu","Laurian"
"10208","Florea","Alexandra"
"10209","Stănescu","Nidia"
"10210","Stănescu","Catrina"
"10211","Ioniță","Ligia"
"10212","Gheorghiu","Anuța"
"10213","Ionescu","Carla"
"10214","Oprea","Doriana"
"10215","Stancu","Ilarion"
"10216","Nistor","Jan"
"10217","Dochioiu","Elisabeta"
"10218","Manole","Răzvan"
"10219","Popescu","Rafila"
"10220","Ababei","Elisabeta"
"10221","Marin","Amalia"
"10222","Ionescu","Tudor"
"10223","Cristea","Zamfira"
"10224","Dobre","Eduard"
"10225","Diaconu","Roxelana"
"10226","Pop","Theodor"
"10227","Nemeș","Fiodor"
"10228","Tabacu","Vlad"
"10229","Nistor","Olga"
"10230","Marin","Ducu"
"10231","Toma","Adam"
"10232","Pușcașu","Irinel"
"10233","Eftimie","Gina"
"10234","Manole","Stela"
"10235","Manole","Silviana"
"10236","Dobre","Octavian"
"10237","Stănescu","Eugenia"
"10238","Ionescu","Octavian"
"10239","Suciu","Patricia"
"10240","Pușcașu","Antim"
"10241","Preda","Vincențiu"
"10242","Nistor","Henrieta"
"10243","Ionescu","Rodica"
"10244","Tabacu","Violeta"
"10245","Tabacu","Brândușa"
"10246","Nistor","Luana"
"10247","Nistor","Lorena"
"10248","Stoica","Gabi"
"10249","Stan","Pompilia"
"10250","Dima","Bogdan"
"10251","Tomescu","Rozalia"
"10252","Aanei","Julieta"
"10253","Florea","Zeno"
"10254","Mazilescu","Marcela"
"10255","Mazilescu","Mădălin"
"10256","Pop","Rebeca"
"10257","Pușcașu","Tudorița"
"10258","Ionescu","Alina"
"10259","Niță","Veronica"
"10260","Ionescu","Anamaria"
"10261","Popescu","Draga"
"10262","Mazilescu","Mihail"
"10263","Ionescu","Sandu"
"10264","Mazilescu","Sânziana"
"10265","Nistor","Vicențiu"
"10266","Aanei","Pavel"
"10267","Nistor","Robert"
"10268","Ababei","Giorgiana"
"10269","Dinu","Panait"
"10270","Georgescu","Doriana"
"10271","Dochioiu","Teona"
"10272","Diaconescu","Emilia"
"10273","Toma","Antonia"
"10274","Georgescu","Patricia"
"10275","Diaconu","Amza"
"10276","Suciu","Alexandru"
"10277","Dobre","Iustin"
"10278","Ioniță","Flora"
"10279","Stancu","Corina"
"10280","Suciu","Otilia"
"10281","Mazilescu","Tudorița"
"10282","Cristea","Petru"
"10283","Popa","Teohari"
"10284","Florea","Marian"
"10285","Gheorghiu","Ladislau"
"10286","Suciu","Bucur"
"10287","Cristea","Luca"
"10288","Florea","Rada"
"10289","Popescu","Adonis"
"10290","Ionescu","Valentin"
"10291","Nistor","Corneliu"
"10292","Niță","Oliviu"
"10293","Dumitrescu","Arina"
"10294","Tabacu","Ludovica"
"10295","Stan","Alice"
"10296","Stoica","Petre"
"10297","Nistor","Codruț"
"10298","Dochioiu","Aristide"
"10299","Dochioiu","Nadia"
"10300","Voinea","Leopoldina"
"10301","Toma","Emanuel"
"10302","Toma","Cazimir"
"10303","Pușcașu","Angela"
"10304","Gheorghiu","Mihaela"
"10305","Ionescu","Lucia"
"10306","Dumitrescu","Antoniu"
"10307","Albu","Vlad"
"10308","Tabacu","Vladimir"
"10309","Stancu","Iuliu"
"10310","Tudor","Blanduzia"
"10311","Popa","Andrei"
"10312","Nemeș","Henrieta"
"10313","Dumitrescu","Eftimie"
"10314","Aanei","Marina"
"10315","Oprea","Constanța"
"10316","Diaconu","Cedrin"
"10317","Aanei","Darius"
"10318","Ababei","Tudorița"
"10319","Nistor","Victoria"
"10320","Ababei","Ada"
"10321","Preda","Larisa"
"10322","Stănescu","Iurie"
"10323","Ionescu","Grațian"
"10324","Dobre","Gheorghiță"
"10325","Manole","Augustina"
"10326","Eftimie","Gianina"
"10327","Toma","Augustina"
"10328","Nemeș","Severina"
"10329","Diaconu","Bernard"
"10330","Florea","Andrei"
"10331","Dumitrescu","Aristița"
"10332","Florea","Marius"
"10333","Ababei","Sanda"
"10334","Mazilescu","Lucia"
"10335","Pușcașu","Dinu"
"10336","Cristea","Codrina"
"10338","Popa","Emanuela"
"10339","Mazilescu","Eusebia"
"10340","Popescu","Estera"
"10341","Voinea","Filofteia"
"10342","Dinu","Olimpiu"
"10343","Stan","Janeta"
"10344","Diaconescu","Letiția"
"10345","Georgescu","Felix"
"10346","Stan","Sever"
"10347","Stănescu","Axinte"
"10348","Ababei","Doina"
"10349","Dochioiu","Laurențiu"
"10350","Cristea","Luana"
"10351","Florea","Luca"
"10352","Dochioiu","Daciana"
"10353","Dobre","Bernard"
"10354","Suciu","Monica"
"10355","Preda","Ilarie"
"10356","Manole","Cristobal"
"10357","Mazilescu","Roxelana"
"10358","Preda","Theodor"
"10359","Preda","Nicolaie"
"10360","Dochioiu","Aureliana"
"10361","Georgescu","Draga"
"10362","Albu","Mitruț"
"10363","Preda","Silviana"
"10364","Suciu","Ruxanda"
"10365","Ionescu","Tamara"
"10366","Manole","Estera"
"10367","Ionescu","Iosif"
"10368","Florea","Claudiu"
"10369","Mocanu","Lioara"
"10370","Tabacu","Floriana"
"10371","Dima","Varvara"
"10372","Dochioiu","Severina"
"10373","Ioniță","Agata"
"10374","Eftimie","Lazăr"
"10375","Preda","Lucrețiu"
"10376","Pușcașu","Jana"
"10377","Barbu","Dorli"
"10378","Stănescu","Mihaela"
"10379","Tudor","Luciana"
"10380","Voinea","Petronela"
"10381","Dobre","Celia"
"10382","Ene","Zamfir"
"10383","Preda","Andreea"
"10384","Ababei","Dorli"
"10385","Suciu","Anabela"
"10386","Aanei","Viorel"
"10387","Stoica","Felix"
"10388","Preda","Oliviu"
"10389","Popescu","Vicenția"
"10390","Mocanu","Doriana"
"10391","Ababei","Nicuță"
"10392","Ene","Ileana"
"10393","Aanei","Ilie"
"10394","Tudor","Mitică"
"10395","Suciu","Georgia"
"10396","Nemeș","Artemisa"
"10397","Georgescu","Clara"
"10398","Pop","Manole"
"10399","Barbu","Anuța"
"10400","Manole","Florența"
"10401","Tomescu","Daiana"
"10402","Nistor","Laurențiu"
"10403","Stancu","Aurelia"
"10404","Ioniță","Augustina"
"10405","Eftimie","Veta"
"10406","Manole","Aristide"
"10407","Dinu","Florina"
"10408","Ionescu","Sebastian"
"10409","Manole","Georgel"
"10410","Pop","Valter"
"10411","Nistor","Casian"
"10412","Manole","Mitruț"
"10413","Ardelean","Cazimir"
"10414","Nistor","Lili"
"10415","Albu","Grigore"
"10416","Toma","Corina"
"10417","Dinu","Remus"
"10418","Voinea","Crin"
"10419","Diaconu","Adrian"
"10420","Voinea","Timea"
"10421","Barbu","Denis"
"10422","Barbu","Andreea"
"10423","Diaconescu","Evelina"
"10424","Albu","Violeta"
"10425","Stoica","Angel"
"10426","Niță","Ducu"
"10427","Stan","Anica"
"10428","Dinu","Francisc"
"10429","Gheorghiu","Suzana"
"10430","Albu","Ilie"
"10431","Voinea","Cătălin"
"10432","Cristea","Bartolomeu"
"10433","Popescu","Carmina"
"10434","Suciu","Matei"
"10435","Barbu","Victoria"
"10436","Diaconescu","Teodora"
"10437","Nemeș","Suzana"
"10438","Popa","Stela"
"10439","Nemeș","Iancu"
"10440","Suciu","Alma"
"10441","Preda","Codrin"
"10442","Diaconescu","Pamela"
"10443","Pop","Silvana"
"10444","Florea","Manole"
"10445","Oprea","Nicodim"
"10446","Dobre","Angel"
"10447","Barbu","Maxim"
"10448","Voinea","Vlădelina"
"10449","Dochioiu","Cristobal"
"10450","Mazilescu","Anghelina"
"10451","Gheorghiu","Cosmina"
"10452","Georgescu","Anaida"
"10453","Stănescu","Rodica"
"10454","Cristea","Giorgian"
"10455","Dobre","Ionuț"
"10456","Popescu","Melina"
"10457","Mocanu","Sorana"
"10458","Pușcașu","Paraschiva"
"10459","Nemeș","Valentin"
"10460","Ardelean","Flora"
"10461","Aanei","Nae"
"10462","Nistor","Silvian"
"10463","Tudor","Grațian"
"10464","Popescu","Milena"
"10465","Ioniță","Cristofor"
"10466","Oprea","Tiberiu"
"10467","Ardelean","Georgeta"
"10468","Ene","Arian"
"10469","Ioniță","Ioan"
"10470","Diaconescu","Cristian"
"10471","Diaconu","Lioara"
"10472","Ionescu","Sinică"
"10473","Ioniță","Dida"
"10474","Tomescu","Nicolaie"
"10475","Stancu","Zenovia"
"10476","Diaconescu","Darius"
"10477","Ioniță","Corina"
"10478","Barbu","Georgel"
"10479","Ioniță","Gabi"
"10480","Pop","Edmond"
"10481","Tomescu","Eugen"
"10482","Popescu","Francisc"
"10483","Nistor","Horia"
"10484","Tomescu","Dinu"
"10485","Niță","Matilda"
"10486","Niță","Norbert"
"10487","Nistor","Cazimir"
"10488","Ioniță","Carmina"
"10489","Preda","Fabiana"
"10490","Tudor","Gianina"
"10491","Manole","Adonis"
"10492","Toma","Marga"
"10493","Dinu","Grigore"
"10494","Stan","Viorica"
"10495","Dumitrescu","Cezar"
"10496","Tomescu","Alin"
"10497","Albu","Catrinel"
"10498","Stan","Anghel"
"10499","Marin","Visarion"
"10500","Stancu","Maxim"
"10501","Oprea","Florentin"
"10502","Mocanu","Sofia"
"10503","Dochioiu","Ilona"
"10504","Stănescu","Rebeca"
"10505","Mocanu","Rafila"
"10506","Popa","Antoniu"
"10507","Gheorghiu","Marcela"
"10508","Toma","Corina"
"10509","Stan","Victor"
"10510","Dobre","Alex"
"10511","Tabacu","Rebeca"
"10512","Tabacu","Codruța"
"10513","Albu","Lili"
"10514","Manole","Costel"
"10515","Niță","Erica"
"10516","Nistor","Eric"
"10517","Popa","Achim"
"10518","Stoica","Xenia"
"10519","Tabacu","Paula"
"10520","Niță","Sorana"
"10521","Manole","Eusebia"
"10522","Ioniță","Rebeca"
"10523","Oprea","Alida"
"10524","Ionescu","Severin"
"10525","Aanei","Gicu"
"10526","Preda","Maximilian"
"10527","Ionescu","Benone"
"10528","Ardelean","Jan"
"10529","Pușcașu","Dumitru"
"10530","Ardelean","Marius"
"10531","Ene","Costel"
"10533","Stancu","Fiodor"
"10534","Tabacu","Mitruț"
"10535","Dima","Manole"
"10536","Albu","Anamaria"
"10537","Pop","Vlad"
"10538","Marin","Vanesa"
"10539","Pop","Antoaneta"
"10540","Georgescu","Marioara"
"10541","Dumitrescu","Lavinia"
"10542","Pușcașu","Celia"
"10543","Manole","Carmina"
"10544","Eftimie","Tudosia"
"10545","Ionescu","Valter"
"10546","Toma","Zenovia"
"10547","Oprea","Agata"
"10548","Albu","Anghelina"
"10549","Nistor","Petrică"
"10550","Preda","Iancu"
"10551","Ioniță","Arian"
"10552","Pușcașu","Mitică"
"10553","Georgescu","Beatrice"
"10554","Barbu","Aneta"
"10555","Oprea","Salomea"
"10556","Nistor","Crin"
"10557","Ababei","Timea"
"10558","Florea","Casandra"
"10559","Cristea","Aleodor"
"10560","Diaconescu","Darius"
"10561","Oprea","Vlădelina"
"10562","Dochioiu","Claudia"
"10563","Stoica","Aurel"
"10564","Stănescu","Letiția"
"10565","Oprea","Gianina"
"10566","Stănescu","Profira"
"10567","Diaconu","Maximilian"
"10568","Niță","Silvian"
"10569","Dinu","Basarab"
"10570","Suciu","Veta"
"10571","Nistor","Axinte"
"10572","Ardelean","Andrian"
"10573","Stănescu","Nicolaie"
"10574","Toma","Ioan"
"10575","Dobre","Zamfira"
"10576","Pop","Iulian"
"10577","Stoica","Dana"
"10578","Albu","Malvina"
"10579","Dumitrescu","Ada"
"10580","Pop","Julieta"
"10581","Dobre","Romeo"
"10582","Suciu","Iuliana"
"10583","Stancu","Mihaela"
"10584","Stănescu","Ion"
"10585","Ioniță","Marcheta"
"10586","Dochioiu","Dafina"
"10587","Stănescu","Tudorița"
"10588","Ioniță","Raul"
"10589","Georgescu","Simona"
"10590","Albu","Rafila"
"10591","Nemeș","Mitică"
"10592","Stancu","Flavia"
"10593","Toma","Andreea"
"10594","Ardelean","Giorgiana"
"10595","Marin","Lucreția"
"10596","Ababei","Marcu"
"10597","Toma","Gabriel"
"10598","Mocanu","Diana"
"10599","Popescu","Pompiliu"
"10600","Tudor","Julia"
"10601","Voinea","Astrid"
"10602","Manole","Vincențiu"
"10603","Aanei","Marta"
"10604","Tudor","Valentin"
"10605","Ardelean","Clementina"
"10606","Dochioiu","Cezara"
"10607","Dima","Adrian"
"10608","Dinu","Petruța"
"10609","Tomescu","Georgian"
"10610","Nemeș","Bănel"
"10611","Nemeș","Cazimir"
"10612","Dochioiu","Felicia"
"10613","Ioniță","Fabiana"
"10614","Albu","Antonia"
"10615","Ababei","Miruna"
"10616","Pușcașu","Petre"
"10617","Aanei","Toma"
"10618","Toma","Lazăr"
"10619","Ionescu","Camelia"
"10620","Voinea","Lorin"
"10621","Popa","Heracleea"
"10622","Preda","Geanina"
"10623","Dochioiu","Alin"
"10624","Popa","Cristina"
"10625","Pop","Denis"
"10626","Eftimie","Ruxandra"
"10627","Preda","Tudor"
"10628","Popescu","Liviu"
"10629","Barbu","Ianis"
"10630","Dinu","Dalia"
"10631","Barbu","Angela"
"10632","Stancu","Nicodim"
"10633","Ene","Lorena"
"10634","Mazilescu","Adelaida"
"10635","Nemeș","Zaharia"
"10636","Suciu","Paulica"
"10637","Ardelean","Vlădelina"
"10638","Dochioiu","Visarion"
"10639","Nistor","Dominic"
"10640","Nistor","Andra"
"10641","Diaconu","Sidonia"
"10642","Albu","Codrina"
"10643","Ardelean","Simona"
"10644","Pușcașu","Otilia"
"10645","Dochioiu","Sanda"
"10646","Stancu","Vlaicu"
"10647","Nistor","Elvira"
"10648","Dochioiu","Monalisa"
"10649","Stancu","Alma"
"10650","Oprea","Dorli"
"10651","Mazilescu","Vera"
"10652","Stan","Ina"
"10653","Dima","Semenica"
"10654","Toma","Lăcrămioara"
"10655","Georgescu","Sofia"
"10656","Marin","Eugen"
"10657","Georgescu","Nicoară"
"10658","Oprea","Niculina"
"10659","Florea","Jasmina"
"10660","Suciu","Dumitrana"
"10661","Ioniță","Ruxanda"
"10662","Mocanu","Speranța"
"10663","Albu","Silvia"
"10664","Marin","Laurian"
"10665","Eftimie","Dacian"
"10666","Popescu","Elodia"
"10667","Mocanu","Steliana"
"10668","Popescu","Alis"
"10669","Popa","Fabia"
"10670","Gheorghiu","Marioara"
"10671","Niță","Livia"
"10672","Stan","Dochia"
"10673","Mazilescu","Astrid"
"10674","Popa","Zamfira"
"10675","Suciu","Leana"
"10676","Toma","Marga"
"10677","Dumitrescu","Corvin"
"10678","Dima","Horea"
"10679","Aanei","Violeta"
"10680","Diaconu","Lucreția"
"10681","Georgescu","Noemi"
"10682","Marin","Vasilică"
"10683","Ene","Flaviu"
"10684","Nistor","Dumitrana"
"10685","Aanei","Zaharia"
"10686","Marin","Eliana"
"10687","Pușcașu","Fabian"
"10688","Tabacu","Cerasela"
"10689","Nemeș","Remus"
"10690","Georgescu","Dorinel"
"10691","Tudor","Mina"
"10692","Stoica","Cantemir"
"10693","Marin","Patricia"
"10694","Niță","Eufrosina"
"10695","Nistor","Melania"
"10696","Stancu","Mirela"
"10697","Popescu","Leonard"
"10698","Diaconescu","Florian"
"10699","Dinu","Leana"
"10700","Tomescu","Martin"
"10701","Tudor","Mitică"
"10702","Niță","Octaviana"
"10703","Popescu","Profira"
"10704","Mazilescu","Rafael"
"10705","Ionescu","Francesca"
"10747","Georgescu","Lazăr"
"10706","Niță","Mihai"
"10707","Cristea","Rozalia"
"10708","Popa","Sandu"
"10709","Stănescu","Corina"
"10710","Stan","Despina"
"10711","Ioniță","Georgia"
"10712","Mazilescu","Marcheta"
"10713","Dinu","Mona"
"10714","Cristea","Mitruț"
"10715","Ababei","Liliana"
"10716","Tomescu","Salomea"
"10717","Dobre","Jan"
"10718","Tabacu","Ștefania"
"10719","Dinu","Petre"
"10720","Eftimie","Vincențiu"
"10721","Mocanu","Emil"
"10722","Gheorghiu","Bănel"
"10723","Stoica","Luana"
"10724","Popa","Sabrina"
"10725","Pușcașu","Erica"
"10726","Oprea","Dalia"
"10727","Florea","Teohari"
"10728","Ababei","Cipriana"
"10729","Preda","Petronela"
"10730","Tomescu","Anatolie"
"10731","Gheorghiu","Olivia"
"10732","Georgescu","Arsenie"
"10733","Aanei","Edgar"
"10734","Dinu","Francesca"
"10735","Ioniță","Geanina"
"10736","Gheorghiu","Rada"
"10737","Barbu","Doina"
"10738","Preda","Robertina"
"10739","Preda","Stanca"
"10740","Ionescu","Monica"
"10741","Pușcașu","Florea"
"10742","Popescu","Cristina"
"10743","Dobre","Clara"
"10744","Suciu","Casian"
"10745","Tudor","Marius"
"10746","Oprea","Horațiu"
"10748","Dumitrescu","Grațiela"
"10749","Stancu","Aureliana"
"10750","Ene","Dorina"
"10751","Dochioiu","Rada"
"10752","Ababei","Emanuel"
"10753","Ioniță","Iurie"
"10754","Pușcașu","Ivona"
"10755","Popa","Ilinca"
"10756","Mazilescu","Laurenția"
"10757","Dinu","Didina"
"10758","Barbu","Safta"
"10759","Nistor","Vasilica"
"10760","Florea","Nicoleta"
"10761","Pușcașu","Camil"
"10762","Mazilescu","Panagachie"
"10763","Popescu","Clementina"
"10764","Suciu","Marga"
"10765","Dobre","Aida"
"10766","Dima","Mihaela"
"10767","Ardelean","Teofil"
"10768","Ioniță","Horațiu"
"10769","Stoica","Eugenia"
"10770","Florea","Ivan"
"10771","Ene","Frederic"
"10772","Stoica","Petrică"
"10773","Ardelean","Carmina"
"10774","Stan","Adrian"
"10775","Niță","Victor"
"10776","Preda","Evanghelina"
"10777","Popa","Flavia"
"10778","Preda","Didina"
"10779","Oprea","Aida"
"10780","Cristea","Bernard"
"10781","Marin","Melina"
"10782","Ioniță","Sânziana"
"10783","Diaconu","Iulia"
"10784","Nemeș","Steluța"
"10785","Ionescu","Fiodor"
"10786","Tudor","Bernard"
"10787","Tudor","Octaviana"
"10788","Mazilescu","Cecilia"
"10789","Dinu","Emanuela"
"10790","Marin","Aurel"
"10791","Niță","Anatolie"
"10792","Dochioiu","Alina"
"10793","Stănescu","Costin"
"10794","Suciu","Melania"
"10795","Stoica","Toma"
"10796","Aanei","Edmond"
"10797","Suciu","Cezar"
"10798","Stănescu","Ina"
"10799","Georgescu","Olimpiu"
"10800","Mazilescu","Gheorghiță"
"10801","Stan","Clarisa"
"10802","Barbu","Anca"
"10803","Dochioiu","Adelaida"
"10804","Mazilescu","Romeo"
"10805","Ioniță","Olimpia"
"10806","Ababei","Emilian"
"10807","Mazilescu","Robert"
"10808","Dumitrescu","Horațiu"
"10809","Ababei","Carol"
"10810","Pop","Cezara"
"10811","Florea","Lia"
"10812","Stănescu","Nelu"
"10813","Stoica","Antoaneta"
"10814","Stancu","Constantin"
"10815","Stănescu","Romanița"
"10816","Stoica","Pamela"
"10817","Nistor","Ilie"
"10818","Niță","Vicențiu"
"10819","Popa","Frusina"
"10820","Preda","Gabi"
"10821","Pușcașu","Nicușor"
"10822","Dinu","Mihaela"
"10823","Aanei","Tudora"
"10824","Dima","Romulus"
"10825","Florea","Cerasela"
"10826","Georgescu","Codruța"
"10827","Ionescu","Eftimie"
"10828","Nemeș","Bogdan"
"10829","Stănescu","Denisa"
"10830","Gheorghiu","Livia"
"10831","Nemeș","Adelaida"
"10832","Florea","Jean"
"10833","Albu","Dumitru"
"10834","Dobre","Elisabeta"
"10835","Stoica","Alex"
"10836","Aanei","Ionel"
"10837","Mocanu","Ludmila"
"10838","Nistor","Iris"
"10839","Manole","Letiția"
"10840","Manole","Geta"
"10841","Niță","Achim"
"10842","Cristea","Mugur"
"10843","Manole","Denisa"
"10844","Dima","Magdalena"
"10845","Mocanu","Doriana"
"10846","Pop","Amanda"
"10847","Eftimie","Visarion"
"10848","Ioniță","Nicușor"
"10849","Cristea","Mărioara"
"10850","Aanei","Tudor"
"10851","Dinu","Dorli"
"10852","Stoica","Antonela"
"10853","Ardelean","Ivona"
"10854","Florea","Simina"
"10855","Dobre","Lorena"
"10856","Tudor","Silviu"
"10857","Preda","Barbu"
"10858","Barbu","Flora"
"10859","Niță","Elvira"
"10860","Marin","Viorel"
"10861","Dima","Nicoleta"
"10862","Tudor","Sinică"
"10863","Nistor","Voichița"
"10864","Popescu","Vicențiu"
"10865","Dobre","Vicențiu"
"10866","Nistor","Fiodor"
"10867","Dobre","Andrian"
"10868","Voinea","Petronela"
"10869","Tudor","Vasile"
"10870","Nistor","Jan"
"10871","Tomescu","Octavia"
"10872","Suciu","Dorina"
"10873","Nistor","Mugurel"
"10874","Pop","Flaviu"
"10875","Ardelean","Felix"
"10876","Ioniță","Iosefina"
"10877","Gheorghiu","Mălina"
"10878","Diaconescu","Mirona"
"10879","Suciu","Jana"
"10880","Dumitrescu","Savina"
"10881","Eftimie","Florin"
"10882","Diaconescu","Cătălina"
"10883","Pușcașu","Luiza"
"10884","Ioniță","Demetra"
"10885","Stoica","Beniamin"
"10886","Dochioiu","Norbert"
"10887","Diaconescu","Dorli"
"10888","Tabacu","Șerban"
"10889","Nistor","Mircea"
