"personal_id","personal_number","birthdate","address","phone_number","user_id"
"25","2110125270138","1976-02-14","Bulevardul Gianina Niță Nr. 34, Busteni, 325161","0729 444 563","20061"
"26","6741006516402","1989-03-08","Strada Dumitrescu Nr. 56, Segarcea, 415247","0244 610 811","20062"
"27","4081225048210","2020-10-13","Bulevardul Carmen Ionescu Nr. 16, Vicovu de Sus, 568355","0751 716 888","20063"
"28","7230518071201","1947-07-19","Bulevardul Daria Oprea Nr. 239, Lipova, 835356","0731 517 150","20064"
"29","1900402327350","1990-03-10","Drumul Tabacu Nr. 599 Bl. 39  Sc. 20 Ap. 790, Amara, 779972","0255 664 272","20065"
"30","2610510235020","1967-11-06","Strada Stănescu Nr. 500, Beclean, 629621","0753 847 803","20066"
"31","7930611418451","2017-09-06","Bulevardul Stancu, Nadlac, 866063","0761 453 370","20067"
"32","7381104308298","1991-07-02","Soseaua Ene Nr. 48 Bl. 63  Sc. 42 Ap. 375, Baraolt, 750141","0734 119 717","20068"
"33","8210615204451","1987-03-11","Drumul Dinu Nr. 768 Bl. 40  Sc. 38 Ap. 809, Cluj-Napoca, 562789","0733 154 634","20069"
"34","8860925075379","1936-12-30","Aleea Nemeș Nr. 649, Plosca, 702841","0245 887 458","20070"
"35","4720108433560","1998-03-28","Intrarea Ioniță Nr. 333, Techirghiol, 309699","0260 782 492","20071"
"36","3060427451559","1999-06-16","Bulevardul Stănescu Nr. 741 Bl. 86  Sc. 47 Ap. 298, Brasov, 953052","0746 901 104","20072"
"37","8610417389211","1974-08-10","Bulevardul Ludovic Preda Nr. 494, Bragadiru, 713893","0252 587 714","20073"
"38","4221231188853","1955-09-24","Strada Achim Suciu, Baraolt, 914586","0735 933 511","20074"
"39","5300219130926","1967-08-13","Aleea Dinu Nr. 82, Galati, 377264","0248 704 166","20075"
"40","4370614305363","1978-05-20","Drumul Iancu Popa Nr. 27, Carei, 292381","0723 892 503","20076"
"41","5320225079661","1959-03-12","Bulevardul Gheorghiu Nr. 486 Bl. 23  Sc. 89 Ap. 258, Corabia, 552025","0741 819 002","20077"
"42","2431109172846","1979-10-19","Aleea Izabela Ababei Nr. 16, Tarnaveni, 165522","0739 310 194","20078"
"43","3380204209290","1956-09-23","Drumul Nistor Nr. 960, Bolintin-Vale, 728116","0725 871 332","20079"
"44","3411113426554","2018-05-02","Strada Cristea Nr. 706, Turnu Magurele, 509360","0772 505 796","20080"
"45","6941013118758","1995-04-14","Soseaua Florea Nr. 78 Bl. 85  Sc. 52 Ap. 952, Eforie Nord, 710836","0257 524 839","20081"
"46","7441105022403","1958-08-09","Soseaua Pop Nr. 63 Bl. 39  Sc. 61 Ap. 890, Bistrita, 320600","0248 482 999","20082"
"47","2121025025946","1930-12-09","Intrarea Dalia Dochioiu, Mioveni, 526854","0743 830 949","20083"
"48","7611217524429","1971-03-21","Bulevardul Ioniță Nr. 739 Bl. 41  Sc. 70 Ap. 756, Ludus, 305996","0721 416 639","20084"
"49","5400919514339","1999-04-27","Soseaua Eugen Toma Nr. 39, Cugir, 200685","0260 111 994","20085"
"50","8180529183561","1955-12-06","Strada Niță, Siria, 277786","0257 032 755","20086"
"51","1391204267800","1956-06-24","Bulevardul Dima Nr. 86, Sighisoara, 516945","0766 338 988","20087"
"52","5240620191499","1936-04-26","Strada Isabela Diaconu Nr. 72, Vulcan, 937275","0760 078 560","20088"
"53","7240210116506","1993-02-06","Drumul Tomescu Nr. 63, Vicovu de Sus, 786074","0237 380 595","20089"
"54","4050620232284","1908-05-03","Intrarea Elisabeta Ababei, Victoria, 270604","0754 398 485","20090"
"55","5351130098561","1973-09-07","Bulevardul Suciu Nr. 95 Bl. 90  Sc. 71 Ap. 388, Cugir, 255965","0255 975 516","20091"
"56","1760615131478","1968-03-06","Strada Diaconescu Nr. 51, Prejmer, 563819","0266 034 901","20092"
"57","7360326364223","1928-06-22","Intrarea Adriana Stancu, Borsa, 129933","0732 741 053","20093"
"58","6531030302571","1922-06-11","Strada Casiana Eftimie Nr. 47, Cajvana, 196124","0767 168 794","20094"
"59","3950210011137","1965-12-22","Bulevardul Stancu Nr. 88, Gherla, 269512","0250 009 454","20095"
"60","6110410160688","1910-05-07","Drumul Florea Nr. 88, Amara, 143526","0231 771 267","20096"
"61","4420424162155","1987-08-16","Drumul Aura Manole, Tandarei, 280855","0741 207 386","20097"
"62","4921129144694","2009-09-13","Intrarea Angela Pușcașu Nr. 48, Talmaciu, 676794","0766 846 034","20098"
"63","4190912319156","1986-08-29","Soseaua Stoica Nr. 238, Baile Borsa, 341101","0786 489 310","20099"
"64","2010101070026","1976-08-01","Strada Oprea Nr. 303, Sebis, 671030","0788 077 269","20100"
"65","8550514156530","2003-08-24","Drumul Vasile Nistor Nr. 752, Chitila, 124557","021 375 7688","20101"
"66","1331202081616","1908-05-12","Drumul Dumitrescu Nr. 471 Bl. 67  Sc. 13 Ap. 786, Ploiesti, 560365","0248 831 398","20102"
"67","4730831196081","2020-10-17","Bulevardul Alberta Diaconescu Nr. 442 Bl. 14  Sc. 32 Ap. 856, Poiana Mare, 997011","0232 514 619","20103"
"68","3440304264196","1914-07-26","Bulevardul Roberta Ardelean, Corabia, 744349","0772 805 962","20104"
"69","3281013292189","1995-09-21","Strada Dochioiu Nr. 34, Vladimirescu, 839276","0758 163 074","20105"
"70","2131129205468","1973-01-05","Intrarea Florea, Dragu-Brad, 669746","0258 098 802","20106"
"71","7350420438214","1911-09-05","Soseaua Constantina Pop Nr. 48, Sabaoani, 533409","0772 733 682","20107"
"72","3070711093155","1965-09-21","Intrarea Grațian Tudor Nr. 319, Otopeni, 612746","0257 366 570","20108"
"73","4910806457866","1938-01-07","Intrarea Voinea Nr. 99 Bl. 69  Sc. 66 Ap. 258, Bragadiru, 355433","0250 074 483","20109"
"74","2270720524451","1931-02-14","Soseaua Dobre, Sancraiu de Mures, 238351","0258 082 789","20110"
"75","2310803021224","1944-01-14","Drumul Nistor Nr. 55, Lupeni, 829344","0258 241 956","20111"
"76","1840827067589","1976-06-05","Bulevardul Ludmila Stancu Nr. 96 Bl. 10  Sc. 30 Ap. 274, Campulung Moldovenesc, 290221","0742 823 452","20112"
"77","1721008201250","1915-01-19","Aleea Dobre Nr. 24 Bl. 69  Sc. 88 Ap. 293, Targoviste, 955534","0721 932 485","20113"
"78","7570123074580","1960-09-20","Drumul Marin Nr. 504, Simeria, 436744","0256 722 770","20114"
"79","1830201157677","2020-01-03","Aleea Jenel Stan Nr. 940 Bl. 23  Sc. 74 Ap. 196, Paunesti, 515131","0729 098 660","20115"
"80","1410418276041","1997-07-12","Intrarea Nistor, Moinesti, 530961","0245 744 540","20116"
"81","5940711356987","1953-05-18","Aleea Tabacu Nr. 19, Sacueni, 674713","0264 549 411","20117"
"82","2101019160077","1953-07-08","Bulevardul Olga Niță Nr. 66 Bl. 57  Sc. 61 Ap. 667, Moreni, 443915","0243 237 215","20118"
"83","5260131036867","1998-07-18","Strada Ivona Nistor Nr. 43 Bl. 28  Sc. 54 Ap. 988, Petrila, 468526","0748 404 190","20119"
"84","7310309345526","2011-10-27","Aleea Georgescu, Dej, 756044","0723 475 460","20120"
"85","4270424338401","2001-01-25","Bulevardul Marin, Oravita, 457673","0232 702 887","20121"
"86","4981118240510","1974-02-15","Drumul Albu Nr. 205 Bl. 75  Sc. 83 Ap. 181, Gugesti, 420840","0731 692 272","20122"
"87","4600714459965","2007-10-14","Bulevardul Barbu Nr. 90 Bl. 22  Sc. 64 Ap. 241, Domnesti, 969649","0721 043 223","20123"
"88","7241207027855","2022-09-20","Bulevardul Nistor Nr. 79 Bl. 92  Sc. 60 Ap. 665, Floresti, 135340","0740 813 888","20124"
"89","7300223078434","2012-10-12","Soseaua Mitruț Niță, Rasnov Romacril, 887785","0786 593 147","20125"
"90","3300924032187","2023-02-22","Drumul Severina Marin Nr. 370 Bl. 89  Sc. 84 Ap. 458, Simeria, 861726","0780 894 208","20126"
"91","5800422296551","2012-07-08","Strada Diaconescu, Zimnicea, 551081","0741 375 789","20127"
"92","6020610244027","1945-12-24","Bulevardul Nistor Nr. 975, Sadova, 994121","0769 739 394","20128"
"93","5521129318433","1968-01-04","Bulevardul Stănescu, Titu, 111408","0247 417 747","20129"
"94","7310919099515","1964-08-31","Strada Ioniță Nr. 59 Bl. 26  Sc. 87 Ap. 385, Breaza de Sus, 254219","0257 511 282","20130"
"95","4191212110156","1984-11-12","Intrarea Nemeș Nr. 662, Sangeorgiu de Mures, 150251","0742 001 192","20131"
"96","4180506369374","1958-11-05","Strada Ababei, Otelu Rosu, 844346","0745 289 633","20132"
"97","8130924044189","1922-04-19","Bulevardul Popa Nr. 90, Macin, 989758","0234 354 625","20133"
"98","7850617315386","1965-10-12","Aleea Ene Nr. 39 Bl. 67  Sc. 59 Ap. 806, Schela Cladovei, 453735","0749 727 655","20134"
"99","5381119282819","2022-06-23","Intrarea Georgescu Nr. 534, Voluntari, 220828","0762 759 255","20135"
"100","2010417217959","1976-12-02","Bulevardul Popa, Talmaciu, 683991","0253 426 821","20136"
