iban,currency
RO65PQDN1968272462496122,GHS
RO63VTCO3287094552819645,SGD
RO63HETU3279671011904319,KWD
RO90NRJJ6909822268293342,IRR
RO51BMAK8287754683534845,HTG
RO84QQXR6035599638248899,ZMW
RO33SCIB3968509087703815,TMT
RO22PVCP3589694257151426,TZS
RO97GBEB3139420884115637,PKR
RO55GEXM8896683960802514,BAM
RO85IGTW0367714795247009,GYD
RO80SKFP8708421704369928,SYP
RO78LLHN6871761435069565,NIO
RO87BFPJ5077344739993386,BTN
RO67KKQF3323094137464890,KES
RO52BEAS6601119319447515,MAD
RO43LBJQ1808035623784475,TOP
RO82RJDB3180078622753753,RUB
RO63QBJL4499802330039980,SRD
RO16EYYV4727763276792945,KZT
RO84BOGN2285753815545066,AED
RO50CWOT6418566285944853,XOF
RO35FDDV6343614831834271,SDG
RO79AZYA4777782613279890,TZS
RO31IMGB3077382141007163,JOD
RO53IMYE8069274808396762,CZK
RO19ELOS8585638731498727,CRC
RO62LLCN5494020609033544,AUD
RO77FJQO4027786291449091,MOP
RO21VUPH5622000091801336,STD
RO35SUQG1235536092642652,TWD
RO07FZAX5109406896749106,SVC
RO02QASK4022254692789950,RON
RO17ADKD8976170389283714,IRR
RO64UMIU8712655525781571,WST
RO08RUMT7563968332579073,MXN
RO60AKNZ9569628643700429,BND
RO31QVPE2677923332647206,SZL
RO09IHHC4748528740227260,LSL
RO44ODSE7190932211724625,MRO
RO29TSGC7872920608559303,KZT
RO73YVLZ7791768499905823,MUR
RO05CQTM9614041448392436,MOP
RO11QJAY6343246887063348,CHF
RO14SIZS1985870365781395,DJF
RO53ZYJV7433126279739700,ETB
RO75UDCC0900160991639305,RUB
RO44KRSH2154561141431974,BDT
RO23XBOX4432089745252148,GGP
RO39FNMO9483894964700918,ERN
RO05DKRC5776054418310047,ALL
RO61FCVJ9486077109444833,SYP
RO89UPVM9721820915601422,GYD
RO77AUKK1256780886653461,LSL
RO60XSTL6055601931966513,CHF
RO35JUDL9166311910179388,TVD
RO89RRSX9044133964423245,BMD
RO72ORKS3037083353605746,TOP
RO59QXCW2107910828143488,XCD
RO57QMPV2699040917546851,UGX
RO50MLSJ9021360784256830,SHP
RO20ZDPL5756337802640732,AZN
RO92MLAK0553967754439444,JPY
RO27VVEQ1769901356395292,SEK
RO12WUNZ2881415227431117,MNT
RO12ZYFW0359222169003373,FJD
RO35VHOC8574718566178379,RON
RO93IVHF4654462408307572,MXN
RO24IIKT0616221487262740,XDR
RO11LCQG7621871446646735,GGP
RO89ZUXH7330950979406588,SHP
RO23UBTE0719488975897719,XPF
RO91EGMC6712412003504429,MDL
RO74VNYC4983785814687007,NOK
RO52SSMP4655816224935640,KMF
RO14IRML0658758446278250,XOF
RO25ROKY3677517705131840,SPL
RO60JZYJ4048444434405071,GNF
RO54XKNO3024207124124827,SZL
RO82KJHQ7328029846604007,JPY
RO90FUDT0773446277729269,CUC
RO88CJKH5043733456548579,BDT
RO11YJNE5791133261376967,PLN
RO72XZQT8087989015848531,IDR
RO51FCVU2418794568357828,ALL
RO41REVP1032746551866927,AZN
RO56VDFE1196086253061672,CAD
RO63IZGC8803144878221278,VND
RO07SQXX7477835875649892,TTD
RO90NJMU5638969820143789,GMD
RO73NOEV1279966572680789,VUV
RO11KFAB2771048300522186,GBP
RO07FFHR5481784117394188,MNT
RO07URCE5903226034772989,BAM
RO68EIWY4223155698628118,LRD
RO54QOJZ1685568713928584,RON
RO31TWTS6350355421380929,AUD
RO29DHKE8841961074305283,BHD
RO15VLGO0347236975390828,HKD
RO80LZRE3215694984223880,KWD
RO43OWJX4465975862956005,ARS
RO12KHLZ0521633933750759,LRD
RO31BEDZ0431857273854450,QAR
RO25PXUP6847354696278886,CRC
RO08FAWO8313336935421860,EGP
RO53SKIC9667654081747838,LBP
RO63EAKF0650472108533346,THB
RO80LGHZ5766549384721193,TOP
RO12CRZU0612688279249729,VEF
RO42JNOA3625586328520120,JMD
RO67VZOC3415846201954333,ALL
RO93IJGF9215810360203617,KGS
RO26JOBK0282067874720802,JEP
RO82YDUL3215351831132838,AWG
RO45HICA0400525075782593,UYU
RO63KHIH8442859206144213,KHR
RO70YZSN3486990676263177,AMD
RO28JEEQ9515094497835045,PGK
RO30LRUK2578195593492357,TTD
RO15WIOM9449026434441402,CRC
RO14LHZX1232960906208743,USD
RO52MLRX4294421884253530,XAF
RO47IUUB2888698348254533,SHP
RO77BRTN9112353412277872,EGP
RO09DTMM6534839976601191,KYD
RO56JEES1232285410220587,NGN
RO11NHFP2038324994437515,SDG
RO06UACI5958828345052133,BND
RO82XDMI4173272599252533,AUD
RO04JPSH0819130759409022,PAB
RO11IPZQ3942493692787361,DOP
RO89VMVZ7155966728150978,BIF
RO67LNEH5007730419184245,INR
RO96JKCH9345757014021713,GIP
RO42SGPD0669706192642788,HTG
RO05UPHZ9903507813018007,KES
RO35TVLB3837604142657181,CAD
RO61SJIB9109117269646418,TZS
RO81HMLL5692026027069493,GHS
RO32DISP7192646910568447,SAR
RO07HAZC5046106658604252,TOP
RO72PBZP5880792076947192,TRY
RO21DHGK4405979589734145,JOD
RO43BZWQ4814040881976005,CLP
RO64IHRO3393300555481285,TWD
RO45KICQ0024665585644444,NIS
RO20YWZG0210835998774459,AED
RO21VVLN5206990986208800,PKR
RO48XDHQ8859708134020502,TWD
RO44HOYW1171415775042455,SLL
RO57LTGA8377473627554208,SRD
RO14XRCY1749213079625395,PYG
RO70KTJZ6093664157542501,XAF
RO38GFYQ8689786748704790,CDF
RO03PXTB1040052875302775,EGP
RO31MNVK9152759454077584,MKD
RO47THXR9973673691936753,GNF
RO81UAVS3540640371158669,SVC
RO15RMDS1882702714305909,TOP
RO74VEOP6815296372541870,SOS
RO49TUFB3487212781504562,KGS
RO97YXQD1873857074235663,AZN
RO32RBUR5026063127541999,TVD
RO94GRQK3021726179017527,KMF
RO60JWIN8110311457075541,PLN
RO75USDH9796530550718466,PLN
RO91VINE3847121382088709,KZT
RO18CNML7071156028162578,EUR
RO42MGDG2500689697877258,UAH
RO80NPZG4276947363111230,GEL
RO70APEX6810702144231729,SLL
RO46VJLO7394253467531782,COP
RO34VFZB3294660008258068,MRO
RO71YFDQ2408114646536987,XCD
RO48OTHL4398398298225848,CRC
RO29PDFP7737402223219633,PLN
RO37DAXX9640378438125240,TWD
RO77PGSC0802798258060108,AUD
RO95VCLK9454707803114606,XAF
RO88LYKB5230339450991928,GIP
RO53BMRZ3804960193715503,MYR
RO13FZMG0480645760020821,XOF
RO68NJAX8904705371699520,AWG
RO24LOCI6922595748903214,ALL
RO34ZMRA3577824434718017,LBP
RO06FISP5784084724072568,KZT
RO89IENS7780445797164406,RSD
RO44DNBB5703289141388441,IDR
RO22MBUC9221864179960566,SGD
RO12SMAJ7303023407685172,SEK
RO97WGTQ0296870041904358,AED
RO92IKXW5768627980572832,SLL
RO04ZCRJ1472507283782768,UYU
RO15SYMD2667067178468304,CHF
RO55MAEE3169798300050810,AFN
RO54WEOT4345583565132605,SYP
RO29TNMZ7987435619532552,UAH
RO43ZTPH7060799891514280,MGA
RO40YXKG3917372588331934,NPR
RO34ZEAW7797237806036641,MUR
RO63KMRR3818537231722818,ETB
RO36ZBIZ0222052850733961,DOP
RO74WVOV0053255757096144,CUC
RO54VSNI5663204106596837,KHR
RO44GERT2924599416023923,EUR
RO27YCGJ6076588940178906,BDT
RO13AFMP6578936737461559,COP
RO08ZDEY5134906755678297,MOP
RO94JOFC3495766926272968,BND
RO51VNAP0760943925232029,KZT
RO34HEPV5464546449870565,GEL
RO26DTZV4292855219340255,MAD
RO95YEFH0735036365138234,OMR
RO37IUTK8341081494972219,BOB
RO73MONJ6091653059191595,INR
RO07IRHS6682977614605017,KYD
RO29WBUY2714297641128047,LAK
RO74YCXZ9199200372485985,ZMW
RO58OXMJ1937616852432726,PGK
RO92DZGT0139876527326731,IQD
RO28LRFH5692537442946128,NZD
RO58VMKZ9521326042155007,NPR
RO88HRKV6325338441927999,COP
RO44MNEU5630725274544181,DJF
RO48QJBQ4403862334122939,STD
RO04OFPG2628989844569111,HRK
RO54BXPK5955197718790533,IMP
RO77QHRD0412926553240074,UGX
RO09JNZM6055542384396893,PLN
RO18ZGKQ4684640396223718,WST
RO62WZCS8105838768754795,VEF
RO45DMDE2037608037961967,TVD
RO59KZTL7194542924676753,PYG
RO40SMKY7900810339262483,SAR
RO94LYTJ9014371289656366,MZN
RO67KEWP4811046393072154,UGX
RO61WETR6159986686486500,XCD
RO80XMXJ0008650192493439,THB
RO74WBTR2471365968416859,TWD
RO12QEAH9199608115470678,DJF
RO61YTMK6691892893045169,BHD
RO09LUUO4017154657762297,AWG
RO92XBKZ3420502356422456,TRY
RO27DLVV6626834383510017,NPR
RO62GDHP1750621124348278,BBD
RO85YKRM7311155726948499,NZD
RO97MPTK4292921466245890,PEN
RO79UNPK6185788508285428,XCD
RO17TEBD5870989960802143,SLL
RO51ZJPD0471015395470519,CRC
RO73CLNK6578786925263132,NIO
RO08FJFT1389570885509606,TZS
RO07JMTC3459778325327331,RWF
RO71HKWI4111643703161905,NIO
RO80YCNQ1782952672605287,BWP
RO74SUWF5747056890800010,CUC
RO53DIEO4417744746057577,BRL
RO22RCVB8927566935096805,HKD
RO20LMWW9885364680960398,PYG
RO79IQJW1935380272182811,CUC
RO25IFNX3143140810795141,GHS
RO32LVXM5186836985000612,GIP
RO58RHEP0768617732800686,BMD
RO93GWKM6557060205893454,TJS
RO42DWHQ6630052923664801,CRC
RO65WRMZ9631079146900236,CHF
RO54GNRJ5783164824989263,SCR
RO85VSMX1723199342405123,UZS
RO46BWVD3239764910970664,LBP
RO93WCQX1772809514701233,CUP
RO87MRPQ9020684458571555,MMK
RO67WPLA9299577113982569,VND
RO56UQVU2286051848343880,MUR
RO60ERIA0695222411152125,CHF
RO90ORCI4939662473756448,RUB
RO56SXOG6994746482806578,BSD
RO45PHXW2274845490815059,GMD
RO15NEZS3484269578646740,GIP
RO90NXEP6483155184597534,GTQ
RO65JUNZ0534011016585992,XAF
RO32IZUG0160672647708386,CNY
RO48BYCE9439737407991375,XPF
RO60YESQ8621148592116741,CZK
RO45QSEB8759374116735202,UGX
RO72ZEFN8505925639863420,DJF
RO60ATMC5652256213164601,ERN
RO98YUTP8137108263968955,BOB
RO77DAIQ8972933919930216,KYD
RO83RLQG6489663134846902,HRK
RO41ALNA1838513443713503,PKR
RO17ANNQ9831198294104974,SHP
RO69HZEX8723638374522262,NIO
RO22UFNM3608040871844211,SCR
RO78WGUU4378339831578453,BIF
RO80NJRI3210823192900046,HNL
RO87QDWN6574994221738214,BSD
RO36VXRI4129464791366445,MGA
RO48DNCU1134794629900844,RUB
RO71MAUV2206191773059635,BMD
RO69RVAW9209545672383249,JMD
RO71APEA3544888996831060,PGK
RO15LPNO2694774210025886,IRR
RO80LWFY0327196283051106,TJS
RO76PGWW2864423488585583,JMD
RO40OVFK6609881504613278,BND
RO29FULD7896761715931148,HKD
RO40IRVO1951980602431342,NZD
RO14IOIF4056774832697015,AOA
RO77PLOH9837345940749627,SOS
RO20DMIW5871361801777587,AWG
RO11JXOS7582559475522795,CRC
RO16RPAS1995909219540289,IRR
RO06LVAK4506272607964853,QAR
RO66XAQW4856553464346199,TRY
RO76PAYU1036493489026612,UGX
RO41DUSC7424812476475195,ETB
RO82VTHM5928198029177694,IMP
RO66WXOL9174434074316062,CNY
RO94VNQL5142249013363294,MVR
RO29OGMM8955252659775528,DOP
RO30JQRT6650587917021879,JOD
RO32ZGXX9518774901233487,THB
RO89QTWU6925002705402126,IDR
RO69BPMX7690406396286009,UZS
RO52XHPY2364415986363715,IMP
RO41WBYQ4629886845316311,CUC
RO10CIPT8401519489350977,PGK
RO78DTKB3047351497697305,XDR
RO53WKDY8091389805836518,TJS
RO79WTNV0190444913097328,SGD
RO61SVTG1352395787041090,AZN
RO70HMHP0510556116207208,ZMW
RO50QGFI5303152474507574,IQD
RO63IHLR3068184898673586,RON
RO24QUBM4035579563071711,SRD
RO66SROX2512094640381588,AMD
RO84QXOY5163286891924629,SBD
RO45NVVW6777905271186170,ARS
RO51CCPZ1333073535003125,JPY
RO94GZXM0213389494787721,ZMW
RO38EUVO3319059091449583,TVD
RO40DKMQ0097186336457101,KES
RO69PRBL5176466701125920,FKP
RO03VVVE1612647924274758,KPW
RO76DSFS5591214501233394,MUR
RO24QEJA3497480339366566,CRC
RO14DEWM0218241920484408,TND
RO98BIMC2178558433129157,ZMW
RO64YRNC4513829430175128,DZD
RO73QOIY2535926054835739,NOK
RO58VIUD0536924605392659,SAR
RO05YUGQ6553236502799074,LSL
RO28ASTO0562902096923960,PYG
RO56SPCS6769355353140023,FKP
RO88BXEA2191757074049487,ZMW
RO13YFCH8060226637821515,SHP
RO08GLAZ9178483286887059,LAK
RO40UELG9631751958093917,STD
RO40BWRI1629306715866903,AZN
RO96PFAH3660752996927875,CAD
RO02HTFK4260312188474334,NOK
RO64GLPB9912545705238272,MOP
RO80XAUF4023263059424804,XPF
RO66HNUK0036919967227624,MWK
RO78GBUO4406345630636181,FKP
RO18OEYF8531587704485170,DOP
RO95XBLL6911556768973453,STD
RO29ZCMK8340849702854315,PYG
RO57WGSB3087010737948103,XOF
RO79CLKQ7265067137689936,BGN
RO69PGXZ0421750766835721,BAM
RO52XQGN8100642143436455,PAB
RO92DXVF2501402861666652,JOD
RO95FYGK1466863845790435,HTG
RO58KHCO3892448179803706,CRC
RO96FGKD0706078438716265,CNY
RO21JNWF3165218711027346,KES
RO07JUBZ0156119811498447,ILS
RO76ZTUM8078752419215928,NGN
RO23GMOP5605870195510839,SAR
RO66QOXU4541234492129745,ISK
RO15VUGA9440113944113292,RUB
RO34OJZM6271540086907927,IRR
RO91BTXK0065108417340731,THB
RO65WJXC9474735153013624,NIS
RO94PILT7004506989106364,XDR
RO65JICK5049157936600846,MAD
RO03BNMH8252950558230284,LYD
RO98VXCK5875504146767491,AFN
RO08RADV8815461509345605,HUF
RO19FBCV4280916224518914,VUV
RO57CCET5518377971470246,MNT
RO08TZXS8457727998843644,GYD
RO62WLIC9289729765955778,BDT
RO59GYYU7131558671742105,VEF
RO23OTJU3295691617528305,MUR
RO30YKWR9347275420888655,HTG
RO63SSMO0525790082381101,MOP
RO76UZDA5417214159096001,RON
RO91PKVC9241545193478509,SGD
RO81KLEW0542409445468009,MZN
RO78QNOH4475830782412062,COP
RO48ZLWN0210873826303782,BND
RO49UIIT0942545593892754,CNY
RO37VDEZ1223571561733433,GBP
RO38SHWG8606445734343449,RWF
RO98MBDF8582218638497161,LAK
RO23QXSE1545197989773532,PEN
RO93MSYU5692795881299289,HRK
RO08RHWT5855882433211448,HRK
RO31ZLQR4041949344285438,SOS
RO24NNJM5729186954701573,NZD
RO38FXYD9825117293116446,CLP
RO63MGNF3784326178852951,DJF
RO58JRGD9383992328078973,SVC
RO89XRKP4248050954134956,BYR
RO81MHOH7956349017595314,BOB
RO63SBYY3887438907025028,SEK
RO13TYFR9216587779022323,LTL
RO35HCGL4521533183949392,MZN
RO15VYUN9151357483900796,LRD
RO14PFFI6411160507060944,ZMW
RO94THCP4265349493472974,GTQ
RO39THHG2186191010486733,UAH
RO98XMMX1664175744121351,KHR
RO30VKTJ7683365808761665,GNF
RO31XSOZ5281726197412787,CNY
RO35EPDD2376052595935661,TVD
RO70LEXV4447288769337311,SLL
RO33XTZO9788643593636419,GYD
RO81GOPF8721860215840344,SBD
RO78UHPY3934811101388082,XCD
RO67XHYN0953210098175180,BND
RO56RFHT8189361831124740,EUR
RO77TRGY3565679293432140,ERN
RO12AAGU4897913743549164,AUD
RO20SVJV5740856689758020,MWK
RO25FXFJ0407267752009388,TND
RO73YALT6242726297179782,WST
RO39IHMF2311892525328855,SGD
RO36SQRH3567475030346399,BRL
RO61RNCG3352300978108901,HKD
RO06MPUT1813783816835456,RWF
RO02PBNP8756966019638189,IQD
RO42JMDS2612202012935286,NAD
RO62ZBCJ7250293871652860,GTQ
RO35OMXT1179656543768324,KZT
RO85IFJE2560534627823759,SOS
RO59OLVE6408403843144666,MKD
RO26CVPM6946511568059641,PGK
RO25ULBF0592845682514168,BYR
RO19DKGM0340516505484260,DZD
RO83OQMX6631494466048829,WST
RO52SUOK4453766686149737,PEN
RO71VLOV9266534940424357,HKD
RO60GGPB7171008681081840,CHF
RO53QVGM9405136103513212,SRD
RO60DBSR5559347036723999,NGN
RO31NSQL7886497288783700,SPL
RO50DFHP9034070707939271,MGA
RO73JYSO6354491833117607,SDG
RO06EQFC0213848087433858,PYG
RO14LGHV6784324804610421,UZS
RO22YTMF9729822564224286,DOP
RO08XOMX9043625449469966,NZD
RO30WDUW7033255124094575,KES
RO56UGDT0637492737060737,IDR
RO98PKUV7325982752666333,FJD
RO27ZFPL5302038651419480,JPY
RO70LKWV8275168859212881,GNF
RO78JNEX9480222028815955,MWK
RO95YNKU3366969161260541,BWP
RO25EOPY1912114733527893,MKD
RO50COGS7596838627026675,GBP
RO78BYKK6876810808270974,KPW
RO25ONFY6894433521972590,GIP
RO07QUUJ0816271799043211,ANG
RO47AVWH8224194058590784,KRW
RO76AAWF0478919851675526,KHR
RO89FFDM9294664933118040,IDR
RO46DATR0789248981297282,MNT
RO12GFLJ9403871010772381,GBP
RO92PGWX4683984213592147,SPL
RO91PVAG0182286925223307,KYD
RO54ROKR5813209751954421,MUR
RO80XLEW9151357046075692,UYU
RO86LIMT3235312064609004,RWF
RO85MYAD6794632627012814,ZWD
RO64IQBX0430464942578796,IMP
RO54YBZW8487129538356125,MKD
RO09DQLV0078338469801689,BBD
RO88WBFT0713959693200791,MVR
RO57RELD7905977321122175,SVC
RO44FGTE3356743065461689,CZK
RO55JUSH7260191660613289,CZK
RO67EMOT9959499285987929,ARS
RO88QUKT3709640168643235,IRR
RO95JXVT9173620736169348,FKP
RO35KJUA6983940867884016,TMT
RO10MMQS1482179429107653,UGX
RO41PBKJ8523051478974625,GBP
RO16UZGH7673079989280622,TZS
RO19IOSC0662310376418903,KRW
RO02YYDU1195595328960404,HKD
RO60ULYC8040581032845482,BGN
RO31MHCN6597107598689023,MZN
RO72WXYJ6073563212381034,PGK
RO74HWSE7750574165062461,CAD
RO65YUCG9968659252106682,IRR
RO77NHHY2111241813147583,MUR
RO13OEIE5699229034558698,TWD
RO67NHMG8900931155862433,BGN
RO08SDPA6621252780177567,ETB
RO90NWXY5954951237086682,MYR
RO67ZVMF2076333021049713,COP
RO19FDMZ4473850712391512,TTD
RO66HRLA3780534920419953,GNF
RO10ITBI0392113562422504,RON
RO66BXLZ4373057915220906,EGP
RO05GIVM0689785679252619,EUR
RO23FKYX0554216258205656,VEF
RO39LMIM6809541378746930,TJS
RO44GEGB3452245949080489,KPW
RO85HXII7998106427343965,CNY
RO28ISGL2984728106075941,VND
RO06NVOQ2286479111469439,MNT
RO80AAQX4285186281496510,IDR
RO52MIZC9157206678052773,LTL
RO68USJW1281613669911027,LBP
RO88UBJL0231557498662375,LYD
RO19CISP0772496765017573,SLL
RO59CKPG5871641333513597,AOA
RO36QUBO6845800993858661,SBD
RO61ADSU7611494258128818,KGS
RO68RBLB2472335701086505,XCD
RO57BQZS2209447947649881,SOS
RO84RVFX1037430710043952,ILS
RO73FSNK8790693969664237,SZL
RO18WBZQ7472823206972015,JEP
RO06QHMV9538142834119767,UAH
RO49PVLF0662875497105801,EUR
RO66WTYT7342224463649585,LYD
RO29PSUQ9883461803120790,BOB
RO65KZMG6902266221811529,SLL
RO88WSOI8068590597036454,MRO
RO78AWVK8206195627682647,ILS
RO97DZMK9285651637675944,HKD
RO25DFWM1247113520889189,IRR
RO24WRHK7132254814897874,EUR
RO22VLDI6471599855730110,MWK
RO27HSEM5091249787490897,TJS
RO36QLUT6109941148893320,TMT
RO38GFPF1398800474462086,GNF
RO33BBFA0308411687037373,KHR
RO98LBFK6407026750756877,RSD
RO16OEMR0297773651864595,ZAR
RO97QZQL3948815905523003,NAD
RO06HBQE6599931631478757,XOF
RO04GLGI4352916238303441,BYR
RO79TLQM8042859949668162,HRK
RO27BAVH4141898686043146,MNT
RO56EMWE8723913137547693,DJF
RO44PWDH0706237561475407,GBP
RO93TBXE7730310963165215,LAK
RO71PPUJ8459429954677681,NGN
RO53IMXP4358647914938849,MUR
RO69YMOQ0782730790643508,KMF
RO93LNOU8360761168794893,SEK
