"latitude","longitude","address","county","user_id"
"-35.896145","94.898927","Aleea Dinu Nr. 634, Odobesti, 616666","Galați","5020"
"76.7311655","-161.907655","Aleea Emanuel Barbu, Diosig, 310422","Caraș Severin","5021"
"74.662317","-75.778273","Soseaua Iustinian Ene, Sighetu Marmatiei, 698063","Sălaj","5022"
"2.439987","-122.695928","Bulevardul Norbert Tomescu Nr. 619 Bl. 99  Sc. 40 Ap. 823, Baicoi, 363083","Iași","5023"
"-51.055278","12.879051","Soseaua Arina Albu Nr. 47, Topoloveni, 874197","Ialomița","5024"
"-38.332783","-54.149362","Strada Ada Oprea Nr. 81 Bl. 59  Sc. 19 Ap. 349, Oltenita, 113899","Mureș","5025"
"-11.1044655","169.494708","Aleea Nistor Nr. 82 Bl. 79  Sc. 43 Ap. 537, Botosani, 353814","Iași","5026"
"82.225122","125.640509","Aleea Diaconu, Corabia, 341750","Călărași","5027"
"-25.6153135","87.214603","Aleea Nistor Nr. 73 Bl. 96  Sc. 21 Ap. 244, Slatina, 420981","Vaslui","5028"
"-60.978933","-171.452949","Soseaua Mazilescu, Gherla, 341100","Ialomița","5029"
"19.137648","124.163853","Strada Mara Aanei Nr. 47 Bl. 93  Sc. 12 Ap. 449, Popesti-Leordeni, 581218","Arad","5030"
"-47.039492","-122.16274","Intrarea Florea, Valu lui Traian, 931217","Alba","5031"
"50.227451","-103.070246","Aleea Steliana Stoica Nr. 902 Bl. 90  Sc. 86 Ap. 994, Corund, 817505","Ialomița","5032"
"23.031599","67.278297","Aleea Dariana Tabacu Nr. 163, Valu lui Traian, 219268","Ilfov","5033"
"4.314058","139.537634","Drumul Georgescu Nr. 83, Cugir, 843196","Mureș","5034"
"75.1763805","-89.206613","Strada Tomescu, Vulcan, 829779","Vâlcea","5035"
"11.097414","147.87981","Soseaua Carol Manole Nr. 67, Valea Caselor (Dragasani), 708304","Dolj","5036"
"-27.227184","9.148997","Strada Pușcașu Nr. 90, Campia Turzii, 409818","Harghita","5037"
"-75.554472","162.910614","Soseaua Stănescu, Caransebes, 424762","Constanța","5038"
"-68.939935","-4.896036","Soseaua Dorel Pop Nr. 770, Dumbraveni, 723033","Iași","5039"
"-43.0421045","-25.29669","Strada Popescu, Cudalbi, 666730","Giurgiu","5040"
"1.496277","99.570615","Strada David Preda, Aiud, 930122","Călărași","5041"
"-60.9259905","-17.818856","Soseaua Ionescu Nr. 651, Otelu Rosu, 265471","Constanța","5042"
"-67.0111135","137.596495","Bulevardul Popescu, Blaj, 490080","Hunedoara","5043"
"-74.647022","-26.696108","Strada Florea Nr. 820, Apahida, 673208","Dâmbovița","5044"
"70.2241015","-104.109538","Drumul Rareș Stănescu, Harlau, 925214","Covasna","5045"
"70.803603","95.278615","Soseaua Nistor Nr. 299, Chisineu-Cris, 625327","Giurgiu","5046"
"59.8947955","-46.12245","Intrarea Teofil Oprea, Petrosani, 125468","Covasna","5047"
"71.2299795","-168.480385","Intrarea Oprea Nr. 45 Bl. 20  Sc. 14 Ap. 273, Gherla, 766258","Neamț","5048"
"-29.4544455","-11.65154","Drumul Ababei Nr. 26, Dobroesti, 349376","Brăila","5049"
"57.465264","154.553592","Bulevardul Dinu Nr. 401, Comanesti, 539678","Vâlcea","5050"
"6.6378695","-21.125018","Strada Diaconescu Nr. 30 Bl. 42  Sc. 94 Ap. 603, Anina, 819500","Maramureș","5051"
"31.303119","-104.75379","Soseaua Nemeș Nr. 23, Harlau, 747189","Dâmbovița","5052"
"0.370595","134.712906","Drumul Diaconu, Jimbolia, 559092","Cluj","5053"
"36.352201","-31.754226","Intrarea Pop Nr. 566 Bl. 65  Sc. 79 Ap. 674, Diosig, 924987","Constanța","5054"
"2.6662875","-123.202882","Aleea Tudor Nr. 635 Bl. 12  Sc. 20 Ap. 591, Glina, 519733","Vâlcea","5055"
"-23.628973","72.36348","Drumul Tomescu Nr. 871 Bl. 38  Sc. 12 Ap. 704, Marginea, 554560","Caraș Severin","5056"
"24.414903","-143.321943","Strada Sinică Diaconu Nr. 94 Bl. 29  Sc. 94 Ap. 325, Gilau, 985512","Brăila","5057"
"9.176488","-0.611685","Bulevardul Stan Nr. 22, Brad, 645359","Neamț","5058"
"-63.2457595","123.146665","Strada Albu, Uricani, 862319","Mureș","5059"
"35.6289095","57.88672","Bulevardul Natașa Dima Nr. 22 Bl. 14  Sc. 27 Ap. 279, Fieni, 738130","Mureș","5060"
"-82.7467555","-133.867621","Intrarea Lucențiu Cristea Nr. 82, Zalau, 555115","Buzău","5061"
"44.1395095","39.803049","Soseaua Ionescu, Toplita, 834407","Teleorman","5062"
"38.033576","-94.4671","Drumul Mocanu Nr. 405, Sangeorgiu de Mures, 263577","Timiș","5063"
"-72.836781","-54.221743","Bulevardul Popa Nr. 626, Popesti-Leordeni, 418572","Prahova","5064"
"-83.461834","67.339339","Strada Stancu, Valea Mare (Babeni), 872331","Gorj","5065"
"-4.362743","79.858758","Soseaua Stoica Nr. 339, Sadova, 628304","Prahova","5066"
"-49.903867","-70.73607","Soseaua Aanei Nr. 19 Bl. 74  Sc. 65 Ap. 189, Caracal, 967408","Maramureș","5067"
"20.9768725","131.071772","Aleea Florea, Calafat, 570449","Ialomița","5068"
"51.180249","52.055935","Drumul Pușcașu, Oradea, 743541","Mureș","5069"
"40.697683","125.429788","Bulevardul Stan Nr. 180 Bl. 86  Sc. 67 Ap. 294, Baia Mare, 776844","Sălaj","5070"
"-43.2992315","100.624899","Intrarea Nicuță Niță Nr. 626, Adjud, 239427","Arad","5071"
"57.5662825","-34.488475","Drumul Stănescu, Falticeni, 272422","Timiș","5072"
"-53.8086905","72.369997","Drumul Oprea, Pecica, 688296","București","5073"
"-26.892435","-25.362865","Strada Tabacu Nr. 62, Savinesti, 707587","Harghita","5074"
"-31.423193","-21.6935","Aleea Popa Nr. 86, Mihail Kogalniceanu, 591737","Ialomița","5075"
"50.6444005","173.883683","Bulevardul Mocanu Nr. 31 Bl. 35  Sc. 39 Ap. 973, Baciu, 286260","Prahova","5076"
"70.033989","2.418752","Aleea Tomescu Nr. 348, Giurgiu, 502770","Brașov","5077"
"66.270849","138.638396","Drumul Ababei Nr. 85, Rasinari, 737225","Olt","5078"
"-1.0303875","-101.237453","Soseaua Georgescu, Darmanesti, 425713","Suceava","5079"
"15.890018","-45.592277","Drumul Diaconescu, Giarmata, 348070","Sălaj","5080"
"62.6921365","114.428119","Drumul Barbu Nr. 704, Sacele, 292229","Covasna","5081"
"-12.6620275","128.359676","Bulevardul Stan Nr. 347, Saveni, 341482","Mureș","5082"
"-83.2790555","-147.56557","Drumul Vladimir Florea Nr. 146 Bl. 88  Sc. 67 Ap. 893, Pancota, 927946","Giurgiu","5083"
"17.7372445","-92.266175","Strada Alex Voinea Nr. 742, Dobroesti, 176424","București","5084"
"1.3076755","-43.392156","Bulevardul Albu Nr. 78, Titu, 185267","Suceava","5085"
"67.20581","103.362119","Drumul Diaconu Nr. 40 Bl. 97  Sc. 24 Ap. 938, Uricani, 517701","Timiș","5086"
"-61.3526715","-56.740875","Aleea Aanei, Negresti-Oas, 362275","Sălaj","5087"
"-2.137276","-73.596258","Soseaua Pușcașu Nr. 40 Bl. 73  Sc. 60 Ap. 729, Diosig, 859977","Vrancea","5088"
"-82.163153","146.040362","Strada Niță, Cristuru Secuiesc, 418847","Arad","5089"
"72.91529","18.655891","Aleea Visarion Tudor, Insuratei, 909502","Iași","5090"
"-73.1379005","148.797168","Drumul Nistor, Modelu, 635028","Alba","5091"
"-61.841316","171.712755","Intrarea Toma Nr. 582 Bl. 29  Sc. 11 Ap. 120, Seini, 234929","Mureș","5092"
"-42.43765","161.275115","Strada Ababei Nr. 48 Bl. 14  Sc. 47 Ap. 972, Giroc, 861079","Brașov","5093"
"10.983735","61.515368","Drumul Popescu, Cudalbi, 121374","Dolj","5094"
"13.519093","-13.328218","Aleea Voinea Nr. 739 Bl. 43  Sc. 73 Ap. 792, Balotesti, 355198","Arad","5095"
"78.4652665","-125.712977","Bulevardul Diaconescu Nr. 222 Bl. 52  Sc. 49 Ap. 271, Baia, 420073","Mureș","5096"
"36.2575895","-170.020993","Soseaua Vladimir Voinea Nr. 14 Bl. 70  Sc. 28 Ap. 904, Moinesti, 497603","Argeș","5097"
"-34.1774125","97.858719","Soseaua Mazilescu, Sinaia, 619379","Constanța","5098"
"38.3655515","-178.686864","Bulevardul Constantina Stoica, Sacueni, 468033","Sibiu","5099"
"43.4321185","-169.859722","Bulevardul Ioniță Nr. 45 Bl. 35  Sc. 12 Ap. 272, Boldesti-Scaeni, 962766","Bacău","5100"
"-38.369817","-40.25654","Drumul Dobre Nr. 440, Gilau, 258993","Arad","5101"
"-72.681765","36.662099","Aleea Diaconescu Nr. 32, Lupeni, 867286","Maramureș","5102"
"25.3043935","-51.18673","Intrarea Mircea Albu, Gilau, 141001","Vâlcea","5103"
"79.666366","-51.447402","Soseaua Luca Nistor, Pechea, 568818","Dolj","5104"
"85.590411","35.166485","Aleea Aanei Nr. 206, Rosiori de Vede, 406002","Botoșani","5105"
"52.0540395","-18.262673","Intrarea Marin Nr. 632 Bl. 67  Sc. 85 Ap. 311, Satu Mare, 318569","Timiș","5106"
"11.389792","41.093512","Intrarea Nemeș Nr. 72, Arad, 620966","Maramureș","5107"
"20.6347275","-140.993776","Soseaua Letiția Mocanu, Blaj, 143290","Sălaj","5108"
"-14.564394","2.302832","Intrarea Dima Nr. 10 Bl. 88  Sc. 65 Ap. 773, Cudalbi, 612901","Buzău","5109"
"-11.2484985","138.662826","Aleea Dobre Nr. 26, Suceava, 747829","Vâlcea","5110"
"53.8150725","-44.112906","Soseaua Georgiana Aanei Nr. 30 Bl. 30  Sc. 85 Ap. 369, Husi, 271002","Vrancea","5111"
"-82.017669","156.191737","Intrarea Dacian Albu Nr. 922 Bl. 47  Sc. 94 Ap. 224, Campulung, 766077","Vrancea","5112"
"23.8387765","42.136032","Strada Zenobia Diaconu Nr. 56 Bl. 87  Sc. 89 Ap. 421, Medgidia, 113680","Maramureș","5113"
"-50.541379","16.647837","Bulevardul Diaconu Nr. 74 Bl. 48  Sc. 65 Ap. 899, Baia, 584143","Buzău","5114"
"-84.214404","85.35083","Strada Nemeș Nr. 20 Bl. 21  Sc. 38 Ap. 823, Magurele, 960995","Ilfov","5115"
"76.968867","35.659327","Intrarea Ababei Nr. 32, Lupeni, 388164","Alba","5116"
"-86.83613","-12.282968","Bulevardul Florentina Manole Nr. 629, Curtea de Arges, 163512","Bihor","5117"
"-31.952739","143.701956","Aleea Dinu Nr. 833 Bl. 61  Sc. 57 Ap. 359, Insuratei, 193947","Constanța","5118"
"59.759191","169.587623","Drumul Dumitrescu Nr. 266 Bl. 68  Sc. 13 Ap. 850, Balotesti, 417413","Gorj","5119"
"-31.786177","108.005521","Bulevardul Dumitrescu, Caransebes, 280066","Galați","5120"
"35.9570255","-135.183167","Drumul Nemeș Nr. 583 Bl. 26  Sc. 21 Ap. 400, Maieru, 464628","București","5121"
"-78.154859","-14.47445","Intrarea Popescu Nr. 120, Moldova Veche, 241699","Dolj","5122"
"7.957017","-175.852333","Aleea Popescu Nr. 43, Sfantu Gheorghe, 595496","Suceava","5123"
"25.5479555","14.005886","Strada Mazilescu Nr. 570 Bl. 42  Sc. 13 Ap. 742, Mangalia, 249019","București","5124"
"30.8575765","85.143543","Soseaua Popescu Nr. 39 Bl. 48  Sc. 76 Ap. 706, Sacele, 398298","Argeș","5125"
"77.076103","-168.686992","Soseaua Eftimie Nr. 178 Bl. 19  Sc. 88 Ap. 519, Campina, 134360","Harghita","5126"
"84.7630685","-49.493742","Bulevardul Luiza Georgescu Nr. 608, Sinaia, 828984","Bistrița-Năsăud","5127"
"-67.0840865","-54.861329","Aleea Marin, Bacau, 849584","Alba","5128"
"-41.2087325","-129.181169","Intrarea Dorian Dobre, Dragu-Brad, 749093","București","5129"
"-66.6895975","-7.765982","Drumul Florea, Fagetel (Remetea), 617937","Cluj","5130"
"-39.2143845","151.046602","Drumul Liliana Diaconu, Oltenita, 742012","Mehedinți","5131"
"-58.0584135","108.946045","Aleea Steliana Mazilescu Nr. 711, Insuratei, 352412","Brașov","5132"
"44.857265","88.019235","Bulevardul Diaconescu Nr. 197, Focsani, 241866","Covasna","5133"
"20.972608","-42.205964","Intrarea Lazăr Dochioiu Nr. 68, Targu Frumos, 748121","Mureș","5134"
"41.7311835","-104.585397","Bulevardul Nistor, Roman, 363172","Sibiu","5135"
"-2.938115","-143.685589","Drumul Dinu Nr. 545, Rovinari, 922232","Teleorman","5136"
"-62.412381","-11.846762","Intrarea Diaconu Nr. 399, Feldru, 107747","Caraș Severin","5137"
"-24.909154","-113.662627","Strada Diaconescu, Sancraiu de Mures, 792411","Timiș","5138"
"68.1517385","84.229215","Soseaua Stan Nr. 19, Campia Turzii, 289493","Galați","5139"
"33.908868","-95.119463","Soseaua Valentin Tudor Nr. 33 Bl. 60  Sc. 40 Ap. 888, Constanta, 815699","Caraș Severin","5140"
"-38.0111345","28.647227","Drumul Gheorghiu Nr. 41, Cernavoda, 206260","Tulcea","5141"
"60.6214495","113.007855","Bulevardul Brândușa Stănescu, Anina, 393973","Gorj","5142"
"-10.6236975","-124.265532","Bulevardul Iuliana Niță, Bals, 446080","Argeș","5143"
"-60.9884975","33.496209","Aleea Aurelia Tomescu, Gura Humorului, 363503","Timiș","5144"
"-19.2977435","20.480532","Strada Popa Nr. 44 Bl. 78  Sc. 75 Ap. 108, Ramnicu Sarat, 461714","Bihor","5145"
"39.494058","165.072077","Intrarea Aanei Nr. 461 Bl. 87  Sc. 50 Ap. 804, Deta, 749923","București","5146"
"-16.4030395","25.470027","Drumul Suciu Nr. 846 Bl. 95  Sc. 21 Ap. 991, Blaj, 537322","Mehedinți","5147"
"-84.6459745","-70.236376","Intrarea Mocanu Nr. 912, Iasi, 755053","Suceava","5148"
"23.351862","-67.145693","Drumul Stănescu, Berceni, 589904","Mureș","5149"
"27.594894","-6.934758","Aleea Fabia Mocanu Nr. 72 Bl. 30  Sc. 18 Ap. 350, Targu Mures, 205699","Bacău","5150"
"46.049225","68.992317","Aleea Barbu, Targu Lapus, 253147","Ialomița","5151"
"61.5509455","177.78013","Drumul Ardelean, Cristuru Secuiesc, 566395","Dâmbovița","5152"
"-37.619855","-86.609261","Strada Betina Ionescu, Covasna, 905891","Mureș","5153"
"-17.189237","83.022703","Bulevardul Niță Nr. 839, Bistrita, 648601","Constanța","5154"
"-80.49076","-112.473409","Bulevardul Oprea, Viseu de Sus, 782301","Olt","5155"
"51.917417","-53.47454","Soseaua Nemeș Nr. 41 Bl. 66  Sc. 12 Ap. 920, Balan, 373789","Călărași","5156"
"-14.029688","-32.998141","Drumul Dima, Bailesti, 693094","Brăila","5157"
"-11.5629045","-166.844743","Drumul Florian Florea Nr. 15, Teius, 933188","Mehedinți","5158"
"34.4409575","137.303766","Aleea Leontina Mazilescu Nr. 19 Bl. 43  Sc. 72 Ap. 152, Ianca, 496916","Tulcea","5159"
"-58.038159","28.488122","Strada Preda Nr. 795 Bl. 70  Sc. 10 Ap. 132, Aiud, 898264","Hunedoara","5160"
"77.123295","163.468439","Drumul Manole Nr. 203 Bl. 35  Sc. 73 Ap. 991, Vlahita, 440939","Sibiu","5161"
"20.2016345","-76.60683","Soseaua Codrina Voinea Nr. 969 Bl. 59  Sc. 56 Ap. 274, 1 Decembrie, 360126","Suceava","5162"
"-48.116004","-5.82895","Bulevardul Ionescu Nr. 70 Bl. 24  Sc. 25 Ap. 670, Bocsa, 692065","Cluj","5163"
"-36.934837","-38.300126","Drumul Stan, Galati, 854527","Timiș","5164"
"-63.3969945","-165.854497","Intrarea Oprea Nr. 499 Bl. 88  Sc. 34 Ap. 979, Strehaia, 342909","Cluj","5165"
"65.0847725","-69.943944","Strada Pușcașu Nr. 72 Bl. 34  Sc. 29 Ap. 255, Straja, 711431","Buzău","5166"
"17.9156625","-102.260716","Bulevardul Nistor Nr. 33 Bl. 35  Sc. 47 Ap. 745, Ramnicu Sarat, 176628","Covasna","5167"
"68.1620635","-94.232888","Soseaua Dumitrescu Nr. 373 Bl. 42  Sc. 22 Ap. 230, Radauti, 769059","București","5168"
"13.3262065","-142.86522","Bulevardul Emanuela Diaconescu Nr. 894 Bl. 28  Sc. 63 Ap. 919, Glina, 706106","Vaslui","5169"
"-59.9940335","-51.660326","Strada Fabia Voinea Nr. 568, Baicoi, 870559","Suceava","5170"
"-21.2419905","-18.527502","Drumul Popa Nr. 90 Bl. 71  Sc. 67 Ap. 975, Piatra-Neamt, 999996","Ilfov","5171"
"-35.715312","37.798674","Intrarea Florea Nr. 588, Baia Mare, 206739","Prahova","5172"
"-83.40312","79.278859","Intrarea Ariana Stan Nr. 654 Bl. 62  Sc. 31 Ap. 266, Teius, 673119","Iași","5173"
"40.95135","136.116874","Drumul Eftimie, Lupeni, 792781","Brașov","5174"
"-56.1464075","47.327304","Drumul Dobre Nr. 64 Bl. 29  Sc. 91 Ap. 841, Arad, 373799","Brăila","5175"
"17.335072","-125.043052","Drumul Grigore Oprea Nr. 22 Bl. 18  Sc. 64 Ap. 779, Baia Mare, 627064","Ilfov","5176"
"-4.6821075","41.512633","Strada Tudor Nr. 210, Botosani, 844454","Arad","5177"
"-55.881289","58.020863","Bulevardul Stănescu Nr. 850 Bl. 24  Sc. 22 Ap. 756, Deva, 624773","Mehedinți","5178"
"-61.040856","-123.152459","Intrarea Savina Dima Nr. 47 Bl. 35  Sc. 82 Ap. 873, Anina, 858621","Hunedoara","5179"
"-24.564242","97.538676","Drumul Silvia Stan Nr. 283 Bl. 75  Sc. 76 Ap. 731, Rucar, 262940","Brăila","5180"
"-47.982705","-43.869649","Intrarea Evelina Voinea, Marasesti, 499016","Satu Mare","5181"
"64.7511425","-1.903389","Aleea Corneliu Tabacu, Dragalina, 870890","Galați","5182"
"-65.516409","111.575862","Soseaua Nistor, Valea Caselor (Dragasani), 380484","Gorj","5183"
"-10.2358225","-24.626949","Bulevardul Popa Nr. 85, Vaslui, 861222","Maramureș","5184"
"-48.255566","-53.216252","Intrarea Nistor Nr. 249, Strehaia, 624951","București","5185"
"44.057659","-111.790892","Strada Eftimie, Resita, 380004","Alba","5186"
"15.5620075","-151.024742","Drumul Frederic Ene Nr. 77 Bl. 87  Sc. 59 Ap. 121, Calafat, 608188","Argeș","5187"
"59.8387305","55.639921","Soseaua Nistor Nr. 924, Breaza de Sus, 388583","Dâmbovița","5188"
"14.4927655","166.933684","Drumul Oprea Nr. 384, Tulcea, 140820","Olt","5189"
"78.7126125","-159.860262","Bulevardul Gențiana Tabacu, Pancota, 522924","Suceava","5190"
"-32.12094","9.327244","Strada Sebastian Ababei Nr. 30, Modelu, 598001","Vâlcea","5191"
"-42.3158515","-171.144863","Aleea Ioan Voinea, Gherla, 285852","Hunedoara","5192"
"-18.617283","-71.089069","Intrarea Cristea Nr. 70, Iernut, 611379","Timiș","5193"
"64.7707555","-126.239909","Intrarea Theodor Barbu, Vicovu de Jos, 297161","Botoșani","5194"
"39.7769405","147.728084","Intrarea Ardelean Nr. 30 Bl. 90  Sc. 80 Ap. 895, Dorohoi, 913800","Brașov","5195"
"54.2995495","35.643669","Strada Oprea Nr. 79 Bl. 81  Sc. 22 Ap. 347, Brasov, 733991","Gorj","5196"
"26.6127945","-72.305089","Aleea Pop, Vaslui, 590200","Ialomița","5197"
"-34.1131275","-144.723094","Bulevardul Georgescu Nr. 575, Intorsura Buzaului, 679964","Bistrița-Năsăud","5198"
"11.402578","32.71863","Soseaua Ababei, Valenii de Munte, 711170","Vaslui","5199"
"-52.045088","56.038626","Soseaua Barbu Ioniță Nr. 136, Uricani, 947137","Vrancea","5200"
"88.352261","-149.361067","Bulevardul Marin Nr. 26, Giroc, 353696","Mehedinți","5201"
"34.5123445","74.427453","Drumul Ene Nr. 221 Bl. 13  Sc. 81 Ap. 705, Barbulesti, 525472","Brăila","5202"
"21.389581","-80.969454","Bulevardul Gheorghiu, Popesti-Leordeni, 835504","Mureș","5203"
"-86.49332","-59.295688","Bulevardul Toma Nr. 542 Bl. 33  Sc. 10 Ap. 480, Sovata, 432363","Giurgiu","5204"
"52.9872485","144.356969","Bulevardul Adi Ardelean Nr. 809 Bl. 22  Sc. 81 Ap. 680, Tomesti, 121592","Dolj","5205"
"1.850009","145.63001","Strada Mocanu Nr. 762 Bl. 23  Sc. 25 Ap. 220, Dobroesti, 405935","Sălaj","5206"
"-1.123805","-169.1396","Bulevardul Stănescu, Babeni, 597228","Arad","5207"
"78.5943675","-173.634186","Aleea Marian Ionescu Nr. 211, Dragalina, 883972","Covasna","5208"
"6.2592815","-99.482782","Strada Suciu, Baia Sprie, 712206","Ialomița","5209"
"62.071669","10.649302","Aleea Barbu Diaconescu, Piatra-Neamt, 365357","Constanța","5210"
"-65.5390225","168.390666","Strada Gheorghe Marin Nr. 681, Toflea, 672195","Sălaj","5211"
"38.169591","83.838691","Drumul Voinea, Lipova, 269405","Maramureș","5212"
"12.0201235","132.548903","Intrarea Gheorghiu, Valea Mare (Negresti), 136145","Cluj","5213"
"-52.561797","119.727594","Drumul Suciu Nr. 50 Bl. 11  Sc. 36 Ap. 732, Copsa Mica, 934085","Vaslui","5214"
"5.3337805","-167.744748","Intrarea Ardelean Nr. 30 Bl. 45  Sc. 70 Ap. 293, Dragalina, 824381","Galați","5215"
"10.9223935","32.043594","Bulevardul Gheorghiu, Modelu, 391302","Bacău","5216"
"43.6854155","97.960904","Strada Vasile Georgescu Nr. 90, Pancota, 247346","Harghita","5217"
"-26.481627","87.95231","Bulevardul Ene, Savinesti, 893035","Giurgiu","5218"
"39.2490805","-21.192844","Aleea Diana Marin, Turda, 676644","Tulcea","5219"
"82.542401","110.540255","Soseaua Teofil Albu, Giroc, 628287","Botoșani","5220"
"-76.3228465","118.493533","Intrarea Ecaterina Tabacu Nr. 36, Modelu, 966281","Brașov","5221"
"-1.223404","-16.155542","Bulevardul Janina Dochioiu Nr. 470 Bl. 49  Sc. 62 Ap. 358, Fetesti-Gara, 316785","Iași","5222"
"59.1262555","45.270442","Soseaua Eftimie Nr. 493 Bl. 56  Sc. 40 Ap. 500, Campulung Moldovenesc, 417676","Giurgiu","5223"
"-36.259498","69.54805","Strada Tudor, Amara, 637226","Harghita","5224"
"53.794771","4.504337","Aleea Aurica Ababei Nr. 29 Bl. 28  Sc. 68 Ap. 608, Vlahita, 488144","Bacău","5225"
"-13.0261135","115.925014","Strada Dima, Deta, 163938","Arad","5226"
"-54.4004415","-138.662487","Aleea Manole Nr. 439, Braila, 574295","Covasna","5227"
"-88.354699","-173.617182","Strada Gregorian Dochioiu Nr. 770 Bl. 94  Sc. 76 Ap. 629, Busteni, 896992","Prahova","5228"
"19.204824","-72.411663","Soseaua Dorel Preda, Boldesti-Scaeni, 509874","Constanța","5229"
"55.3643825","77.137844","Aleea Barbu Nr. 219, Macin, 199061","Argeș","5230"
"88.969725","86.86624","Strada Florea Nr. 55 Bl. 88  Sc. 65 Ap. 906, Zalau, 391324","Galați","5231"
"-41.700281","-120.890459","Drumul Dobre, Teius, 939950","Dolj","5232"
"-89.5616925","-11.307576","Strada Inocențiu Voinea, Dabuleni, 380667","Sălaj","5233"
"63.9097785","-91.572539","Soseaua Lia Nistor, Curtici, 426364","Suceava","5234"
"-89.200725","-23.206124","Aleea Albu, Toplita, 746384","Olt","5235"
