"iban","currency","balance","user_id"
"RO90JVGJ2041725946499111","PHP","93555927506","5028"
"RO12BNSB6755211456700611","IDR","79159934391","5029"
"RO51VVKC8800987166745608","SVC","69983028158","5030"
"RO97YLXA0200995391593136","SZL","24627741418","5031"
"RO04VZTG1452565223111963","JMD","8705055912","5032"
"RO06ZQVL1804930927724033","CUC","53803489846","5033"
"RO97LYAU8891999338521874","HKD","51871255371","5034"
"RO78UYIL9896150620562679","CZK","15309645509","5035"
"RO08PWAC3078381046794035","DOP","39265236194","5036"
"RO07RSDY6340023178457946","LYD","63693625259","5037"
"RO48CDVZ4884684293163959","LAK","56828333090","5038"
"RO17TGIE3013112332998308","BTN","44089000791","5039"
"RO65HHAV4043736417905828","AZN","43767666839","5040"
"RO51DLVS0931300431590997","ISK","49657111115","5041"
"RO44JCVR2000024131809187","HTG","92716142811","5042"
"RO65BZAT7105633758071154","LAK","52542012851","5043"
"RO84MSBL8464713273892021","PEN","13631222837","5044"
"RO28JMGK4618938593313733","IRR","58092271375","5045"
"RO53SHRZ2628557318977212","MGA","81836470517","5046"
"RO20OYLG2221409443939759","BBD","68089209202","5047"
"RO19LBJX8047251719600424","AFN","95867899575","5048"
"RO50XAYP8404739985908122","LAK","85342070270","5049"
"RO86XLZY3768400274607208","ERN","1374200722","5050"
"RO11ITBQ7452024344245130","KMF","10047688846","5051"
"RO75TGJC2343891583592464","KZT","98127467949","5052"
"RO07GILR0842768664090035","TRY","14568460420","5053"
"RO48SYHM2305286751561235","SCR","42754272577","5054"
"RO84RQOC8155762000789796","TOP","3009952515","5055"
"RO08XWJM0097958901973451","YER","49785618129","5056"
"RO50OARK3056795841155896","BAM","75544159527","5057"
"RO86YZWM5138187412788956","BAM","33680661407","5058"
"RO54BMRQ2373383437705175","MUR","29215924385","5059"
"RO40XIRG4424507398138938","SAR","9412401601","5060"
"RO64UGUL6548587955229434","ZAR","62719717200","5061"
"RO36LGVG2282340067085051","MKD","19900461995","5062"
"RO74EHVT2128451737312387","SDG","28816251032","5063"
"RO24WBBH1773631485819427","XDR","23526354564","5064"
"RO91LTWG0282035956994084","IQD","74282906860","5065"
"RO61SZXG5474862847853289","AZN","43887222562","5066"
"RO46XLZQ9247361909746328","MZN","19241553015","5067"
"RO21CITJ2247041676754433","JOD","2565804077","5068"
"RO65QIIC5813799475294838","KMF","41292535835","5069"
"RO79RIDP3631666104791289","LAK","57726141363","5070"
"RO34IKSP1537326891287073","VEF","3617850669","5071"
"RO73XJXC5965941671464541","KYD","20399441177","5072"
"RO05QDWB6396210677928869","DJF","13512087089","5073"
"RO70DMGE1696424754724346","GMD","61069214670","5074"
"RO43ULXP7209369769358957","PLN","7520350493","5075"
"RO42EFQQ0900084525266272","XCD","59391821854","5076"
"RO27UTLK4946125449960769","TMT","87456508525","5077"
"RO41ODJU6748814344573476","BMD","22588682657","5078"
"RO95LLGA2917610224178484","PKR","51880644569","5079"
"RO16YSLL8078126293192603","LAK","45782212675","5080"
"RO44EKIV8407294258010690","SDG","68842918161","5081"
"RO03IPGF3053080402946410","ANG","89311795106","5082"
"RO96EVFD5071788237665402","GHS","79924709748","5083"
"RO80FXHR8255325879969669","HKD","52182750608","5084"
"RO05LBJW1633138626057022","MOP","23784997741","5085"
"RO46KUVV3001276135426313","ILS","27201759003","5086"
"RO60JCBJ5488367354180555","SZL","74042694336","5087"
"RO55ZHQG6163368034784281","ZMW","5244652921","5088"
"RO43BGRD6786983183599301","MNT","17762230425","5089"
"RO80VGOJ5560735940318784","FJD","86785897991","5090"
"RO10HWUN4392146825997980","OMR","3352558831","5091"
"RO39POCS2099540757137462","AOA","1370101447","5092"
"RO74DTTE4379169471697790","VND","53823353260","5093"
"RO73AQNL9846065597638968","PGK","63538729219","5094"
"RO17JKRR7635974940204959","BDT","91460792481","5095"
"RO88YZHU0003831697306781","ZMW","97651624523","5096"
"RO61BTBM2312922572791079","LYD","98774000665","5097"
"RO05FEFV1806752100481651","TRY","74425854754","5098"
"RO64XDUX2129392325360904","ILS","98014280787","5099"
"RO33GBPB5950781203411665","JMD","35445294975","5100"
"RO89FOCL9588260479867289","SBD","49380372493","5101"
"RO52IMGE4957348130457737","ERN","82717340028","5102"
"RO32TPHO8497859447672807","PGK","17590909642","5103"
"RO96EYWE8512520635308922","BYR","95942278180","5104"
"RO32LDOZ1405329311696372","TJS","28816145037","5105"
"RO15SUNX4400019446852738","BBD","83551310077","5106"
"RO56CBST4251017669740433","XCD","67308334425","5107"
"RO39APEG2301101394918384","DJF","94467458746","5108"
"RO04EFUB6065231894149422","SRD","92581209527","5109"
"RO84CARA3565320695123201","KRW","40855044145","5110"
"RO35PTZA1644534842261657","STD","61922380116","5111"
"RO19TVVD0051535536102979","EGP","74248551713","5112"
"RO97YOJC3628064204347889","GEL","4211416940","5113"
"RO06ITWE3284012269966603","AED","50880936899","5114"
"RO48QINI6387111061087573","TRY","36269282809","5115"
"RO79ROGZ4871952327947638","BND","68965746251","5116"
"RO10PACG0940786490633530","BZD","14431918522","5117"
"RO26LZYR2040267147974525","CDF","67313842765","5118"
"RO80UREB2410405105336154","JEP","79090108329","5119"
"RO49HFWS3603972501644889","LKR","81181197526","5120"
"RO15KPUJ9164269205803766","GTQ","42267428108","5121"
"RO36PRRA8236056392314864","KZT","52025672843","5122"
"RO13XLNR3612833215831190","SEK","33611783357","5123"
"RO81DCTV6426797250971511","SAR","327063905","5124"
"RO56VUOB2588316431791711","MVR","42009943271","5125"
"RO56KOIR8985607651590627","AUD","86742699525","5126"
"RO87DUSH0935127288771098","DOP","69854815342","5127"
"RO71UZCX0295511259396062","SAR","341589007","5128"
"RO56XWJL6976744306387424","BAM","36571222103","5129"
"RO93ORGF2445346612721172","LSL","92423170907","5130"
"RO10ADUD3131834442990991","KYD","718405582","5131"
"RO74HDXV8135335719761342","LYD","85622067152","5132"
"RO71XBSG7104981747986996","MNT","21694398276","5133"
"RO54LWEL6110686501527249","FKP","16106381120","5134"
"RO72CLDA8832051077709096","TRY","80434729125","5135"
"RO26NMIP0225227185552501","MKD","52809969885","5136"
"RO50IVNL7140750939425179","ZMW","3335505110","5137"
"RO37YCHH3505852622135425","CHF","56998031492","5138"
"RO52ZSTG8476427412899552","UYU","14586855176","5139"
"RO49VYAD1261110148182925","KMF","18122770580","5140"
"RO13HFTJ9570007019308379","LRD","42510217816","5141"
"RO96CBDM1315138620972112","TRY","96516321683","5142"
"RO41GNFQ5086088008272336","CUP","82247395326","5143"
"RO38GIEN3690193761105141","IMP","76110969570","5144"
"RO41NVVT5070653750588289","LKR","69623429955","5145"
"RO16BKMC0176907032407834","BDT","40642586903","5146"
"RO07HGRU7973791551203568","IQD","73356501585","5147"
"RO52NIJF5664089612504929","RUB","55707711967","5148"
"RO24BJUI0540378586706757","GIP","99408533629","5149"
"RO10YFGO3577196102444638","ETB","86721801084","5150"
"RO19HLBT5034567643952426","GBP","87541361605","5151"
"RO78NHLW8520467851656156","XCD","99758414160","5152"
"RO76CVPE3943708075392637","LKR","85282068690","5153"
"RO58EHSM0646070872396688","XOF","53564138979","5154"
"RO91XVDV7829507129348141","TOP","19803916857","5155"
"RO09EFMZ6059330253227011","KRW","7596099284","5156"
"RO61LKNH7187117181616527","XAF","85100719146","5157"
"RO02YQBZ3692652204670188","BWP","91590832773","5158"
"RO55HVUE6982483788815356","BHD","35551775890","5159"
"RO41CEGG8903302125974148","HUF","75048165806","5160"
"RO65PPFG8581801271778137","DJF","3293903495","5161"
"RO69NEYV2290256620662969","MMK","8438850953","5162"
"RO58KCLW8317502799646271","GNF","73500355677","5163"
"RO70RWNL0674352623734577","COP","19664154831","5164"
"RO93YIPK3120877799361072","GNF","94214851901","5165"
"RO28AVZA7876950471145329","UYU","60703767053","5166"
"RO71KHUU0093807397850942","NAD","7060673079","5167"
"RO70VNMT8307973158436377","PAB","37172157912","5168"
"RO75TRIC1837481866905716","SLL","17238904410","5169"
"RO05YMDX1811263941276047","KZT","86676969422","5170"
"RO72FKGL1933903460565355","OMR","65521948374","5171"
"RO80GEWM6217008751212849","JEP","17511169871","5172"
"RO19UDBW5123313753150846","IDR","74876156100","5173"
"RO19WQYE5999706101415296","ZAR","60976370817","5174"
"RO13HKAE3567582182042529","KGS","16502240172","5175"
"RO31WBCW7895140754320144","AOA","27588026805","5176"
"RO26IXYH4887916990804776","FKP","4750031384","5177"
"RO91RAUG1860210394577981","BND","34269889017","5178"
"RO74VNEX6055940870388677","GYD","86847471141","5179"
"RO45RFZP9576937886825267","KHR","32251124426","5180"
"RO79HERE3132883024746882","SEK","52518310408","5181"
"RO47FTPN5616175997236678","KPW","2552509057","5182"
"RO18UKXJ4752403521307143","BRL","40360559936","5183"
"RO97QYNG5256299803978780","LSL","94606551010","5184"
"RO65YYSU5117943857647450","TMT","88796506217","5185"
"RO62INHB4914757226761587","HNL","71521632371","5186"
"RO93YVCQ9173366966373375","SYP","84797883932","5187"
"RO10DOXE2190906689751752","MKD","49997336496","5188"
"RO05RIBC9871797307999835","MZN","35131993619","5189"
"RO48QFWX5079114980354884","XOF","74447274279","5190"
"RO38ZCXF0969668632549720","CUP","38016164882","5191"
"RO93EBKG7059111399769344","GTQ","14287966460","5192"
"RO81TLLG7372752176149220","TMT","5670789356","5193"
"RO52YDSZ2786698818726340","BRL","99246077904","5194"
"RO49GQEE4274106079426986","TND","50075104708","5195"
"RO38XJQO5482729342257844","XDR","20523705083","5196"
"RO55LELW5471722009603454","LYD","95029142910","5197"
"RO53NAHB5968395412407923","MDL","2495171281","5198"
"RO57OFFM8704790568171035","HRK","26664507822","5199"
"RO63DIQF3834883945856109","MNT","39902817334","5200"
"RO88JXJX8456395240556695","SYP","41548588768","5201"
"RO42SNGU9650110733926228","TVD","56484092409","5202"
"RO16CQYX1256451969440243","TRY","23329842801","5203"
"RO61MABC5245476689271427","NAD","98379619697","5204"
"RO40YOLE2792329374259443","MAD","7378372135","5205"
"RO04ALMK1986069514839600","SLL","31967401787","5206"
"RO81VIAL6129316106307492","BRL","27433010259","5207"
"RO95QJHA1030238868197022","IDR","44101262610","5208"
"RO47GYGF0685489280579827","KES","32613318539","5209"
"RO30UNJU8852492348710555","ALL","47219691579","5210"
"RO23MOKF9507993393513404","TND","90509376568","5211"
"RO40WAQH0753823250192216","IQD","15327072662","5212"
"RO85GBHJ2190640290848158","TOP","36916905098","5213"
"RO23JMQU9532300816748383","SYP","87591993986","5214"
"RO92KQPA2471415530229299","DOP","76876760737","5215"
"RO72AOHF9768870738617902","QAR","66472861205","5216"
"RO19PULO0905592099216894","CHF","14328981359","5217"
"RO16MGXB6155483961516357","LAK","29022806363","5218"
"RO05SFPK4925534092033672","AFN","83712069182","5219"
"RO72UQZO8402174210407521","MWK","66775902840","5220"
"RO60TGLV7489404055240635","TMT","34033557889","5221"
"RO51HYWA6713124377786945","BYR","18138845225","5222"
"RO05XZHS2801338908167367","BSD","81249642481","5223"
"RO28IITT2981960208009527","TJS","85219676047","5224"
"RO32STYQ8010799956062556","EUR","23407566657","5225"
"RO14WMUY8623834577038440","THB","92580043874","5226"
"RO04BKUO7972227027835837","QAR","62661637347","5227"
"RO62JHYQ2549557927554310","KES","37485343285","5228"
"RO67DHZZ1179209028056152","DJF","23755595872","5229"
"RO49ZDRR3350779448122341","IRR","70222229284","5230"
"RO71REKC6678626767704594","RUB","88918540934","5231"
"RO89WUCN0111195181650941","EGP","40840366522","5232"
"RO02CDWS1049002658185915","KRW","54164603226","5233"
"RO55QSTN5718904957058372","LKR","91962700802","5234"
"RO75ZDOE1374599421662476","JOD","67905178307","5235"
"RO51RAKO9973087141923598","RUB","47792665299","5236"
"RO97GCHV8261149337014442","EGP","82690950067","5237"
"RO30BZZY0545964819433721","JMD","52506615092","5238"
"RO30VIEG5980205621318487","KHR","69834353045","5239"
"RO63TQVS7058751865539757","BRL","45169992275","5240"
"RO71KBRE4284403992870262","SPL","58362797185","5241"
"RO11RAFW1377168375887058","SYP","65048290517","5242"
"RO37RPKF2440359947203408","ZAR","26966518412","5243"
"RO70CIQL7663835338097491","IMP","21957924148","5244"
"RO60KBMP6822521515351386","RUB","64164086252","5245"
"RO55PQMG1405567529763185","JPY","68153203050","5246"
"RO10IYMN0856054825033267","PAB","84889999345","5247"
"RO05SDSF6337110060465578","UGX","95412494925","5248"
"RO78ZWES8731288064348340","KRW","17317587311","5249"
"RO71WBWO6827165158504346","MDL","43904018521","5250"
"RO60VPYR2845263406873063","RSD","65283140368","5251"
"RO62KPJZ2678905696970300","TVD","14640402035","5252"
"RO42IETZ5707880067378778","TMT","82751740587","5253"
"RO90XCZT9269566606743111","GEL","34247528770","5254"
"RO78CELO4926585687767131","FKP","76389144439","5255"
"RO51HETU0983166904286640","NPR","47030856565","5256"
"RO09JSPZ0828789101978857","LKR","58788714549","5257"
"RO18EDYJ5613280710321903","GYD","88723794246","5258"
"RO79QXYW9157096228032172","XCD","18339895490","5259"
"RO26VZAV9143636367159043","NPR","1085448186","5260"
"RO57ZLDU1531686859788270","MDL","37065576133","5261"
"RO32OZTE9996363530412092","BZD","30998487729","5262"
"RO47RKAU8828430749407490","SVC","47557544981","5263"
"RO13EOQB2107453031217985","MKD","8965908151","5264"
"RO72DYKD8855303616944651","PHP","87708512443","5265"
"RO54QIOK3735727738776209","TOP","795224208","5266"
"RO61PKEZ7491460435750590","AWG","17605038855","5267"
"RO25QUTZ6947897968086723","NOK","82880727846","5268"
"RO91CZWC5718246019640243","LRD","49149326926","5269"
"RO02LGMW6674284132288844","NIS","85009683164","5270"
"RO58ULLP5106193591139978","XPF","97802712000","5271"
"RO62TSAU0473425620855634","GIP","40789794426","5272"
"RO82NWCX2191681700849960","THB","72816499043","5273"
"RO61GLOK1242862963775057","BDT","80746069669","5274"
"RO93JJFD2859496651501047","PKR","2223694715","5275"
"RO98JYZB6273849047158667","IMP","44334318971","5276"
"RO29JXCN3729556788092491","NIO","40812876533","5277"
"RO80RQKK3572757366629023","MZN","94109179715","5278"
"RO34EVCS3649329121517073","LTL","73524743652","5279"
"RO61EXOJ1722065948911947","FJD","9310126039","5280"
"RO44LLIV4046971875523853","IMP","44077228578","5281"
"RO67IJPS2037697958027020","SYP","98177576404","5282"
"RO64COCV4118761823524612","ETB","79787483254","5283"
"RO93CJUB6927629569894636","TZS","86039848155","5284"
"RO22RNIG9276688799364976","GBP","13539151642","5285"
"RO16IVVH4573392454641994","ISK","75508150309","5287"
"RO74MBLP8648037964413877","IMP","78082626595","5288"
"RO40JVPY9159571877123774","AZN","24977881441","5289"
"RO14ZYBQ1944426862478452","SAR","27795053408","5290"
"RO05REZA2607193838601602","KRW","56973736887","5291"
"RO97WPXZ1593348834725149","ANG","46530219032","5292"
"RO58JSGJ3688454827740092","SOS","10844380319","5293"
"RO55AUUE4050906031230964","CZK","39268892315","5294"
"RO86BVTN5130784090675519","KYD","52220870939","5295"
"RO73HROA1699010799644506","MAD","95330539706","5296"
"RO15SLMY3629742852389567","AUD","89320207141","5297"
"RO13HFRJ9579174046190247","GMD","53986773577","5298"
"RO28GMSW7650340700555751","CAD","28583033204","5299"
"RO15YFHJ6551333222958829","SCR","92667469241","5300"
"RO95UDIT4176611696398579","VND","19920486185","5301"
"RO80YNAU1090331395990141","BRL","74544278697","5302"
"RO63YBDO0248028303655986","TVD","96159846846","5303"
"RO33CKLP7823809571346701","KGS","31977117350","5304"
"RO54VLRH8415470694884808","HNL","84374795534","5305"
"RO81KWWB9996831518578317","RSD","65774971532","5306"
"RO83ZCTA9886758373545323","PEN","97568749090","5307"
"RO64QRSG9892195622158349","BND","14290084471","5308"
"RO58VONH8483406063792725","GTQ","40219319770","5309"
"RO64TGHT4963201717258207","EUR","76619230614","5310"
"RO62ZENR1013890266312160","EUR","64651169544","5311"
"RO87OQDT3363496752563443","DZD","68021151996","5312"
"RO49PUTY2041437039898723","JOD","13515683263","5313"
"RO02RHPM5730127671893342","MOP","88594784834","5314"
"RO28WTUU9361250625138022","BZD","48114513363","5315"
"RO94ZMJB3721157688127717","SDG","54086993039","5316"
"RO53HIQN6248409296362978","LSL","86613479520","5317"
"RO74YTZN2922870813449029","KPW","76037846470","5318"
"RO52FQFO5895657479505008","LBP","66493967431","5319"
"RO57TQUF4612910183152365","PGK","53468150573","5320"
"RO91PSWD7471951120192340","LRD","91517028442","5321"
"RO76UIYR6096631467471659","JMD","85515969230","5322"
"RO40MIVW7183714108853240","JPY","16763057065","5323"
"RO64ZCWR0373015039642800","MDL","41214823605","5324"
"RO20ISHT2562028744002779","CVE","8659684924","5325"
"RO34UXIM0053293734732442","KPW","89091149126","5326"
"RO83HLGW6011162673505801","OMR","20186882026","5327"
"RO55CHYD4757016276680323","VUV","48458548222","5328"
"RO08VSER3682961853489158","VND","37382304872","5329"
"RO82MJNF1523524327213702","ERN","72636345980","5330"
"RO57YVNC6040660135486355","JMD","78591187289","5331"
"RO47MJLG4842543608929949","AOA","13145665907","5332"
"RO32ZEJV4345134664802142","KHR","2146352630","5333"
"RO07NZUP0698264609708955","LAK","46576942455","5334"
"RO64WEQE4644217341524137","BAM","40820665759","5335"
"RO73VLEY2420347686721565","TND","18080213965","5336"
"RO47WERF1224653898506640","CNY","2207884552","5337"
"RO62OVRZ3191866880766225","MVR","76990124693","5338"
"RO71DBRY4429327468497178","HRK","30973683337","5339"
"RO61BBDJ8922133496502031","TZS","85200340292","5340"
"RO26MVAC4952827929085556","HKD","52005668050","5341"
"RO65PDIC7757533420351632","CZK","97578239217","5342"
"RO54WSTB2796916792829543","MNT","95452818123","5343"
"RO96ZBPC0375174949467595","HUF","93616300353","5344"
"RO11FECU3749318231411946","GIP","76800066516","5345"
"RO87RZHJ8745975710677005","CZK","18803491804","5346"
"RO26SFSX9024077620803694","MDL","39331425806","5347"
"RO58HXWX5824361420066716","JEP","25528588729","5348"
"RO42OQXN3605920607500765","CZK","22312986885","5349"
"RO19XFQH3497310935195086","SCR","21501975931","5350"
"RO65OEEZ0178733451660523","CRC","14640237637","5351"
"RO69VGFM4360903698023556","LKR","93134340822","5352"
"RO70NJFA9099861060710783","GYD","35404220647","5353"
"RO32QXZK7003910725497105","NGN","60041849837","5354"
"RO13PBRL8957374456872842","XPF","51021801673","5355"
"RO54VSUI9482943300097286","GYD","97509305577","5356"
"RO62BZFE6266566267870743","SPL","42462866736","5357"
"RO63BCKE0751271873173220","PEN","81500191479","5358"
"RO46QUBW5530040926528367","VND","48208074730","5359"
"RO48CCEY0607591307173109","SCR","25006065818","5360"
"RO80TXMC6845525158035247","MVR","78873854950","5361"
"RO02MEAK6338174954191056","BOB","52663822776","5362"
"RO31YUEP6490617495309857","MAD","10366269103","5363"
"RO41RVAV5467739196412853","KPW","5124989756","5364"
"RO03OQKH6864011566671789","ZMW","23212015921","5365"
"RO33SEHD5509587422635451","MAD","40151417539","5366"
"RO19XJTB1860641853620110","LRD","83026821853","5367"
"RO60QKRI7269075652192534","TJS","99872984098","5368"
"RO84OVBJ9151475028528077","KYD","81601064203","5369"
"RO75TVHF9012771413209157","CHF","37024304064","5370"
"RO72WJTG1166794632315806","BAM","82121096078","5371"
"RO04WPWI0777839897956593","SAR","66019233651","5372"
"RO64PIND4499288426693633","XDR","28387112500","5373"
"RO68CFAC3209968584212130","NPR","47720985902","5374"
"RO84EGVC6802549462548648","TWD","7923555319","5375"
"RO18OQLB0397226275231630","CVE","70669604507","5376"
"RO68HAHH6335425637535537","MDL","11458722541","5377"
"RO56FPBY2622531895393630","MWK","18518979149","5378"
"RO50XJFG4075115246256503","ILS","62025341323","5379"
"RO56QFRJ4037072807259440","MXN","41055995085","5380"
"RO04MMLV9724139762622496","MDL","88729331807","5381"
"RO87CUKI1443356590243784","PLN","45501333091","5382"
"RO24HFKR2986920747038065","LBP","42478230730","5383"
"RO84RFVF8497949491776064","SOS","62529795105","5384"
"RO14OAZV7987221699177360","SHP","66755522916","5385"
"RO62RLWZ6674677418914989","BIF","45660157120","5386"
"RO59CUXF5947068370237549","NOK","2835485279","5387"
"RO07XPVP4935528027450787","CUP","61241225004","5388"
"RO17MXVP5493007746254344","MNT","10953835795","5389"
"RO96PQLU7708887128503889","BIF","38497351390","5390"
"RO63YPYT4888772371216046","JPY","52284255695","5391"
"RO71WJJO5396959503632793","KHR","68950348576","5392"
"RO73LTYJ9606961619198551","UAH","19180016323","5394"
"RO47WOJE4887573044499371","SVC","11151642198","5395"
"RO51LRGP5632332478216054","LKR","40562208353","5396"
"RO68POFA2404238254623725","GHS","85223853886","5397"
"RO44YOKG0787938661654141","SOS","41265731548","5398"
"RO54GIKP8097424676721119","SZL","78792414968","5399"
"RO86CEQM0837148736073142","PEN","45690203495","5400"
"RO98NIBD1268490835848351","JMD","68791532259","5401"
"RO60UJEI4263169337947278","KGS","53698734885","5402"
"RO78BZWO8251212433396968","EUR","21346198046","5403"
"RO64JHDZ5689942600237475","TRY","96913792308","5404"
"RO61CJCR4866138058380433","STD","84181650266","5405"
"RO50CIIB6053010420132478","ANG","9107000003","5406"
"RO86AFHM5704060515117143","LRD","69801630777","5407"
"RO30ODRE6808647345322562","BWP","53515963942","5408"
"RO61GRSC5678560413539956","CLP","70065395817","5409"
"RO02MAOT5853667506833517","GIP","29059619763","5410"
"RO83JHLK0758243437827318","ISK","59188895670","5411"
"RO46CAIK0373692051364066","MOP","33432247275","5412"
"RO68HALU6407020932061474","TTD","7129412851","5413"
"RO42RJYB7101669789791426","ISK","72741554074","5414"
"RO35LBUO7985999652186633","XOF","4055108605","5415"
"RO13PXIS2108766500119248","KMF","45522673951","5416"
"RO10RTPK9103930815046295","MOP","3731063528","5417"
"RO03JCJX0315180487059238","SRD","78888941265","5418"
"RO95KONT9592904530920290","CRC","20532461279","5419"
"RO68JEFW0546664882049157","NPR","6125333796","5420"
"RO82AGHR5269865593034998","AUD","69414968559","5421"
"RO23WGTH9218504985835298","WST","85954155460","5422"
"RO39EAMF4974622310915230","BDT","2902612515","5423"
"RO03IEQY4706540546717061","BTN","22289619617","5424"
"RO37WFTL5016841738661203","ZAR","59983119672","5425"
"RO69MAOY2351533469142081","RON","18744919823","5426"
"RO13RYBR3796462330761055","KRW","59680368431","5427"
"RO66ZOAD6793107986271737","IRR","39920320843","5428"
"RO25OLSC0943910557605828","AFN","37677479630","5429"
"RO31AHIE5713255517274802","BOB","75652535546","5430"
"RO35FMFZ2282537842969398","JMD","47262363630","5431"
"RO86YYEI1254730407156608","COP","90603148773","5432"
"RO42AXHX7509948852942042","KRW","73069448854","5433"
"RO29QCJK6534465518733144","BND","27755879347","5434"
"RO58HRYP2394667667410661","IQD","79586033326","5435"
"RO07QDNB1655905260955948","CLP","10149163847","5436"
"RO20XXPO4272495114452030","HNL","27571306184","5437"
"RO91QOTK1527705372551049","SHP","61393318325","5438"
"RO84YGBB0855538429189684","UGX","93685848358","5439"
"RO15ISFD5037889274428730","EGP","56105058135","5440"
"RO53GQSD8970185317118671","JOD","96436334736","5441"
"RO57JERK9411478460674106","MUR","80509059452","5442"
"RO92PYEL9500659656456954","GNF","57300228508","5443"
"RO63JCZU2641892238122470","CHF","78596830358","5444"
"RO84CWZA6140047517303235","CLP","74080196309","5445"
"RO90QSMT0959983860509470","ZAR","44812338440","5446"
"RO30MWDD9755879998915867","NIS","92818688242","5447"
"RO02MZPU1451746771514023","DKK","84066299421","5448"
"RO23GKRX1580040430889905","PEN","6896620827","5449"
"RO74XREA0175143921570481","VEF","87529415314","5450"
"RO80IDXH1156806284705663","YER","24996320828","5451"
"RO04XZON4846669664670674","CAD","9703299948","5452"
"RO82CHGH0669824896060917","LRD","21227493091","5453"
"RO98FFTB8496669142362135","MWK","89424434929","5454"
"RO73RTZW5685239510671695","XAF","18797142488","5455"
"RO73ECMK6657234112923822","ZMW","18566439257","5456"
"RO74VQUU8032311416012487","HNL","80542280356","5457"
"RO76DCZM2976356600023499","ISK","99397694867","5458"
"RO19HKKD1996977269780066","ZMW","64797072740","5459"
"RO71NBNX1606165925675024","TRY","84821282966","5460"
"RO03EBWF3070779469562335","TJS","6374403033","5461"
"RO20AKJA3929630599514658","MKD","79450459200","5462"
"RO19ZQDQ3949871412244103","IMP","85011547477","5463"
"RO60PBOD0491407345686737","PGK","56626833922","5464"
"RO48TKJD8070257178981944","OMR","83640901916","5465"
"RO79TQKI9945591967787986","ISK","30534548019","5466"
"RO16WVIQ0535247809956858","SGD","17390686933","5467"
"RO21SCJC1855944874677655","RSD","35192490154","5468"
"RO25BYKM6665507887455908","MKD","37313802167","5469"
"RO04CDFY5342700639913622","XPF","32444466793","5470"
"RO68GBML0746463963741587","CHF","9086404225","5471"
"RO61WPXF0103725002534442","XAF","4946427438","5472"
"RO24TQFU6034051020040211","NAD","50430697260","5473"
"RO95EIQH8627149225480389","CLP","13551751876","5474"
"RO42ZYRX2393093196127730","COP","54597360717","5475"
"RO87TBPC2408750971158772","EUR","7816771446","5476"
