"bank_id","iban","currency","user_id"
"115","RO96AXYR9916933233022196","WST","5078"
"116","RO61RYGL9800482097948007","ANG","5079"
"117","RO04JGNR7630050633950598","GYD","5080"
"118","RO91GWKC8761471468377842","STD","5081"
"119","RO75JUJH8044171779596150","DKK","5082"
"120","RO54FIVL8649425017730360","LRD","5083"
"121","RO47KWEP1804969700787888","JEP","5084"
"122","RO17BEVO7337326361751916","GNF","5085"
"123","RO29GYFU4809037838644333","LAK","5086"
"124","RO53HHHL2129391314508554","KES","5087"
"125","RO88XYHM6678624796850699","HTG","5088"
"126","RO45SFKI1269334693077787","TND","5089"
"127","RO88NXQS8223942047808879","BND","5090"
"128","RO93QKFF5485154365481457","PGK","5091"
"129","RO66AIFG7610844236556990","LSL","5092"
"130","RO16XAYN5325488583926123","FKP","5093"
"131","RO54FJIJ3713663218627289","BAM","5094"
"132","RO20ZLDG5493703726931598","CAD","5095"
"133","RO15RDDA6291985381709535","AWG","5096"
"134","RO90SHFL4021193100996158","ZAR","5097"
"135","RO11MYVI3758794461197273","PGK","5098"
"136","RO74ZWRR3948322696900472","TOP","5099"
"137","RO79HAWE0857993706491647","LRD","5100"
"138","RO31VGCS6767696753068321","CDF","5101"
"139","RO27DNRL2979360525751554","LRD","5102"
"140","RO58SSYO6202442698648059","INR","5103"
"141","RO18UPJV0578966400291361","MAD","5104"
"142","RO04BBNR6950741378512848","TMT","5105"
"143","RO85DCKU6209257909816200","GTQ","5106"
"144","RO03LEMN3339615712906315","GGP","5107"
"145","RO22TXSU0133939012435282","YER","5108"
"146","RO41ORPX1361145696723182","VND","5109"
"147","RO22XKBI8761437402128665","AOA","5110"
"148","RO66IDKT8292237052204418","XDR","5111"
"149","RO08CZBT2771864910964344","MWK","5112"
"150","RO65CMNG7434364534398622","TWD","5113"
"151","RO20YJCA4675541023124037","CAD","5114"
"152","RO06MIJJ4767033786084415","JPY","5115"
"153","RO33PGSN3845798052388833","TZS","5116"
"154","RO96ENTL8201717062323793","CDF","5117"
"155","RO17UCVY0940330397580635","MMK","5118"
"156","RO14UUYY0535693418813720","GNF","5119"
"157","RO08XQVY8750619287034904","TMT","5120"
"158","RO85KHEC5990574207973788","KZT","5121"
"159","RO49DYJJ6117966164892767","JMD","5122"
"160","RO12MQQR5537577158243257","BTN","5123"
"161","RO88BQCS5235145761872999","ZWD","5124"
"162","RO07SBNU0640645876079913","KMF","5125"
"163","RO40JHKN8399624133903695","UGX","5126"
"164","RO67DJBK5675935899842110","GMD","5127"
"165","RO36PVLR7108118664906431","KGS","5128"
"166","RO73XUKP1950258329924954","ILS","5129"
"167","RO59KZBV4114276322142725","ETB","5130"
"168","RO67RKLK7551053741264920","KHR","5131"
"169","RO06RKGL6640633220838246","PAB","5132"
"170","RO35JRER3380317426166448","PAB","5133"
"171","RO86COCE9301028797261965","UZS","5134"
"172","RO81JGDK0382045951348294","AED","5135"
"173","RO25XCKP3046497814938508","DJF","5136"
"174","RO02PNEC7224385438778378","LAK","5137"
"175","RO63ZJUN2274287325966437","KGS","5138"
"176","RO53HNEN9218368390765094","HKD","5139"
"177","RO54FICG9413549545550656","DZD","5140"
"178","RO03PJRS8237704290938999","CUC","5141"
"179","RO49KGOW8096457871197312","ISK","5142"
"180","RO02BPNK0549265567439713","XPF","5143"
"181","RO98NHZK2791656698073142","GBP","5144"
"182","RO13JLUM3685709692214507","TND","5145"
"183","RO53GRFA2655899887538809","PAB","5146"
"184","RO46YEHQ5968282369445990","STD","5147"
"185","RO09PUKB6249868403596366","RUB","5148"
"186","RO35JBGX8523357052010125","USD","5149"
"187","RO73IPBO8337917442145153","UYU","5150"
"188","RO74CEVD2893786684263402","ILS","5151"
"189","RO34AHEP8884570914176214","SYP","5152"
"190","RO06MMAZ7231851475035989","PEN","5153"
"191","RO62TKKJ2341861815225026","THB","5643"
"192","RO44FRHZ1401158248633879","TJS","5154"
"193","RO94CKUH4230953373287554","JMD","5155"
"194","RO63GTDU5479344971276926","SHP","5156"
"195","RO54YPOV5500324003865322","DOP","5157"
"196","RO77NJUP4504821444448790","AUD","5158"
"197","RO24MNIT5433275178940492","EGP","5159"
"198","RO89KMFD6165374159553215","KHR","5160"
"199","RO70QIAN2902295355345953","SPL","5161"
"200","RO52UDVB2575288789587355","TVD","5162"
"201","RO94UWZH6279729692654338","AED","5163"
"202","RO94XICR7751372675168133","INR","5164"
"203","RO97EDVZ1729812352649385","TJS","5165"
"204","RO84TLJW6719894082440127","QAR","5166"
"205","RO50YCJM4630955087403288","SAR","5167"
"206","RO71ZZAI9249060516184720","BWP","5168"
"207","RO37ZXWD3808987430996462","BGN","5169"
"208","RO38QNIL1842484966729800","DOP","5170"
"209","RO18KTXT0366370854942698","JPY","5171"
"210","RO04XNGM2930125952557393","KES","5172"
"211","RO93LRTA2907796312930854","AED","5173"
"212","RO30EHAC8876395033528361","XAF","5174"
"213","RO62LMGY0069599892746224","TND","5175"
"214","RO49ZZHS5890309527401648","TRY","5176"
"215","RO12OVXC9055394105271327","JEP","5177"
"216","RO46FKLI7829322301194416","MDL","5178"
"217","RO23LKAK6179678652058962","HNL","5179"
"218","RO78SCCA7781321237454086","COP","5180"
"219","RO63MSXQ8420126924070018","UGX","5181"
"220","RO36YQIR5065961809190711","BYR","5182"
"221","RO74SIKL7742381766854374","CZK","5183"
"222","RO66CEUR4631496777213383","CDF","5184"
"223","RO42ONSG7802810950318599","ETB","5185"
"224","RO40TZMZ1601951063164396","DZD","5186"
"225","RO74XPGL4870925975347420","BDT","5187"
"226","RO98RITY5433949348169913","SHP","5188"
"227","RO77QVKO2442175561674680","KES","5189"
"228","RO96WTLI8289503091544437","PLN","5190"
"229","RO72OFGM4032831723844024","XPF","5191"
"230","RO26FAMQ4631947155116935","NOK","5192"
"231","RO84BTDG6010754782292206","OMR","5193"
"232","RO86FFOP4146163658029703","ZMW","5194"
"233","RO12XQSJ1279295822741382","NIS","5195"
"234","RO44TSHK9021648948064372","LTL","5196"
"235","RO90VCYT1271040812234360","TVD","5197"
"236","RO93AUHL9249237679224817","PLN","5198"
"237","RO67DONW6652691022850509","AZN","5199"
"238","RO84LCNF3173769533631134","KGS","5200"
"239","RO85WIDC0636854473985494","AMD","5201"
"240","RO26UNYM4730478442905484","NZD","5202"
"241","RO21LXEI9825696706071327","RON","5203"
"242","RO65AXMJ8006047344881332","SZL","5204"
"243","RO72JHWE7599107928497081","MUR","5205"
"244","RO67THPE2671774517777565","BGN","5206"
"245","RO86RYJE7034696146894386","BZD","5207"
"246","RO67PYBD8295363859363823","SBD","5208"
"247","RO84YMUT7870717896441868","CUP","5209"
"248","RO21LLDU4592593759704742","ARS","5210"
"249","RO18UQSC8067822475009326","SGD","5211"
"250","RO40FAUU8039054212199574","BTN","5212"
"251","RO93LFMP9142264667093221","CZK","5213"
"252","RO14ZLCX1649763759433444","GIP","5214"
"253","RO96TQEA7448854338339698","TMT","5215"
"254","RO57ZUKU2053922865046932","NAD","5216"
"255","RO88MZDT4238615730703408","AFN","5217"
"256","RO59CMVH7183153642251610","DJF","5218"
"257","RO49GORR8510528666478828","BAM","5219"
"258","RO18YENV4401501793205570","NPR","5220"
"259","RO84WMUF9587213063276283","BDT","5221"
"260","RO65HSIP9912756945767892","RWF","5222"
"261","RO86HOJL6777490253896571","CHF","5223"
"262","RO34VOGK8299474822331461","JOD","5224"
"263","RO69YMUT6481446827438081","BHD","5225"
"264","RO09JBTV9638377504678514","MOP","5226"
"265","RO63BRTM8779935146616880","WST","5227"
"266","RO55SFND9280731932557503","DJF","5228"
"267","RO15VFTJ1687622066796849","OMR","5229"
"268","RO54XQLZ8013046517110537","MMK","5230"
"269","RO34CVWG9874895847357663","LRD","5231"
"270","RO51UDNR6932316780192479","KGS","5232"
"271","RO27DDCU7180920585458331","SGD","5233"
"272","RO20KVWR5907488340393081","SRD","5234"
"273","RO10FNDJ2002294636604367","GHS","5235"
"274","RO75LFEW4675558691251142","BIF","5236"
"275","RO96ZMXS3035697900096021","MGA","5237"
"276","RO96PMWK7981443530919468","TJS","5238"
"277","RO43LEYW4009523214703422","MZN","5239"
"278","RO44ZVYT3995363282221303","BDT","5240"
"279","RO60XZAU3496166115128248","JEP","5241"
"280","RO39AYKW3998138474245351","SPL","5242"
"281","RO83NRJD8679733877442474","RON","5243"
"282","RO56WXSS4111044031270683","BHD","5245"
"283","RO89SBJZ2773782557716674","XDR","5246"
"284","RO34HFNN2570394020902928","PGK","5247"
"285","RO74FVMS3402517284525143","AOA","5248"
"286","RO90LAWI5389939569281288","KYD","5249"
"287","RO02MBTU4312512426912179","BWP","5250"
"288","RO45CNDW8688210226588376","MWK","5251"
"289","RO70GAJU0798383749322080","FJD","5252"
"290","RO59TJZC5199433481050990","STD","5253"
"291","RO03MDTQ2910121933225950","KMF","5254"
"292","RO22PGBF8181536951942732","BOB","5255"
"293","RO57HHGO4134266487675628","GTQ","5256"
"294","RO34RMSJ3085910632904426","USD","5257"
"295","RO12DIIL2457372707852435","CZK","5258"
"296","RO26IVMN4036955964642874","GTQ","5259"
"297","RO96ECYV6897225078497177","YER","5260"
"298","RO51HUZL0035891267702096","RUB","5261"
"299","RO49YVDE8405569106261827","JOD","5262"
"300","RO38GICQ7319244275413475","PKR","5263"
"301","RO07SGUG0837812466599717","JMD","5264"
"302","RO52FSLY1434394882212271","GMD","5265"
"303","RO21ENTS1172616501273338","OMR","5266"
"304","RO93RWJC0695239767311643","BTN","5267"
"305","RO89ADPH4126238378887221","KWD","5268"
"306","RO35GLYV5444339039860723","LBP","5269"
"307","RO65SHMP5373191610715003","MZN","5270"
"308","RO86AZQZ1737689026206564","KRW","5271"
"309","RO85WXWW0313748904597220","QAR","5272"
"310","RO90EDBS9543914453351442","DKK","5273"
"311","RO57ICBH4225027327940435","AOA","5274"
"312","RO69NVIY0751438278305298","BAM","5275"
"313","RO82VXVG6672082187150937","FKP","5276"
"314","RO08ITVL8754061824839128","AUD","5277"
"315","RO25DHIC6829185244297101","SRD","5278"
"316","RO85OZZF7024437726109402","LTL","5279"
"317","RO05OUMU5114566477760910","XOF","5280"
"318","RO28SPYK3139747390704714","INR","5281"
"319","RO07FWQA0982518475652933","KPW","5282"
"320","RO74GPCM3988619171006766","AUD","5283"
"321","RO22OQEP1955517342665704","FJD","5284"
"322","RO38WIDS8333780148947603","SHP","5285"
"323","RO52OKRO9652184853294836","MRO","5286"
"324","RO31DULO0704466839432492","BOB","5287"
"325","RO64RBNC8311743184682412","SHP","5288"
"326","RO22CKSR4757349559068731","MZN","5289"
"327","RO61NJDF7092950003658647","AZN","5290"
"328","RO27VMWF3426765916665142","THB","5291"
"329","RO52STPI4641268952177937","CHF","5292"
"330","RO71MOCN8675894990140217","HNL","5293"
"331","RO84FUEF9718297505936081","ZMW","5294"
"332","RO25ONBN9766777144239139","CNY","5295"
"333","RO56VFEB0510632347874570","XPF","5296"
"334","RO34UMDH6818534414795933","ERN","5297"
"335","RO85OAUS9386887940063159","KPW","5298"
"336","RO98IUTP0853667611974189","CDF","5299"
"337","RO89REIQ9399545509941194","NIO","5300"
"338","RO28KZUF3701557594005395","COP","5301"
"339","RO65YTLR4325478148280275","XCD","5302"
"340","RO04ANJE0949670061471199","VND","5303"
"341","RO03JUVL8487047927937271","QAR","5304"
"342","RO80YNHJ9117530276759121","ZMW","5305"
"343","RO51RZSO6646399953849142","LRD","5306"
"344","RO92LERB7524620128323166","KWD","5307"
"345","RO10WZDI9623699805330524","BHD","5308"
"346","RO46YZEA8320151294496003","ETB","5309"
"347","RO96LAOT7790206903291039","GIP","5310"
"348","RO74ZBXK6758548143835388","BIF","5311"
"349","RO69LXTA0746962401576018","MZN","5312"
"350","RO74QSEU7154317458734191","ZWD","5313"
"351","RO56MFMG8234305546258675","AFN","5314"
"352","RO84PGMV4753863741727685","JEP","5315"
"353","RO31RIRW4354703576054240","HUF","5316"
"354","RO31NYDZ1458961423688024","DOP","5317"
"355","RO24LVFS5040308483215780","MZN","5318"
"356","RO94WBYW8231392028310219","HRK","5319"
"357","RO09TRRY9361670851632710","GYD","5320"
"358","RO33RMDX8589089367009448","BIF","5321"
"359","RO37QHOM4518408742573549","CAD","5322"
"360","RO04CQRI3704264856913737","NZD","5323"
"361","RO68VIGB7185690259570681","XOF","5324"
"362","RO06UWHL1756131433879614","BYR","5325"
"363","RO86AZCP2189226239954264","GIP","5326"
"364","RO02XUQR1353044478958483","IMP","5327"
"365","RO53ZFQE3744239100040961","XDR","5328"
"366","RO09TGGY4804720658444873","MZN","5329"
"367","RO60DHVN9800299117141755","GHS","5330"
"368","RO52VJPC2786830056428021","LTL","5331"
"369","RO37RLKC7886426622676738","LYD","5332"
"370","RO58RUCQ5169496112944813","NPR","5333"
"371","RO92IGGF7251641406627628","SVC","5334"
"372","RO14RAKH9524206696227195","BAM","5335"
"373","RO03YVSL7462626699274761","SRD","5336"
"374","RO30DHMF8576607150642248","GEL","5337"
"375","RO49AYBS8341264707978310","LBP","5338"
"376","RO13BKVX4981215391115835","DKK","6202"
"377","RO79ZKSL0519205699844088","AZN","5339"
"378","RO88EARO3806198193983888","ZWD","5340"
"379","RO58RJPZ2347660178487107","CRC","5341"
"380","RO79ECIP1682687708530401","CZK","5342"
"381","RO53UGZE2549528805535925","GNF","5343"
"382","RO32PDZE4513821591411953","BND","5344"
"383","RO37BYFS6118696167732615","BWP","5345"
"384","RO17YQXV5704366175754849","VEF","5346"
"385","RO02ZCBX5126548582703907","VND","5347"
"386","RO53MQZV8481824375907908","BTN","5348"
"387","RO21JYQB0388110068854471","SAR","5349"
"388","RO49RYHY5605953879656484","NAD","5350"
"389","RO98DOZW3496600672780670","EUR","5351"
"390","RO53HQJY5547509877550570","PEN","5352"
"391","RO14VVMY2499234143944191","HKD","5353"
"392","RO26MCUL8663788953612489","GIP","5354"
"393","RO33MGYT4546184773322157","GIP","5355"
"394","RO69XCQV7099105267227981","DZD","5356"
"395","RO60XIZT9806059116292386","VND","5357"
"396","RO31PJGO7374547417757510","HNL","5358"
"397","RO05ATBZ5296319598438418","UYU","5359"
"398","RO17FHAG6062164613370119","MNT","5360"
"399","RO46BXTU8660802394858357","UAH","5361"
"400","RO51PMKM3351507399970074","MUR","5362"
"401","RO42ZUAC0228928169066508","HNL","5363"
"402","RO58DRRM0051123883852754","LYD","5364"
"403","RO51FMUB8296820109645461","AFN","5365"
"404","RO90GGRT3654344429298378","CNY","5366"
"405","RO03DHBA4992712861491317","TTD","5367"
"406","RO80XYAK1244408430888704","ERN","5368"
"407","RO78NDPM8505191574776660","CZK","5369"
"408","RO13ANWF9516935615395218","NIS","5370"
"409","RO09EBEG8746106511772165","XDR","5371"
"410","RO40BKLB2606066030799313","ETB","5372"
"411","RO17ABDI6384571881173552","MMK","5373"
"412","RO34LOTY6605917836181569","BMD","5374"
"413","RO02XXQX4289546735146012","UGX","5375"
"414","RO40TVBN5718921389586965","GYD","5376"
"415","RO83IEKP5746255060671132","ZMW","5377"
"416","RO83JEXL1207039787648377","MYR","5378"
"417","RO68NATH7192985307153382","CUC","5379"
"418","RO56XHQI9196026423711555","DZD","5380"
"419","RO71KJLB9268949435741736","ALL","5381"
"420","RO47BLFN2707802330599710","TOP","5382"
"421","RO03DPPA6098500949294392","PYG","5383"
"422","RO96BKTF1015355858887199","RWF","5384"
"423","RO95MZND4505578634088992","KHR","5385"
"424","RO98PMAV0319237561666186","SBD","5386"
"425","RO46YWAK2435881157470618","KHR","5387"
"426","RO35YIOM4498295483747816","INR","5388"
"427","RO09DMDQ3069991402112752","BMD","5389"
"428","RO16YPYV6530622632882822","YER","5390"
"429","RO90FSLY3851440239501324","DOP","5391"
"430","RO48YJIN2875519045038426","KES","5392"
"431","RO22BGHL5778885922285137","BOB","5393"
"432","RO55ZTKB6959163342630098","HKD","5394"
"433","RO33WTRZ8804908748624270","NOK","5395"
"434","RO95JDPI3741913087838894","AED","5396"
"435","RO22XXUS7661550975434050","MAD","5397"
"436","RO32WRDA3347952562641124","GTQ","5398"
"437","RO14YYOU1401531220142790","BOB","5399"
"438","RO70BEME5560829160079942","GEL","5400"
"439","RO92MIKD1405395380513647","NAD","5401"
"440","RO27NLWH8838668800743046","SLL","5402"
"441","RO42RVDM1765490271481574","THB","5403"
"442","RO51GOOG9730101959677839","HKD","5404"
"443","RO16TKMV4230527882609218","TZS","5405"
"444","RO12QLQW3189629308104534","BND","5406"
"445","RO69RBIM1146872133128401","ARS","5407"
"446","RO47DXSP7152944621664529","RUB","5408"
"447","RO45EZUD9490951192256765","CLP","5409"
"448","RO71LPAY6817704117676980","NZD","5410"
"449","RO51PZDC4087268019932845","BGN","5411"
"450","RO30PAWU5020059677378873","GYD","5412"
"451","RO47XHFZ9083931419303480","AED","5413"
"452","RO22DQAE5404262201433906","SAR","5414"
"453","RO70QVPR6852393179022696","SHP","5415"
"454","RO69SYQH4374388904889212","KPW","5416"
"455","RO22PIUI5132762644943317","BZD","5417"
"456","RO70CCLI8464525139473869","TTD","5418"
"457","RO74IULP5634460996234443","CHF","5419"
"458","RO06FSFG7901755825827966","CUC","5420"
"459","RO04ENMM2793797542437849","NZD","5421"
"460","RO21KSED9839473086869127","DZD","5422"
"461","RO90LQSA1190321784923326","DOP","5423"
"462","RO05FFYN9215341034942914","PYG","5424"
"463","RO77RXLQ1148933112205718","XAF","5425"
"464","RO69ZCTV7151650833139745","DKK","5426"
"465","RO79CNTE5618891268446620","UZS","5427"
"466","RO35RHVB3462403938920057","CZK","5428"
"467","RO02HWCH0864242682021631","JMD","5429"
"468","RO27JPEV4513441002643976","THB","5430"
"469","RO76LRDZ1398511256270883","RUB","5431"
"470","RO82WNNW3235616523194231","EUR","5432"
"471","RO88FEOR9361071725812644","AMD","5433"
"472","RO92VFTQ0618408057144794","GEL","5434"
"473","RO06TNHT5185891470891419","ISK","5435"
"474","RO42SVDB3102949164695895","IDR","5436"
"475","RO03JNIL0670476504217332","THB","5437"
"476","RO64NVEU9923290749039042","SYP","5438"
"477","RO74WZLE4679173088659523","MUR","5439"
"478","RO96ZMTR7837477283171963","PKR","5440"
"479","RO16XNWO4693708513349706","PLN","5441"
"480","RO29YUXF7658305021972907","NZD","5442"
"481","RO28LZOI9962852050842993","KPW","5443"
"482","RO74TZBX3327956823398852","PAB","5444"
"483","RO19XPJJ7450726923300963","KGS","5445"
"484","RO95DINI1149505430399604","SZL","5446"
"485","RO86DIWJ7223347398970753","GNF","5447"
"486","RO16MZJR4086363661795463","IDR","5448"
"487","RO59ODKF6446524971743917","KGS","5449"
"488","RO12STPV3971612754448859","AWG","5450"
"489","RO54AFMV8312747328413237","AZN","5451"
"490","RO64LEGI0969182528352738","CNY","5452"
"491","RO86CWIM7021768346901270","VUV","5453"
"492","RO88RALW8873788577635900","QAR","5454"
"493","RO77NOEG0717166298406203","GNF","5455"
"494","RO02CRVA2648374172981562","SGD","5456"
"495","RO68NMVQ9843822910696599","NGN","5457"
"496","RO03MTVD2301528358829071","GNF","5458"
"497","RO03IOBO0882115144007567","GMD","5459"
"498","RO76MVCG3330440968531582","CRC","6417"
"499","RO75DHVU3668681308169740","CVE","5460"
"500","RO97JOUR9234744991846477","JOD","5461"
"501","RO68HNZD1707362640296148","SDG","5462"
"502","RO94KIJR8861397168061736","VND","5463"
"503","RO96XUZO8383693051043373","IRR","5464"
"504","RO48ABHF5296690627357203","TOP","5465"
"505","RO83HRMN9321131605727673","DJF","5466"
"506","RO05FZWF4777943855924192","KRW","5467"
"507","RO27OZLL2110825390745653","HTG","5468"
"508","RO53OABX8257998783940614","VND","5469"
"509","RO09OYEA3719978163166342","SZL","5470"
"510","RO04OWOB5054444078459506","IQD","5471"
"511","RO30BVXR3603596720153932","BOB","5472"
"512","RO59RFER0801830896232918","RON","5473"
"513","RO23UPQZ5946961454761307","MOP","5474"
"514","RO49UEHW7205293798629392","CUP","5475"
"515","RO22BFDI2890559399433823","GIP","5476"
"516","RO85PZTN5908550455218548","UGX","5477"
"517","RO02BCTK6893167242764662","AFN","5478"
"518","RO45OHMP5577427862166150","TOP","5479"
"519","RO66QUVA7199368438866854","BMD","5480"
"520","RO61RHIN5817984597241230","EUR","5481"
"521","RO25IOPR5210505457691844","MOP","5482"
"522","RO59RFZM1643529922627046","MDL","5483"
"523","RO28WKAM0965632161281226","SAR","5484"
"524","RO06OMIX2631033098242329","CDF","5485"
"525","RO08KAZN2529983283397973","EUR","5486"
"526","RO41KJCR3619042091775213","XDR","5487"
"527","RO33WGNM0079735625367226","VEF","5488"
"528","RO76GAAA2717036396491795","HUF","5489"
"529","RO86AYTJ3719366420750649","XPF","5490"
"530","RO60TGYQ9492742345918723","SLL","5491"
"531","RO16QQDL1558585437889331","AWG","5492"
"532","RO08CCHW8190822862429260","LTL","5493"
"533","RO21TVAD1281830771986849","MWK","5494"
"534","RO18ZOQL4794832984877886","BAM","5495"
"535","RO09NQQL5067020159139890","UZS","5496"
"536","RO27WTPK1055468923096045","MUR","5497"
"537","RO29MCXN6761983678169492","KYD","5498"
"538","RO91FBPE9577103886080655","UZS","5499"
"539","RO11NELW5562950763052780","KHR","5500"
"540","RO85ZHLP5882100856234218","DKK","5501"
"541","RO45LWOF0170396952418735","AWG","5502"
"542","RO35FZHQ2718873741496885","TJS","5503"
"543","RO69EEYG6190421888963782","SAR","5504"
"544","RO84TGIT9397726790490373","SRD","5505"
"545","RO26ZRXT0264334855706510","MMK","5506"
"546","RO68YVEH5229526605481525","MAD","5507"
"547","RO84KTIQ2882675794442985","CZK","5508"
"548","RO43ABDO0146175204496567","TOP","5509"
"549","RO89CRWZ4935841796168577","JOD","5510"
"550","RO30KMBY8120291625395963","NIS","5511"
"551","RO20KHQY6769830251167375","SZL","5512"
"552","RO44CZAT4007574319762223","BMD","5513"
"553","RO95TQHN2061546406384993","MZN","5514"
"554","RO42KNPO8444010718098480","DKK","5515"
"555","RO94BLFE1314137408696269","HUF","5516"
"556","RO79YGQF7235912934997431","NPR","5517"
"557","RO05ZACS3500819067575453","XDR","5518"
"558","RO75UGTB2757581628087864","EUR","5519"
