"economic_id","iban","currency","user_id"
"148","RO11JIBE7051334910731797","SZL","10102"
"149","RO87YMEX6217300693868018","HKD","10103"
"150","RO66EXPD6751600513569467","ISK","10104"
"151","RO07HWPL6636534545491316","AMD","10105"
"152","RO64KRJJ1869485270343016","CUC","10106"
"153","RO94HJFT3469008539038250","UAH","10107"
"154","RO29NZOY6665495373217322","CVE","10108"
"155","RO52SASZ0690208884911959","TVD","10109"
"156","RO88IGOZ0043975320188698","BZD","10110"
"157","RO15SPID6848156394750959","DZD","10111"
"158","RO77SDKP7592871716323700","MNT","10112"
"159","RO58DUXR5929519712134172","FKP","10113"
"160","RO73HCAJ7641506874894452","CUP","10114"
"161","RO36RNPF5898317414183980","PAB","10115"
"162","RO79ICIQ8609452894110712","IRR","10116"
"163","RO97WAVG8976558484519064","LYD","10117"
"164","RO93JMND7474871541356004","MZN","10118"
"165","RO32GEGR6023116007777450","LAK","10119"
"166","RO20PPPR3131668594182570","HTG","10120"
"167","RO96KKQT8667155973673726","BHD","10121"
"168","RO59XICP5610349595409053","BBD","10122"
"169","RO45NLFV1318458782686904","BSD","10123"
"170","RO08JSBM7866464090278176","GNF","10124"
"171","RO48ORQR4136074092889267","BYR","10125"
"172","RO60JDGB0274773163781301","SVC","10126"
"173","RO82KIVQ3612330631916028","CRC","10127"
"174","RO32BLSX3095096889852524","SLL","10128"
"175","RO61YOJG5475987172386732","AZN","10129"
"176","RO79GNWJ9030869804377340","LTL","10130"
"177","RO49ADLN2622555794229232","ERN","10131"
"178","RO27OSBL4364125889307121","NAD","10132"
"179","RO96NDWN8726901122047863","GIP","10133"
"180","RO11JPLO4300616945741460","KGS","10134"
"181","RO04WJCW5353680923239729","BDT","10135"
"182","RO96CHVM8086913194043792","JMD","10136"
"183","RO18OZVE7089239566977860","UAH","10137"
"184","RO44GHMI0897503820812087","NAD","10138"
"185","RO60MBPN5556466693732530","GNF","10139"
"186","RO03EYNV0142987727631426","STD","10140"
"187","RO05XIVR6972113674529040","NIS","10141"
"188","RO97LHEV0276137695593167","SGD","10142"
"189","RO80CBNB9622002330174118","CDF","10143"
"190","RO82MFLT6705948534982187","BGN","10144"
"191","RO55LWIH0484033493421016","XOF","10145"
"192","RO66LDBX9864015925325419","UZS","10146"
"193","RO10YPVR4599614558907090","AOA","10147"
"194","RO85JZXT2798578095177083","NPR","10148"
"195","RO96ESIY0249528828411774","DJF","10149"
"196","RO82YBAA6697194218081787","CVE","10150"
"197","RO19LHIA5373801567809554","ZMW","10151"
"198","RO46QUPR6972321152019505","BGN","10152"
"199","RO72VWHJ6316863773849742","BHD","10153"
"200","RO33CAYD8746127891694104","DOP","10154"
"201","RO86DXBB5568472838765006","ANG","10155"
"202","RO54NLZF0267649919032239","PYG","10156"
"203","RO40USCD6379028556047672","TWD","10157"
"204","RO83RJRY0920207019323640","DZD","10158"
"205","RO03XZOU9410700091240941","SCR","10159"
"206","RO14NLME7272568553148681","GNF","10160"
"207","RO82HLZF7308159853542177","MVR","10161"
"208","RO88WBNT0775726374964488","SRD","10162"
"209","RO09LDQL5572609726238511","KRW","10163"
"210","RO78ZEKB1633282042038027","MNT","10164"
"211","RO42HUEQ0991025591042236","SCR","10165"
"212","RO45TGKF0568633089691852","INR","10166"
"213","RO03NXEK4207670976910996","BIF","10167"
"214","RO51XHYO0363151344037504","DZD","10168"
"215","RO37PUFE2761257605052327","CUC","10169"
"216","RO75QFAR4873624612075802","MXN","10170"
"217","RO47QVYM2326918073522700","DJF","10171"
"218","RO29VKFV9789766582767693","IDR","10172"
"219","RO48ISOL7163445461700350","MDL","10173"
"220","RO96HQVR2297078845964927","MZN","10174"
"221","RO02GVYQ2044136169662876","JOD","10175"
"222","RO21MLEX6803340812986056","TND","10176"
"223","RO03SOYC0621436338917719","SCR","10177"
"224","RO53PTGT0093298489424657","SOS","10178"
"225","RO92IKNO0003489409293399","NGN","10179"
"226","RO33ZDES9983683523627804","IRR","10180"
"227","RO48ESWJ1081827272346856","GBP","10181"
"228","RO94GFFH5571182788871299","SVC","10182"
"229","RO09MQIR0020253652548688","TOP","10183"
"230","RO93DSIV9140811518030354","AFN","10184"
"231","RO97BMNC9087882267272189","TOP","10185"
"232","RO91UEEF0292942088930128","SEK","10186"
"233","RO06MEGK9611604210330252","RON","10187"
"234","RO22NAXI6857688417043519","BBD","10188"
"235","RO72HJCS8376989784774678","DZD","10189"
"236","RO06TSUM9365177822086458","YER","10190"
"237","RO92IYUC0439495166475032","KYD","10191"
"238","RO26PEFU0685211032241242","SCR","10192"
"239","RO92LWGX2266847617244316","GMD","10193"
"240","RO10FTND9267900365755912","OMR","10194"
"241","RO85GUAH5084010400381283","ZMW","10195"
"242","RO93ZVCK5122964430327233","JEP","10196"
"243","RO05NJJG7927551482801466","PHP","10197"
"244","RO22EVFT2439517593845347","GTQ","10198"
"245","RO81UBSL3135048566282389","JPY","10199"
"246","RO91SZHW4473979335936357","LRD","10200"
"247","RO97JGEF6831355560299431","XCD","10201"
"248","RO37SFFB7482818626777251","YER","10202"
"249","RO48BVDT0557639446370730","CHF","10203"
"250","RO23RYSM2108308849138641","SBD","10204"
"251","RO61VBWS6097503545139980","XDR","10205"
"252","RO55FPTV5755904029338917","BSD","10206"
"253","RO10QGXX0766875516182514","FKP","10207"
"254","RO65PQDN1968272462496122","GHS","10208"
"255","RO63VTCO3287094552819645","SGD","10209"
"256","RO63HETU3279671011904319","KWD","10210"
"257","RO90NRJJ6909822268293342","IRR","10211"
"258","RO51BMAK8287754683534845","HTG","10212"
"259","RO84QQXR6035599638248899","ZMW","10213"
"260","RO33SCIB3968509087703815","TMT","10214"
"261","RO22PVCP3589694257151426","TZS","10215"
"262","RO97GBEB3139420884115637","PKR","10216"
"263","RO55GEXM8896683960802514","BAM","10217"
"264","RO85IGTW0367714795247009","GYD","10218"
"265","RO80SKFP8708421704369928","SYP","10219"
"266","RO78LLHN6871761435069565","NIO","10220"
"267","RO87BFPJ5077344739993386","BTN","10221"
"268","RO67KKQF3323094137464890","KES","10222"
"269","RO52BEAS6601119319447515","MAD","10223"
"270","RO43LBJQ1808035623784475","TOP","10224"
"271","RO63QBJL4499802330039980","SRD","10226"
"272","RO16EYYV4727763276792945","KZT","10227"
"273","RO84BOGN2285753815545066","AED","10228"
"274","RO50CWOT6418566285944853","XOF","10229"
"275","RO35FDDV6343614831834271","SDG","10230"
"276","RO79AZYA4777782613279890","TZS","10231"
"277","RO31IMGB3077382141007163","JOD","10232"
"278","RO53IMYE8069274808396762","CZK","10233"
"279","RO19ELOS8585638731498727","CRC","10234"
"280","RO62LLCN5494020609033544","AUD","10235"
"281","RO77FJQO4027786291449091","MOP","10236"
"282","RO21VUPH5622000091801336","STD","10237"
"283","RO35SUQG1235536092642652","TWD","10238"
"284","RO07FZAX5109406896749106","SVC","10239"
"285","RO02QASK4022254692789950","RON","10240"
"286","RO17ADKD8976170389283714","IRR","10241"
"287","RO64UMIU8712655525781571","WST","10242"
"288","RO08RUMT7563968332579073","MXN","10243"
"289","RO60AKNZ9569628643700429","BND","10244"
"290","RO31QVPE2677923332647206","SZL","10245"
"291","RO09IHHC4748528740227260","LSL","10246"
"292","RO44ODSE7190932211724625","MRO","10247"
"293","RO29TSGC7872920608559303","KZT","10248"
"294","RO73YVLZ7791768499905823","MUR","10249"
"295","RO05CQTM9614041448392436","MOP","10250"
"296","RO11QJAY6343246887063348","CHF","10251"
"297","RO14SIZS1985870365781395","DJF","10252"
"298","RO53ZYJV7433126279739700","ETB","10253"
"299","RO75UDCC0900160991639305","RUB","10254"
"300","RO44KRSH2154561141431974","BDT","10255"
"301","RO23XBOX4432089745252148","GGP","10256"
"302","RO39FNMO9483894964700918","ERN","10257"
"303","RO05DKRC5776054418310047","ALL","10258"
"304","RO61FCVJ9486077109444833","SYP","10259"
"305","RO89UPVM9721820915601422","GYD","10260"
"306","RO77AUKK1256780886653461","LSL","10261"
"307","RO60XSTL6055601931966513","CHF","10262"
"308","RO35JUDL9166311910179388","TVD","10263"
"309","RO89RRSX9044133964423245","BMD","10264"
"310","RO72ORKS3037083353605746","TOP","10265"
"311","RO59QXCW2107910828143488","XCD","10266"
"312","RO57QMPV2699040917546851","UGX","10267"
"313","RO50MLSJ9021360784256830","SHP","10268"
"314","RO20ZDPL5756337802640732","AZN","10269"
"315","RO92MLAK0553967754439444","JPY","10270"
"316","RO27VVEQ1769901356395292","SEK","10271"
"317","RO12WUNZ2881415227431117","MNT","10272"
"318","RO12ZYFW0359222169003373","FJD","10273"
"319","RO35VHOC8574718566178379","RON","10274"
"320","RO93IVHF4654462408307572","MXN","10275"
"321","RO24IIKT0616221487262740","XDR","10276"
"322","RO11LCQG7621871446646735","GGP","10277"
"323","RO89ZUXH7330950979406588","SHP","10278"
"324","RO23UBTE0719488975897719","XPF","10279"
"325","RO91EGMC6712412003504429","MDL","10280"
"326","RO74VNYC4983785814687007","NOK","10281"
"327","RO52SSMP4655816224935640","KMF","10282"
"328","RO14IRML0658758446278250","XOF","10283"
"329","RO25ROKY3677517705131840","SPL","10284"
"330","RO60JZYJ4048444434405071","GNF","10285"
"331","RO54XKNO3024207124124827","SZL","10286"
"332","RO82KJHQ7328029846604007","JPY","10287"
"333","RO90FUDT0773446277729269","CUC","10288"
"334","RO88CJKH5043733456548579","BDT","10289"
"335","RO11YJNE5791133261376967","PLN","10290"
"336","RO72XZQT8087989015848531","IDR","10291"
"337","RO51FCVU2418794568357828","ALL","10292"
"338","RO41REVP1032746551866927","AZN","10293"
"339","RO56VDFE1196086253061672","CAD","10294"
"340","RO63IZGC8803144878221278","VND","10295"
"341","RO07SQXX7477835875649892","TTD","10296"
"342","RO90NJMU5638969820143789","GMD","10297"
"343","RO73NOEV1279966572680789","VUV","10298"
"344","RO11KFAB2771048300522186","GBP","10299"
"345","RO07FFHR5481784117394188","MNT","10300"
"346","RO07URCE5903226034772989","BAM","10301"
"347","RO68EIWY4223155698628118","LRD","10302"
"348","RO54QOJZ1685568713928584","RON","10303"
"349","RO31TWTS6350355421380929","AUD","10304"
"350","RO29DHKE8841961074305283","BHD","10305"
"351","RO15VLGO0347236975390828","HKD","10306"
"352","RO80LZRE3215694984223880","KWD","10307"
"353","RO43OWJX4465975862956005","ARS","10308"
"354","RO12KHLZ0521633933750759","LRD","10309"
"355","RO31BEDZ0431857273854450","QAR","10310"
"356","RO25PXUP6847354696278886","CRC","10311"
"357","RO08FAWO8313336935421860","EGP","10312"
"358","RO53SKIC9667654081747838","LBP","10313"
"359","RO63EAKF0650472108533346","THB","10314"
"360","RO80LGHZ5766549384721193","TOP","10315"
"361","RO12CRZU0612688279249729","VEF","10316"
"362","RO42JNOA3625586328520120","JMD","10317"
"363","RO67VZOC3415846201954333","ALL","10318"
"364","RO93IJGF9215810360203617","KGS","10319"
"365","RO26JOBK0282067874720802","JEP","10320"
"366","RO82YDUL3215351831132838","AWG","10321"
"367","RO45HICA0400525075782593","UYU","10322"
"368","RO63KHIH8442859206144213","KHR","10323"
"369","RO70YZSN3486990676263177","AMD","10324"
"370","RO28JEEQ9515094497835045","PGK","10325"
"371","RO30LRUK2578195593492357","TTD","10326"
"372","RO15WIOM9449026434441402","CRC","10327"
"373","RO14LHZX1232960906208743","USD","10328"
"374","RO52MLRX4294421884253530","XAF","10329"
"375","RO47IUUB2888698348254533","SHP","10330"
"376","RO77BRTN9112353412277872","EGP","10331"
"377","RO09DTMM6534839976601191","KYD","10332"
"378","RO56JEES1232285410220587","NGN","10333"
"379","RO11NHFP2038324994437515","SDG","10334"
"380","RO06UACI5958828345052133","BND","10335"
"381","RO82XDMI4173272599252533","AUD","10336"
"382","RO04JPSH0819130759409022","PAB","10337"
"383","RO11IPZQ3942493692787361","DOP","10338"
"384","RO89VMVZ7155966728150978","BIF","10339"
"385","RO67LNEH5007730419184245","INR","10340"
"386","RO96JKCH9345757014021713","GIP","10341"
"387","RO42SGPD0669706192642788","HTG","10342"
"388","RO05UPHZ9903507813018007","KES","10343"
"389","RO35TVLB3837604142657181","CAD","10344"
"390","RO61SJIB9109117269646418","TZS","10345"
"391","RO32DISP7192646910568447","SAR","10347"
"392","RO07HAZC5046106658604252","TOP","10348"
"393","RO72PBZP5880792076947192","TRY","10349"
"394","RO21DHGK4405979589734145","JOD","10350"
"395","RO43BZWQ4814040881976005","CLP","10351"
"396","RO64IHRO3393300555481285","TWD","10352"
"397","RO45KICQ0024665585644444","NIS","10353"
"398","RO20YWZG0210835998774459","AED","10354"
"399","RO21VVLN5206990986208800","PKR","10355"
"400","RO48XDHQ8859708134020502","TWD","10356"
"401","RO44HOYW1171415775042455","SLL","10357"
"402","RO57LTGA8377473627554208","SRD","10358"
"403","RO14XRCY1749213079625395","PYG","10359"
"404","RO70KTJZ6093664157542501","XAF","10360"
"405","RO38GFYQ8689786748704790","CDF","10361"
"406","RO03PXTB1040052875302775","EGP","10362"
"407","RO31MNVK9152759454077584","MKD","10363"
"408","RO47THXR9973673691936753","GNF","10364"
"409","RO81UAVS3540640371158669","SVC","10365"
"410","RO15RMDS1882702714305909","TOP","10366"
"411","RO74VEOP6815296372541870","SOS","10367"
"412","RO49TUFB3487212781504562","KGS","10368"
"413","RO97YXQD1873857074235663","AZN","10369"
"414","RO32RBUR5026063127541999","TVD","10370"
"415","RO94GRQK3021726179017527","KMF","10371"
"416","RO60JWIN8110311457075541","PLN","10372"
"417","RO75USDH9796530550718466","PLN","10373"
"418","RO91VINE3847121382088709","KZT","10374"
"419","RO18CNML7071156028162578","EUR","10375"
"420","RO42MGDG2500689697877258","UAH","10376"
"421","RO80NPZG4276947363111230","GEL","10377"
"422","RO70APEX6810702144231729","SLL","10378"
"423","RO46VJLO7394253467531782","COP","10379"
"424","RO34VFZB3294660008258068","MRO","10380"
"425","RO71YFDQ2408114646536987","XCD","10381"
"426","RO48OTHL4398398298225848","CRC","10382"
"427","RO29PDFP7737402223219633","PLN","10383"
"428","RO37DAXX9640378438125240","TWD","10384"
"429","RO77PGSC0802798258060108","AUD","10385"
"430","RO95VCLK9454707803114606","XAF","10386"
"431","RO88LYKB5230339450991928","GIP","10387"
"432","RO53BMRZ3804960193715503","MYR","10388"
"433","RO13FZMG0480645760020821","XOF","10389"
"434","RO68NJAX8904705371699520","AWG","10390"
"435","RO24LOCI6922595748903214","ALL","10391"
"436","RO34ZMRA3577824434718017","LBP","10392"
"437","RO06FISP5784084724072568","KZT","10393"
"438","RO89IENS7780445797164406","RSD","10394"
"439","RO44DNBB5703289141388441","IDR","10395"
"440","RO22MBUC9221864179960566","SGD","10396"
"441","RO12SMAJ7303023407685172","SEK","10397"
"442","RO97WGTQ0296870041904358","AED","10398"
"443","RO92IKXW5768627980572832","SLL","10399"
"444","RO04ZCRJ1472507283782768","UYU","10400"
"445","RO15SYMD2667067178468304","CHF","10401"
"446","RO55MAEE3169798300050810","AFN","10402"
"447","RO54WEOT4345583565132605","SYP","10403"
"448","RO29TNMZ7987435619532552","UAH","10404"
"449","RO43ZTPH7060799891514280","MGA","10405"
"450","RO40YXKG3917372588331934","NPR","10406"
"451","RO34ZEAW7797237806036641","MUR","10407"
"452","RO63KMRR3818537231722818","ETB","10408"
"453","RO36ZBIZ0222052850733961","DOP","10409"
"454","RO74WVOV0053255757096144","CUC","10410"
"455","RO09LUUO4017154657762297","AWG","10449"
"456","RO54VSNI5663204106596837","KHR","10411"
"457","RO44GERT2924599416023923","EUR","10412"
"458","RO27YCGJ6076588940178906","BDT","10413"
"459","RO13AFMP6578936737461559","COP","10414"
"460","RO08ZDEY5134906755678297","MOP","10415"
"461","RO94JOFC3495766926272968","BND","10416"
"462","RO51VNAP0760943925232029","KZT","10417"
"463","RO34HEPV5464546449870565","GEL","10418"
"464","RO26DTZV4292855219340255","MAD","10419"
"465","RO95YEFH0735036365138234","OMR","10420"
"466","RO37IUTK8341081494972219","BOB","10421"
"467","RO73MONJ6091653059191595","INR","10422"
"468","RO07IRHS6682977614605017","KYD","10423"
"469","RO29WBUY2714297641128047","LAK","10424"
"470","RO74YCXZ9199200372485985","ZMW","10425"
"471","RO58OXMJ1937616852432726","PGK","10426"
"472","RO92DZGT0139876527326731","IQD","10427"
"473","RO28LRFH5692537442946128","NZD","10428"
"474","RO58VMKZ9521326042155007","NPR","10429"
"475","RO88HRKV6325338441927999","COP","10430"
"476","RO44MNEU5630725274544181","DJF","10431"
"477","RO48QJBQ4403862334122939","STD","10432"
"478","RO04OFPG2628989844569111","HRK","10433"
"479","RO54BXPK5955197718790533","IMP","10434"
"480","RO77QHRD0412926553240074","UGX","10435"
"481","RO09JNZM6055542384396893","PLN","10436"
"482","RO18ZGKQ4684640396223718","WST","10437"
"483","RO62WZCS8105838768754795","VEF","10438"
"484","RO45DMDE2037608037961967","TVD","10439"
"485","RO59KZTL7194542924676753","PYG","10440"
"486","RO40SMKY7900810339262483","SAR","10441"
"487","RO94LYTJ9014371289656366","MZN","10442"
"488","RO67KEWP4811046393072154","UGX","10443"
"489","RO61WETR6159986686486500","XCD","10444"
"490","RO80XMXJ0008650192493439","THB","10445"
"491","RO74WBTR2471365968416859","TWD","10446"
"492","RO12QEAH9199608115470678","DJF","10447"
"493","RO61YTMK6691892893045169","BHD","10448"
"494","RO92XBKZ3420502356422456","TRY","10450"
"495","RO27DLVV6626834383510017","NPR","10451"
"496","RO62GDHP1750621124348278","BBD","10452"
"497","RO85YKRM7311155726948499","NZD","10453"
"498","RO97MPTK4292921466245890","PEN","10454"
"499","RO79UNPK6185788508285428","XCD","10455"
"500","RO17TEBD5870989960802143","SLL","10456"
"501","RO51ZJPD0471015395470519","CRC","10457"
"502","RO73CLNK6578786925263132","NIO","10458"
"503","RO08FJFT1389570885509606","TZS","10459"
"504","RO07JMTC3459778325327331","RWF","10460"
"505","RO71HKWI4111643703161905","NIO","10461"
"506","RO80YCNQ1782952672605287","BWP","10462"
"507","RO74SUWF5747056890800010","CUC","10463"
"508","RO53DIEO4417744746057577","BRL","10464"
"509","RO22RCVB8927566935096805","HKD","10465"
"510","RO20LMWW9885364680960398","PYG","10466"
"511","RO79IQJW1935380272182811","CUC","10467"
"512","RO25IFNX3143140810795141","GHS","10468"
"513","RO32LVXM5186836985000612","GIP","10469"
"514","RO58RHEP0768617732800686","BMD","10470"
"515","RO93GWKM6557060205893454","TJS","10471"
"516","RO42DWHQ6630052923664801","CRC","10472"
"517","RO65WRMZ9631079146900236","CHF","10473"
"518","RO54GNRJ5783164824989263","SCR","10474"
"519","RO85VSMX1723199342405123","UZS","10475"
"520","RO46BWVD3239764910970664","LBP","10476"
"521","RO93WCQX1772809514701233","CUP","10477"
"522","RO87MRPQ9020684458571555","MMK","10478"
"523","RO67WPLA9299577113982569","VND","10479"
"524","RO56UQVU2286051848343880","MUR","10480"
"525","RO60ERIA0695222411152125","CHF","10481"
"526","RO90ORCI4939662473756448","RUB","10482"
"527","RO56SXOG6994746482806578","BSD","10483"
"528","RO45PHXW2274845490815059","GMD","10484"
"529","RO15NEZS3484269578646740","GIP","10485"
"530","RO90NXEP6483155184597534","GTQ","10486"
"531","RO32IZUG0160672647708386","CNY","10488"
"532","RO48BYCE9439737407991375","XPF","10489"
"533","RO60YESQ8621148592116741","CZK","10490"
"534","RO45QSEB8759374116735202","UGX","10491"
"535","RO72ZEFN8505925639863420","DJF","10492"
"536","RO60ATMC5652256213164601","ERN","10493"
"537","RO98YUTP8137108263968955","BOB","10494"
"538","RO77DAIQ8972933919930216","KYD","10495"
"539","RO83RLQG6489663134846902","HRK","10496"
"540","RO41ALNA1838513443713503","PKR","10497"
"541","RO17ANNQ9831198294104974","SHP","10498"
"542","RO69HZEX8723638374522262","NIO","10499"
"543","RO22UFNM3608040871844211","SCR","10500"
"544","RO78WGUU4378339831578453","BIF","10501"
"545","RO80NJRI3210823192900046","HNL","10502"
"546","RO87QDWN6574994221738214","BSD","10503"
"547","RO36VXRI4129464791366445","MGA","10504"
"548","RO48DNCU1134794629900844","RUB","10505"
"549","RO71MAUV2206191773059635","BMD","10506"
"550","RO69RVAW9209545672383249","JMD","10507"
"551","RO71APEA3544888996831060","PGK","10508"
"552","RO15LPNO2694774210025886","IRR","10509"
"553","RO80LWFY0327196283051106","TJS","10510"
"554","RO76PGWW2864423488585583","JMD","10511"
"555","RO40OVFK6609881504613278","BND","10512"
"556","RO29FULD7896761715931148","HKD","10513"
"557","RO40IRVO1951980602431342","NZD","10514"
