"user_id","first_name","last_name"
"10189","Mihaela","Tomescu"
"10190","Letiția","Pop"
"10191","Romanița","Pop"
"10192","Aurel","Cristea"
"10193","Ruxandra","Popescu"
"10194","Constanța","Barbu"
"10195","Ludmila","Ababei"
"10196","Timotei","Toma"
"10197","Cristobal","Mazilescu"
"10198","Geta","Eftimie"
"10199","Filofteia","Gheorghiu"
"10200","Lelia","Niță"
"10201","Ioan","Cristea"
"10202","Eva","Eftimie"
"10203","Vlad","Ababei"
"10204","Nicolae","Diaconescu"
"10205","Octav","Ioniță"
"10206","Flavia","Dinu"
"10207","Tudorița","Cristea"
"10208","Melania","Nemeș"
"10209","Stancu","Albu"
"10210","Florentina","Florea"
"10211","Livia","Suciu"
"10212","Ruxanda","Mazilescu"
"10213","Ștefan","Oprea"
"10214","Estera","Marin"
"10215","Gicu","Preda"
"10216","Sonia","Stoica"
"10217","Octav","Ardelean"
"10218","Sorana","Gheorghiu"
"10219","Remus","Diaconu"
"10220","Ghiță","Suciu"
"10221","Aureliana","Nemeș"
"10222","Nicu","Ardelean"
"10223","Nicoară","Tudor"
"10224","Ionelia","Ionescu"
"10226","Ilarie","Tomescu"
"10227","Valter","Marin"
"10228","Geanina","Marin"
"10229","Tincuța","Georgescu"
"10230","Ciprian","Manole"
"10231","Fiona","Aanei"
"10232","Iustinian","Dobre"
"10233","Marcel","Preda"
"10234","Roberta","Popa"
"10235","Nicolae","Pop"
"10236","Emanuil","Cristea"
"10237","Claudiu","Tudor"
"10238","Anica","Ioniță"
"10239","Adelaida","Manole"
"10240","Andrada","Gheorghiu"
"10241","Ducu","Popescu"
"10242","Leontin","Nistor"
"10243","Carolina","Stănescu"
"10244","Marcu","Mazilescu"
"10245","Loredana","Stănescu"
"10246","Florina","Suciu"
"10247","Lică","Marin"
"10248","Robert","Ene"
"10249","Nicolaie","Dinu"
"10250","Ludovica","Voinea"
"10251","Sava","Dumitrescu"
"10252","Maia","Toma"
"10253","Anuța","Diaconu"
"10254","Valentin","Eftimie"
"10255","Dorinel","Stănescu"
"10256","Antonia","Stan"
"10257","Cosmina","Georgescu"
"10258","Aurelia","Popescu"
"10259","Gheorghe","Pop"
"10260","Emil","Dumitrescu"
"10261","Floriana","Ene"
"10262","Estera","Aanei"
"10263","Elodia","Ene"
"10264","Aureliana","Stancu"
"10265","Lorena","Manole"
"10266","Ana","Ene"
"10267","Cecilia","Toma"
"10268","Astrid","Tomescu"
"10269","Brândușa","Dima"
"10270","Georgia","Popescu"
"10271","Măriuca","Stănescu"
"10272","Iurie","Niță"
"10273","Monica","Diaconescu"
"10274","Blanduzia","Dinu"
"10275","Zaraza","Dinu"
"10276","Horea","Tabacu"
"10277","Viorel","Dima"
"10278","Saveta","Ene"
"10279","Stan","Oprea"
"10280","Mihai","Diaconescu"
"10281","Corina","Gheorghiu"
"10282","Milena","Dumitrescu"
"10283","Veniamin","Nemeș"
"10284","Dorinel","Ionescu"
"10285","Niculiță","Popa"
"10286","Ladislau","Gheorghiu"
"10287","Horea","Popa"
"10288","Axenia","Mazilescu"
"10289","Delia","Oprea"
"10290","Robert","Voinea"
"10291","Luca","Ioniță"
"10292","Teohari","Tabacu"
"10293","Bebe","Albu"
"10294","Monalisa","Diaconescu"
"10295","Natalia","Popa"
"10296","Sorin","Dinu"
"10297","Florența","Mazilescu"
"10298","Catrina","Nemeș"
"10299","Viorel","Eftimie"
"10300","Silvana","Stoica"
"10301","Raul","Diaconu"
"10302","Tiberia","Stancu"
"10303","Florian","Suciu"
"10304","Anuța","Tomescu"
"10305","Codin","Dumitrescu"
"10306","Ligia","Florea"
"10307","Nicodim","Dinu"
"10308","Octavian","Albu"
"10309","Dumitru","Cristea"
"10310","Roza","Ionescu"
"10311","Speranța","Dumitrescu"
"10312","Liviu","Dima"
"10313","Erica","Toma"
"10314","Adi","Mazilescu"
"10315","Bănel","Preda"
"10316","Remus","Mazilescu"
"10317","Gențiana","Nemeș"
"10318","Georgel","Tomescu"
"10319","Alexandra","Ene"
"10320","Horia","Ionescu"
"10321","Francesca","Ene"
"10322","Aurelia","Nemeș"
"10323","Evanghelina","Cristea"
"10324","Florina","Suciu"
"10325","Steliana","Niță"
"10326","Damian","Stancu"
"10327","Ionelia","Mazilescu"
"10328","Bogdan","Tomescu"
"10329","Cătălin","Stănescu"
"10330","Ștefana","Ene"
"10331","Anabela","Aanei"
"10332","Casian","Tabacu"
"10333","Theodor","Cristea"
"10334","Octaviu","Oprea"
"10335","Diana","Cristea"
"10336","Marcheta","Nistor"
"10337","Pamela","Ene"
"10338","Cristofor","Aanei"
"10339","Gheorghe","Aanei"
"10340","Ștefana","Barbu"
"10341","Octaviu","Ionescu"
"10342","Florian","Cristea"
"10343","Carla","Cristea"
"10344","Olimpian","Oprea"
"10345","Ivan","Ababei"
"10347","Fabia","Pușcașu"
"10348","Speranța","Florea"
"10349","Alice","Nistor"
"10350","Mara","Gheorghiu"
"10351","Mariana","Tomescu"
"10352","Veniamin","Nistor"
"10353","Eftimie","Aanei"
"10354","Casian","Voinea"
"10355","Voicu","Ioniță"
"10356","Constanța","Gheorghiu"
"10357","Clara","Georgescu"
"10358","Ivan","Cristea"
"10359","Costache","Nistor"
"10360","Inocențiu","Ene"
"10361","Codrin","Stănescu"
"10362","Florin","Toma"
"10363","Marilena","Florea"
"10364","Natașa","Stoica"
"10365","Mărioara","Gheorghiu"
"10366","Ligia","Gheorghiu"
"10367","Ruxanda","Mocanu"
"10368","Brândușa","Nistor"
"10369","Iridenta","Tomescu"
"10370","Nicoleta","Pușcașu"
"10371","Cosmina","Tomescu"
"10372","Leopoldina","Stan"
"10373","Sofia","Georgescu"
"10374","Dragoș","Dinu"
"10375","Călin","Pușcașu"
"10376","Margareta","Mazilescu"
"10377","Iulian","Oprea"
"10378","Andra","Barbu"
"10379","Ana","Popescu"
"10380","Gabriel","Dumitrescu"
"10381","Cătălina","Stoica"
"10382","Nechifor","Nemeș"
"10383","Traian","Oprea"
"10384","Nora","Mocanu"
"10385","Adriana","Marin"
"10386","Costin","Stancu"
"10387","Dafina","Ardelean"
"10388","Ducu","Eftimie"
"10389","Dorin","Suciu"
"10390","Aurelian","Barbu"
"10391","Leana","Georgescu"
"10392","Cecilia","Dochioiu"
"10393","Gelu","Suciu"
"10394","Georgia","Stănescu"
"10395","Gabi","Dumitrescu"
"10396","Nicuță","Dima"
"10397","Florentina","Ardelean"
"10398","Ovidiu","Mocanu"
"10399","Maxim","Popa"
"10400","Dorian","Stoica"
"10401","Simona","Aanei"
"10402","Vlad","Ene"
"10403","Aura","Popescu"
"10404","Stancu","Ababei"
"10405","Aurica","Dobre"
"10406","Anghel","Ardelean"
"10407","Hortensia","Stan"
"10408","Malvina","Voinea"
"10409","Alida","Barbu"
"10410","Nicuță","Georgescu"
"10449","Simona","Nemeș"
"10411","Grațiela","Eftimie"
"10412","Gicu","Niță"
"10413","Iustinian","Oprea"
"10414","Sabina","Popescu"
"10415","Cătălina","Suciu"
"10416","Aura","Aanei"
"10417","Fiona","Cristea"
"10418","Voichița","Eftimie"
"10419","Mariana","Toma"
"10420","Jasmina","Popa"
"10421","Sandu","Nistor"
"10422","Ilarion","Popescu"
"10423","Mirabela","Tabacu"
"10424","Silvia","Ene"
"10425","Ioanina","Stan"
"10426","Oana","Ene"
"10427","Cristian","Ababei"
"10428","Albert","Stoica"
"10429","Doina","Manole"
"10430","Beniamin","Nemeș"
"10431","Alberta","Ionescu"
"10432","Horațiu","Marin"
"10433","Filip","Ionescu"
"10434","Lia","Marin"
"10435","Severin","Dumitrescu"
"10436","Arsenie","Diaconescu"
"10437","Constantina","Ene"
"10438","Florentina","Nemeș"
"10439","Aurel","Mocanu"
"10440","Theodor","Mocanu"
"10441","Viorel","Mocanu"
"10442","Sanda","Pușcașu"
"10443","Eugenia","Dinu"
"10444","Milena","Nemeș"
"10445","Valter","Eftimie"
"10446","Dalia","Cristea"
"10447","Monica","Cristea"
"10448","Ilarion","Stănescu"
"10450","Antonie","Popa"
"10451","Niculiță","Tudor"
"10452","Ivona","Dobre"
"10453","Mihail","Dinu"
"10454","Fiodor","Preda"
"10455","Roza","Popa"
"10456","Costache","Diaconescu"
"10457","Traian","Florea"
"10458","Sever","Dobre"
"10459","Aristița","Albu"
"10460","Ada","Dinu"
"10461","Leordean","Stoica"
"10462","Timotei","Ionescu"
"10463","Lucia","Florea"
"10464","Codin","Gheorghiu"
"10465","Costel","Albu"
"10466","Luminița","Pușcașu"
"10467","Ducu","Manole"
"10468","Costache","Dumitrescu"
"10469","Coralia","Pop"
"10470","Georgiana","Ene"
"10471","Florina","Gheorghiu"
"10472","Claudiu","Manole"
"10473","Alexandrina","Niță"
"10474","Ștefania","Mocanu"
"10475","Anuța","Tomescu"
"10476","Draga","Popa"
"10477","Albertina","Oprea"
"10478","Camil","Stan"
"10479","Sandu","Cristea"
"10480","Severina","Cristea"
"10481","Natașa","Stancu"
"10482","Carmina","Ene"
"10483","Rozalia","Preda"
"10484","Costel","Dima"
"10485","Arina","Stoica"
"10486","Mircea","Dinu"
"10488","Răzvan","Oprea"
"10489","Artemisa","Tudor"
"10490","Sabina","Manole"
"10491","Casiana","Albu"
"10492","Evanghelina","Pop"
"10493","Eugenia","Mocanu"
"10494","Florentin","Dochioiu"
"10495","Agata","Ene"
"10496","Voicu","Stan"
"10497","Valter","Oprea"
"10498","Cristobal","Tabacu"
"10499","David","Niță"
"10500","Dimitrina","Mocanu"
"10501","Cornel","Dochioiu"
"10502","Catinca","Ardelean"
"10503","Marinela","Pop"
"10504","Dana","Diaconu"
"10505","Niculina","Nemeș"
"10506","Anuța","Nistor"
"10507","Adonis","Marin"
"10508","Ancuța","Niță"
"10509","Norman","Nistor"
"10510","Severina","Mocanu"
"10511","Dina","Eftimie"
"10512","Vlad","Aanei"
"10513","Mugur","Dochioiu"
"10514","Ariadna","Suciu"
"10515","Paulica","Florea"
"10516","Marta","Pop"
"10517","Otilia","Tabacu"
"10518","Cornelia","Popescu"
"10519","Ilarie","Ababei"
"10520","Jenel","Nistor"
"10521","Evanghelina","Barbu"
"10522","Vlad","Diaconescu"
"10523","Axenia","Gheorghiu"
"10524","Artemisa","Stănescu"
"10525","Angel","Stoica"
"10526","Grațiana","Ioniță"
"10789","Teodosia","Nistor"
"10527","Profira","Popescu"
"10528","Eremia","Ardelean"
"10529","Noemi","Niță"
"10530","Ionică","Dochioiu"
"10531","Minodora","Mazilescu"
"10532","Stancu","Nistor"
"10533","Flaviu","Ionescu"
"10534","Suzana","Georgescu"
"10535","Georgian","Gheorghiu"
"10536","Iuliu","Stănescu"
"10537","Atena","Nemeș"
"10538","Bănel","Preda"
"10539","Codruț","Nemeș"
"10540","Antim","Popescu"
"10541","Nicoară","Oprea"
"10542","Claudiu","Albu"
"10543","Marius","Stancu"
"10544","Nicu","Ene"
"10545","Carla","Nemeș"
"10546","Nicoară","Tabacu"
"10547","Casandra","Dochioiu"
"10548","Eusebiu","Preda"
"10549","Aneta","Tudor"
"10550","Pompiliu","Nistor"
"10551","Arian","Mazilescu"
"10552","Robert","Nistor"
"10553","Cezar","Albu"
"10554","Leonard","Cristea"
"10555","Costache","Barbu"
"10556","Florentina","Pușcașu"
"10557","Bernard","Stan"
"10558","Lucreția","Ene"
"10559","Nicolae","Suciu"
"10560","Elodia","Gheorghiu"
"10561","Aneta","Stănescu"
"10562","Codruț","Albu"
"10563","Draga","Aanei"
"10564","Iuliu","Stănescu"
"10565","Pompilia","Marin"
"10566","Emanoil","Dobre"
"10567","Theodor","Mocanu"
"10568","Veronica","Georgescu"
"10569","Ludmila","Stoica"
"10570","Estera","Pușcașu"
"10571","Flavia","Pușcașu"
"10572","Smaranda","Pușcașu"
"10573","Lazăr","Pop"
"10574","Rebeca","Dinu"
"10575","Elena","Ababei"
"10576","Avram","Tomescu"
"10577","Clara","Eftimie"
"10578","Stan","Voinea"
"10579","Ana","Ababei"
"10580","Eftimia","Stoica"
"10581","Larisa","Mocanu"
"10582","Evelina","Popescu"
"10583","Codrina","Suciu"
"10584","Valentina","Pușcașu"
"10585","Ivona","Dochioiu"
"10586","Nicoară","Ene"
"10587","Lili","Manole"
"10588","Profira","Oprea"
"10589","Vlad","Tomescu"
"10590","David","Dochioiu"
"10591","Eliana","Popescu"
"10592","Georgian","Voinea"
"10593","Lavinia","Ene"
"10594","Sava","Suciu"
"10595","Dorli","Eftimie"
"10596","Rada","Tabacu"
"10597","Pamfil","Dima"
"10598","Minodora","Cristea"
"10599","Amelia","Oprea"
"10600","Raluca","Mazilescu"
"10601","Arina","Stan"
"10602","Doru","Nemeș"
"10603","Nechifor","Cristea"
"10605","Patricia","Dumitrescu"
"10606","Geta","Diaconescu"
"10607","Claudia","Pușcașu"
"10608","Sorana","Stănescu"
"10609","Marilena","Diaconescu"
"10610","Norica","Eftimie"
"10611","Ramona","Diaconescu"
"10612","Lăcrămioara","Manole"
"10613","Lioara","Dobre"
"10614","Avram","Pop"
"10615","Nechifor","Manole"
"10616","Adelaida","Stoica"
"10617","Cătălina","Voinea"
"10618","Alex","Preda"
"10619","Maia","Pușcașu"
"10620","Toma","Diaconu"
"10621","Norica","Niță"
"10622","Melania","Toma"
"10623","Robert","Stancu"
"10624","Olimpian","Dobre"
"10625","Janeta","Aanei"
"10626","Denisa","Dinu"
"10627","Petrișor","Gheorghiu"
"10628","Niculiță","Popa"
"10629","Gherghina","Manole"
"10630","Aleodor","Barbu"
"10631","Ortansa","Niță"
"10632","Daniel","Manole"
"10633","Dorina","Popa"
"10634","Anica","Albu"
"10635","Nicoleta","Florea"
"10636","Jan","Preda"
"10637","Corvin","Oprea"
"10638","Anuța","Preda"
"10639","Olimpiu","Toma"
"10640","Olivia","Tabacu"
"10641","Cezar","Pop"
"10642","Romeo","Pușcașu"
"10643","Ladislau","Dochioiu"
"10644","Radu","Niță"
"10645","Flavia","Diaconu"
"10646","Florea","Voinea"
"10647","Teona","Preda"
"10648","Eliza","Aanei"
"10649","Livia","Popa"
"10650","Dan","Barbu"
"10651","Laurențiu","Georgescu"
"10652","Matilda","Eftimie"
"10653","Costache","Popa"
"10654","Aurora","Florea"
"10655","Gicu","Dinu"
"10656","Evanghelina","Diaconu"
"10657","Floarea","Voinea"
"10658","Marcel","Barbu"
"10659","Dominic","Eftimie"
"10660","Lorena","Ene"
"10661","Horațiu","Tabacu"
"10662","Victor","Niță"
"10663","Dorian","Barbu"
"10664","Marioara","Dobre"
"10665","Violeta","Cristea"
"10666","Roxana","Dochioiu"
"10667","Vladimir","Ene"
"10668","Emanuel","Barbu"
"10669","Laurenția","Eftimie"
"10670","Cosmin","Eftimie"
"10671","Dorina","Stoica"
"10672","Timotei","Dobre"
"10673","Doru","Dima"
"10674","Aureliana","Popescu"
"10675","Victoria","Tudor"
"10676","Leontina","Nistor"
"10677","Costel","Nemeș"
"10678","Melania","Toma"
"10679","Bucur","Oprea"
"10680","Gelu","Nistor"
"10681","Nicu","Mazilescu"
"10682","Petru","Tabacu"
"10683","Roxelana","Nistor"
"10684","Raluca","Stancu"
"10685","Dalia","Barbu"
"10686","Varvara","Diaconescu"
"10687","Leontin","Tudor"
"10688","Anton","Georgescu"
"10689","Nichifor","Georgescu"
"10690","Ilona","Dumitrescu"
"10691","Andrada","Dobre"
"10692","Sorana","Florea"
"10693","Florea","Voinea"
"10694","Eftimie","Stoica"
"10695","Ica","Mocanu"
"10696","Carol","Voinea"
"10697","Niculina","Tudor"
"10698","Aneta","Nistor"
"10699","Costel","Tudor"
"10700","Larisa","Georgescu"
"10701","Stana","Ene"
"10702","Cristea","Tabacu"
"10703","Ghiță","Dumitrescu"
"10704","Aurelian","Oprea"
"10705","Iustinian","Ionescu"
"10706","Cornel","Georgescu"
"10707","Elena","Manole"
"10708","Niculina","Aanei"
"10709","Angel","Diaconu"
"10710","Artemisa","Popa"
"10711","Cantemir","Voinea"
"10712","Sebastian","Barbu"
"10713","Codruța","Stancu"
"10714","Patricia","Stan"
"10715","Dragoș","Nistor"
"10716","Olimpian","Tabacu"
"10717","Cătălina","Eftimie"
"10718","Camil","Diaconu"
"10719","Marina","Stănescu"
"10720","Manole","Suciu"
"10721","Gabi","Ioniță"
"10722","Sever","Stoica"
"10723","Xenia","Diaconescu"
"10724","Eliana","Cristea"
"10725","Ștefana","Nemeș"
"10726","Cezar","Popescu"
"10727","Ghiță","Stan"
"10728","Mirabela","Dumitrescu"
"10729","Mioara","Stoica"
"10730","Niculina","Voinea"
"10731","Ilarion","Nistor"
"10732","Șerban","Voinea"
"10733","Valeriu","Barbu"
"10734","Estera","Marin"
"10735","Anatolie","Ababei"
"10736","Ladislau","Dumitrescu"
"10737","Marian","Ene"
"10738","Tudor","Florea"
"10739","Rebeca","Tomescu"
"10740","Grațiana","Marin"
"10741","Cerasela","Dinu"
"10742","Geta","Aanei"
"10743","Constantina","Mazilescu"
"10744","Minodora","Mocanu"
"10745","Marilena","Niță"
"10746","Florian","Diaconu"
"10747","Flora","Voinea"
"10748","Ofelia","Cristea"
"10749","Semenica","Ababei"
"10750","Catrinel","Florea"
"10751","Rafila","Dobre"
"10752","Norman","Popa"
"10753","Sofia","Ardelean"
"10754","Clara","Nistor"
"10755","Celia","Dumitrescu"
"10756","Ladislau","Gheorghiu"
"10757","David","Tudor"
"10758","Casandra","Manole"
"10759","Remus","Popescu"
"10760","Petruț","Tabacu"
"10761","Romanița","Dumitrescu"
"10762","Arian","Eftimie"
"10763","Carolina","Popa"
"10764","Lucențiu","Tabacu"
"10765","Antim","Stan"
"10766","Larisa","Florea"
"10767","Alexe","Eftimie"
"10768","Raul","Stănescu"
"10769","Lelia","Popescu"
"10770","Emilia","Barbu"
"10771","Sergiu","Diaconu"
"10772","Teona","Stoica"
"10773","Teodosia","Florea"
"10774","Georgia","Popa"
"10775","Atena","Manole"
"10776","Matei","Georgescu"
"10777","Anemona","Florea"
"10778","Francisc","Tomescu"
"10779","Lia","Stan"
"10780","Gică","Nistor"
"10781","Martin","Diaconescu"
"10782","Evanghelina","Eftimie"
"10783","Floare","Popa"
"10784","Blanduzia","Manole"
"10785","Robert","Ardelean"
"10786","Narcis","Preda"
"10787","Luana","Dima"
"10788","Cezara","Barbu"
"10790","Simion","Tabacu"
"10791","Ofelia","Stan"
"10792","Florentin","Albu"
"10793","Bernard","Tabacu"
"10794","Eugenia","Manole"
"10795","Eftimie","Ioniță"
"10796","Valeriu","Dumitrescu"
"10797","Manuela","Stan"
"10798","Constantina","Voinea"
"10799","Zaharia","Diaconescu"
"10800","Darius","Manole"
"10801","Dida","Toma"
"10802","Floarea","Georgescu"
"10803","Augustina","Tomescu"
"10804","Adi","Diaconescu"
"10805","Monalisa","Nistor"
"10806","Semenica","Mocanu"
"10807","George","Stănescu"
"10808","Marcela","Barbu"
"10809","Florentin","Ene"
"10810","Cătălin","Popescu"
"10811","Niculiță","Diaconescu"
"10812","Basarab","Oprea"
"10813","Irinel","Voinea"
"10814","Ecaterina","Stănescu"
"10815","Alis","Ionescu"
"10816","Adina","Dinu"
"10817","Rozalia","Dinu"
"10818","Nicolae","Ababei"
"10819","Ioanina","Albu"
"10820","Bianca","Tudor"
"10821","Lucreția","Albu"
"10822","Bartolomeu","Niță"
"10823","Titus","Georgescu"
"10824","Xenia","Mazilescu"
"10825","Clarisa","Popa"
"10826","Decebal","Manole"
"10827","Crin","Ene"
"10828","Ionel","Diaconu"
"10829","Artemisa","Stoica"
"10830","Marina","Voinea"
"10831","Nae","Dochioiu"
"10832","Leordean","Stan"
"10833","Eufrosina","Dinu"
"10834","Geta","Barbu"
"10835","Valter","Aanei"
"10836","Atena","Dinu"
"10837","Mihai","Stoica"
"10838","Ligia","Preda"
"10839","Iustinian","Nistor"
"10840","Stancu","Georgescu"
"10841","Rebeca","Popa"
"10842","Vicențiu","Tabacu"
"10843","Sonia","Ionescu"
"10844","Evelina","Nistor"
"10845","Anghel","Nistor"
"10846","Andrada","Tudor"
"10847","Roza","Stănescu"
"10848","Rafila","Tomescu"
"10849","Crina","Mocanu"
"10850","Gică","Gheorghiu"
"10851","Norica","Nistor"
"10852","Nicu","Mazilescu"
"10853","Marioara","Manole"
"10854","Octaviu","Tudor"
"10855","Liviu","Ene"
"10856","Fabia","Dumitrescu"
"10857","Simona","Stănescu"
"10858","Mugurel","Nemeș"
"10859","Anemona","Eftimie"
"10860","Ofelia","Dinu"
"10861","Antim","Georgescu"
"10862","Maximilian","Diaconescu"
"10863","Brăduț","Stan"
"10864","Letiția","Tomescu"
"10865","Pompilia","Ene"
"10866","Nicoleta","Mazilescu"
"10867","Antonia","Mazilescu"
